y,gender,age,majority_first,culture,weight,religiousness,ind,calworks,school,yellowCards,birthday,speed,playerShort,minority
3,1,6,0,7,75.0,3,89,8.218299866,Valle Lindo Elementary,0,10.03.1994,215.0974026,christian-noergaard,no
3,1,5,0,7,69.0,1,90,17.4531002,Alum Rock Union Elementary,0,21.03.1992,553.5178393,julian-korb,no
2,1,6,1,7,69.0,2,91,19.77890015,Edison Elementary,0,24.03.1984,339.5784543,benoit-assou-ekotto,no
2,1,5,1,7,75.0,3,92,39.21839905,Bakersfield City Elementary,0,08.03.1989,346.7604359,daniel-williams,no
3,1,5,0,7,84.0,4,93,22.15780067,Franklin-McKinley Elementary,0,26.11.1989,161.1352409,cala,no
3,2,8,0,7,81.0,5,0,36.94509888,Hawthorne Elementary,0,22.08.1988,252.4969509,mitchell-langerak,no
2,2,6,1,7,79.0,3,1,27.26140022,Chowchilla Elementary,0,30.03.1986,258.3825844,gregory-bettiol,no
2,1,8,1,7,72.0,5,2,13.98849964,Salinas City Elementary,0,12.01.1985,506.6722269,benjamin-psaume,no
3,2,8,0,7,68.0,3,3,7.497499943,Santa Maria-Bonita Elementary,0,09.07.1985,232.7560012,ben-watson,yes
2,2,6,0,7,72.0,4,4,18.54809952,Whittier City Elementary,0,27.07.1979,395.457794,sidney-govou,no
2,1,5,1,7,75.0,4,5,20.92740059,Eastside Union Elementary,0,10.03.1988,218.9559047,ivan-rakitic,no
2,2,6,1,7,75.0,4,6,28.34250069,Lawndale Elementary,1,28.08.1982,530.1322284,thiago-motta,no
2,2,6,1,7,85.0,2,7,43.49760056,Robla Elementary,0,16.12.1977,505.1992877,sylvain-distin,no
3,1,8,0,7,70.0,4,8,15.45950031,Santa Rita Union Elementary,0,24.08.1991,500.257334,yassine-jebbour,no
1,2,6,0,7,,3,9,11.28979969,Rio Elementary,1,26.05.1991,455.5253538,chris-mavinga,no
2,2,6,1,7,75.0,4,10,25.92110062,Strathmore Union Elementary,0,25.02.1990,456.2095184,younes-belhanda,no
3,2,5,1,7,74.0,2,11,58.75220108,North Sacramento Elementary,0,14.03.1991,241.8451892,gotoku-sakai,no
2,1,5,0,7,67.0,5,12,10.91139984,Anaheim Elementary,0,11.06.1989,259.5070997,fagner,no
3,1,5,0,7,67.0,4,13,14.97679996,Lemoore Union Elementary,1,28.10.1984,164.7284312,obafemi-martins,no
3,2,6,1,7,84.0,2,14,27.16819954,Armona Union Elementary,0,03.10.1978,143.3750824,claudio-pizarro,yes
1,2,5,0,7,76.0,2,15,46.88819885,Beardsley Elementary,0,18.01.1979,212.720516,paulo-ferreira,no
1,1,5,1,7,84.0,1,16,17.70260048,South Whittier Elementary,0,17.01.1983,140.1978347,alexander-meier,no
2,2,6,0,7,78.0,2,17,25.55929947,Hanford Elementary,1,31.07.1979,170.2650933,marchena,no
2,2,9,1,8,73.0,2,18,26.84140015,National Elementary,0,19.10.1978,560.5374701,clint-hill,no
1,2,10,0,8,69.0,1,19,22.92770004,Roseland Elementary,1,16.01.1985,267.4043338,pablo-zabaleta,yes
2,1,7,0,8,83.0,2,20,19.83119965,Di Giorgio Elementary,0,29.10.1983,264.2395772,jeremy-mathieu,no
3,2,11,0,8,80.0,3,21,21.25880051,Keppel Union Elementary,0,23.09.1992,445.2192571,jed-steer,no
3,2,4,0,8,78.0,3,22,40.36700058,Lakeside Union Elementary,0,04.02.1991,199.3908947,marc-lais,no
3,1,6,1,8,70.0,1,23,40.55260086,Merced City Elementary,0,20.02.1992,257.1377904,sam-mantom,no
2,2,9,0,8,69.0,3,24,14.15439987,Guadalupe Union Elementary,0,26.05.1981,278.238549,piti,no
2,1,14,0,8,69.0,4,25,15.76010036,Cucamonga Elementary,0,23.02.1989,557.3205927,jeremy-pied,no
2,1,5,0,8,72.0,4,26,8.672100067,Knightsen Elementary,0,20.03.1983,624.8980258,thomas-kahlenberg,yes
3,2,9,0,8,72.0,3,27,28.91570091,Rio Dell Elementary,0,20.08.1987,251.068721,stefan-aigner,no
3,2,11,0,8,88.0,4,28,23.45680046,Montague Elementary,1,10.07.1985,1049.109552,mario-gomez,yes
2,2,9,1,8,72.0,3,29,21.76469994,McCloud Union Elementary,0,15.10.1992,471.8801009,abdoulaye-sane,yes
2,2,7,1,8,83.0,5,30,13.99110031,Santa Paula Elementary,0,02.07.1978,264.4394265,kossi-agassa,no
1,2,7,0,8,69.0,2,31,29.93630028,West Park Elementary,0,03.12.1981,189.7159141,david-villa,no
3,2,9,1,8,75.0,2,32,22.22220039,Atwater Elementary,0,10.03.1988,376.4441175,ivan-rakitic,no
3,1,6,0,8,83.0,2,33,32.08679962,Weaver Union Elementary,0,13.03.1989,557.7072037,holger-badstuber,no
2,2,9,1,8,72.0,5,34,21.5189991,Pacific Union Elementary,1,25.07.1990,672.4731618,wakaso-mubarak,no
2,2,12,1,8,79.0,3,35,29.44680023,Lucerne Valley Unified,0,30.10.1985,378.330093,ragnar-klavan,no
3,2,7,1,8,75.0,4,36,14.79030037,Romoland Elementary,0,10.03.1988,358.7637778,ivan-rakitic,no
3,1,10,0,8,78.0,3,37,25.37940025,El Monte City Elementary,0,07.06.1982,342.9176222,german-lux,no
2,2,8,0,8,84.0,2,38,21.04330063,Greenfield Union Elementary,0,05.07.1989,266.2648952,dejan-lovren,no
3,1,5,1,8,90.0,1,39,23.69939995,Palo Verde Union Elementary,0,21.08.1989,399.7234618,charlison-benschop,no
3,1,8,1,8,66.0,3,40,19.90410042,Elverta Joint Elementary,0,20.10.1993,435.4669465,robert-hall,no
2,1,11,0,8,70.0,4,41,48.3443985,Lucerne Elementary,0,17.06.1982,118.312081,alexandre-alphonse,no
1,2,11,1,8,70.0,1,42,16.81609917,Luther Burbank Elementary,0,14.12.1979,168.0250299,michael-owen,no
2,1,8,1,8,72.0,3,43,25.34250069,Bangor Union Elementary,0,14.02.1983,863.0952381,bacary-sagna,no
1,1,6,0,8,,1,44,10.59319973,Bayshore Elementary,0,25.05.1994,274.7813612,samed-yesil,no
3,2,8,0,8,69.0,4,45,10.27779961,Oak Valley Union Elementary,0,19.09.1981,475.9856631,franck-signorino,no
3,1,10,0,8,62.0,1,46,25.25799942,Wilsona Elementary,0,14.07.1987,153.0046957,adam-johnson,no
1,2,5,1,8,73.0,4,47,26.90159988,Brawley Elementary,0,14.04.1988,350.7165745,vasilis-pliatsikas,no
3,2,9,0,8,68.0,1,48,18.79999924,Meadows Union Elementary,0,27.05.1989,876.2211703,innocent-emeghara,no
2,2,13,0,8,72.0,3,49,10.69120026,Little Lake City Elementary,1,23.07.1982,340.9224499,inigo-lopez,no
3,1,7,0,8,73.0,3,50,13.69859982,Pond Union Elementary,0,22.05.1985,208.4980948,mauro-boselli,no
1,2,11,0,8,73.0,3,51,26.49650002,Taft City Elementary,1,29.07.1988,1273.501474,michel_15,no
2,1,4,0,8,72.0,2,52,8.524600029,Brittan Elementary,1,13.03.1979,864.2097944,cata-diaz,no
2,2,9,1,8,70.0,4,53,21.26250076,Arena Union Elementary,1,07.10.1980,1017.129199,pantxi-sirieix,no
3,1,7,0,8,76.0,3,54,19.12969971,Adelanto Elementary,0,13.01.1984,431.1121117,glenn-whelan,no
3,1,7,0,8,69.0,1,55,6.84070015,Hollister School District,0,06.12.1977,471.006443,shaun-derry,no
1,2,10,0,8,78.0,3,56,20.52370071,Palmdale Elementary,0,31.07.1979,301.2977584,marchena,no
3,1,9,1,8,85.0,2,57,52.21989822,Oroville City Elementary,0,30.03.1991,271.6867217,roderick-miranda,no
2,1,10,0,3,82.0,3,58,25.82979965,Standard Elementary,0,25.05.1985,224.3715519,demba-ba,no
3,1,10,1,3,82.0,2,59,3.990600109,Briggs Elementary,0,09.06.1988,219.8182007,sokratis-papastathopoulos,no
1,1,10,0,3,87.0,4,60,18.53660011,Monroe Elementary,0,13.09.1979,471.1140268,manuel-friedrich,no
1,1,10,1,3,70.0,3,61,28.1753006,Lancaster Elementary,4,02.09.1982,572.0338983,joey-barton,no
3,1,10,0,3,88.0,1,62,11.39599991,Alview-Dairyland Union Elementary,1,05.08.1977,297.1768202,milorad-pekovic,no
2,1,10,1,3,75.0,2,63,12.27910042,Magnolia Elementary,0,08.08.1978,357.1428571,louis-saha,yes
1,1,10,0,3,92.0,3,64,15.61180019,Liberty Elementary,0,11.07.1985,305.622297,geoff-cameron,no
1,1,10,1,3,64.0,5,65,11.92850018,Mt. Pleasant Elementary,0,06.05.1983,119.3604084,dani-alves,no
2,1,10,1,3,68.0,2,66,28.71999931,El Centro Elementary,0,07.09.1980,296.3938745,emre-beloezoglu,no
1,1,10,0,3,76.0,1,67,17.42020035,South Bay Union Elementary,0,08.01.1990,292.0443102,alvaro-gonzalez_3,no
2,1,10,1,3,74.0,4,68,47.2621994,Cascade Union Elementary,0,14.04.1988,347.0100393,anthony-modeste_2,yes
2,2,10,1,3,80.0,2,69,20.67510033,Kings River Union Elementary,0,08.01.1994,327.198364,noah-korczowski,no
2,2,10,0,3,75.0,2,70,20.55050087,Gerber Union Elementary,0,15.07.1981,486.9141814,peter-odemwingie,no
2,2,10,1,3,80.0,3,71,15.28120041,Exeter Union Elementary,0,01.02.1991,373.8511865,faouzi-ghoulam,no
2,2,10,1,3,86.0,4,72,10.69649982,American Union Elementary,0,27.08.1990,244.1340024,luuk-de-jong,no
2,2,10,0,3,78.0,4,73,19.68910027,San Antonio Union Elementary,1,05.10.1984,562.5606208,kenwyne-jones,no
3,2,10,1,3,74.0,2,74,14.41399956,Burton Elementary,0,02.06.1988,663.2322336,kun-agueero,no
1,2,10,0,3,69.0,5,75,11.32219982,Nuview Union Elementary,0,23.06.1986,313.5940042,mariano_5,no
2,2,10,1,3,71.0,3,76,20.96660042,Bellevue Union Elementary,1,21.11.1990,602.6972562,emmanuel-mayuka,yes
2,2,10,0,3,82.0,2,77,34.59420013,Garvey Elementary,0,02.04.1984,279.3394238,moya,no
1,2,10,0,3,70.0,3,78,24.4151001,Corning Union Elementary,1,10.01.1984,265.9191029,marouane-chamakh,no
2,2,10,1,3,64.0,2,79,6.49119997,Jefferson Elementary,0,11.12.1987,119.3139448,fabian-johnson,no
2,2,10,0,3,80.0,3,80,9.416999817,Big Springs Union Elementary,1,03.04.1983,178.2361349,ben-foster,no
1,1,11,0,3,64.0,5,81,7.14289999,General Shafter Elementary,0,16.07.1987,377.3093937,moussa-dembele,yes
2,1,11,1,3,82.0,4,82,16.40239906,Turlock Joint Elementary,1,01.08.1980,357.2675647,sylvain-armand,no
1,1,11,0,3,72.0,2,83,11.71049976,Twain Harte-Long Barn Union Elementary,0,14.12.1978,338.3164233,zdenk-pospch,no
2,1,11,0,3,76.0,3,84,7.487500191,Redwood City Elementary,0,28.01.1986,311.8717207,miguel-torres,no
2,1,11,1,3,66.0,5,85,7.664199829,Camino Union Elementary,0,25.09.1987,147.6863753,nicolai-mueller,no
3,1,11,0,3,73.0,2,86,32.38100052,Plainsburg Union Elementary,1,26.12.1986,5296.151187,hugo-lloris,yes
2,1,11,1,3,87.0,2,87,12.72729969,Banta Elementary,1,13.09.1979,232.8815862,manuel-friedrich,yes
1,1,11,0,3,80.0,1,88,14.22119999,Washington Colony Elementary,0,10.10.1986,149.9531396,vadim-demidov,yes
3,1,11,1,3,69.0,3,89,37.22689819,Rio Linda Union Elementary,0,25.02.1987,334.3324879,mevluet-erdinc,yes
2,1,11,1,3,80.0,4,90,7.178800106,Chatom Union Elementary,1,05.04.1979,238.7835555,timo-hildebrand,no
3,1,11,0,3,78.0,2,91,18.06170082,Merced River Union Elementary,1,31.07.1979,224.2651364,marchena,no
2,1,11,1,3,70.0,2,92,12.39900017,Hueneme Elementary,0,22.07.1984,119.3970449,stewart-downing,no
2,1,11,1,3,79.0,2,93,19.46310043,Cuddeback Union Elementary,0,01.10.1986,823.4493138,ricardo-vaz-te,no
3,2,11,0,3,76.0,2,0,19.1303997,Blue Lake Union Elementary,0,22.01.1982,427.1375465,fabricio-coloccini,no
2,2,11,1,3,68.0,4,1,17.47610092,Lemon Grove Elementary,7,07.09.1985,114.6496815,rafinha,no
2,2,11,0,3,76.0,3,2,37.4367981,Upper Lake Union Elementary,0,26.12.1990,235.3068455,aaron-ramsey,no
2,2,11,1,3,82.0,4,3,25.0,Peninsula Union Elementary,3,10.01.1984,193.8847057,nando-rafael,no
1,2,11,0,3,72.0,1,4,7.275899887,Ocean View Elementary,0,18.04.1979,294.4183194,matthew-upson,no
1,2,11,1,3,77.0,2,5,11.19400024,Reeds Creek Elementary,0,27.04.1990,159.3319048,martin-kelly,no
1,2,11,0,3,76.0,1,6,16.76300049,Arcohe Union Elementary,0,08.06.1987,104.0883595,diego-ifran,no
1,2,11,0,3,84.0,2,7,7.589300156,New Jerusalem Elementary,0,13.02.1985,260.8223148,hedwiges-maduro,no
2,2,11,1,3,87.0,5,8,26.64229965,Dunsmuir Elementary,0,03.07.1988,388.6849493,winston-reid,no
3,2,11,0,3,76.0,1,9,26.16760063,Stanislaus Union Elementary,0,26.12.1990,1124.486201,aaron-ramsey,no
2,1,10,0,3,78.0,4,10,10.25259972,Kingsburg Joint Union Elementary,0,06.12.1981,815.5244412,rod-fanni,no
2,2,11,1,3,94.0,3,11,10.30949974,Buena Park Elementary,0,12.12.1985,478.3111483,issa-ndoye,no
3,1,12,0,3,72.0,2,12,13.04300022,Westminster Elementary,1,28.02.1990,334.7902911,sebastian-rudy,no
1,2,12,0,3,74.0,4,13,9.756099701,Island Union Elementary,0,17.06.1985,277.1045111,jean-baptiste-pierazzi,no
2,1,13,0,3,72.0,3,14,26.62680054,Tulare City Elementary,1,23.05.1983,185.3540523,franck-beria,no
2,1,13,0,3,73.0,3,15,13.22719955,Chula Vista Elementary,0,29.07.1988,382.7636013,michel_15,no
2,2,13,0,3,85.0,1,16,25.36689949,Black Butte Union Elementary,3,20.06.1981,781.1934901,brede-hangeland,no
3,1,12,1,3,65.0,4,17,10.17879963,McSwain Union Elementary,2,12.02.1993,239.6884051,rafinha_4,no
2,2,12,1,3,65.0,3,18,6.684500217,Franklin Elementary,0,09.07.1990,358.8284036,fabio_13,no
2,1,13,1,3,70.0,2,19,11.22169971,Escondido Union Elementary,0,28.03.1987,242.6091932,simeon-jackson,no
1,2,13,1,3,71.0,3,20,10.02270031,East Whittier City Elementary,0,03.05.1985,301.6648485,ezequiel-lavezzi,no
3,1,12,0,3,78.0,5,21,7.026299953,Rio Bravo-Greeley Union Elementary,0,20.02.1981,327.2851568,nicolas-penneteau,no
3,2,12,0,3,69.0,1,22,3.571399927,Marcum-Illinois Union Elementary,0,13.04.1988,180.7773426,helder_5,no
1,1,13,0,3,80.0,1,23,6.808499813,Vallecitos Elementary,0,11.03.1985,208.4904114,stelios-malezas,no
3,2,13,0,3,76.0,4,24,23.19750023,Victor Elementary,0,18.05.1981,266.4985057,mahamadou-diarra,no
1,1,11,1,3,65.0,3,25,8.151499748,Savanna Elementary,0,05.01.1991,356.6021867,dani-pacheco,no
2,2,12,1,3,77.0,4,26,3.225800037,West Side Union Elementary,1,31.03.1989,234.4577576,giovanni-sio,no
1,1,13,1,3,88.0,3,27,41.77339935,Enterprise Elementary,3,04.06.1983,205.3202479,romaric,no
2,2,13,1,3,79.0,2,28,17.97509956,Red Bluff Union Elementary,0,20.10.1989,178.975366,dennis-diekmeier,no
3,1,12,1,3,83.0,2,29,20.63489914,Jamestown Elementary,1,05.02.1987,282.7759757,chinedu-ede,no
2,1,13,1,3,74.0,4,30,31.33049965,Weed Union Elementary,0,30.05.1985,254.5635492,david-gigliotti,no
1,2,13,1,3,77.0,3,31,26.43479919,South Bay Union Elementary,0,02.03.1986,449.7189257,petr-jiracek,no
3,1,12,0,3,73.0,1,32,5.54129982,Brentwood Union Elementary,0,01.04.1984,345.8007075,jonas,no
3,2,11,0,3,82.0,2,33,21.9958992,Summerville Elementary,0,04.08.1993,229.2398764,saido-berahino,no
3,1,13,0,3,72.0,2,34,1.754400015,Ophir Elementary,1,22.02.1982,204.0173793,siaka-tiene,no
3,2,13,0,3,74.0,3,35,13.54170036,Montgomery Elementary,1,11.02.1983,447.2644466,rafael-van-der-vaart,no
1,1,12,0,3,92.0,3,36,14.70940018,Santa Rosa Elementary,0,17.06.1982,189.2085862,alex_4,no
1,2,12,0,3,71.0,3,37,8.368200302,Salida Union Elementary,0,22.09.1987,442.4506142,zdravko-kuzmanovic,no
3,1,13,0,3,81.0,4,38,28.0991993,Shasta Union Elementary,0,20.04.1987,297.8853816,ammar-jemal,no
3,2,13,0,3,76.0,1,39,16.5394001,Fortuna Union Elementary,0,26.12.1990,395.8664547,aaron-ramsey,no
1,1,12,1,3,77.0,5,40,13.0031004,Rockford  Elementary,0,05.08.1985,180.3269784,salomon-kalou,no
3,2,12,1,3,67.0,2,41,7.85710001,Plaza Elementary,0,06.08.1993,286.4456012,amin-younes,no
2,1,13,1,3,75.0,2,42,25.4144001,Monte Rio Union Elementary,0,11.09.1979,287.5952876,eric-abidal,yes
2,2,13,1,3,78.0,2,43,9.259300232,Janesville Union Elementary,0,12.07.1988,287.2284579,yannick-sagbo,yes
3,1,12,0,3,83.0,2,44,3.669699907,Magnolia Union Elementary,0,01.06.1981,227.2862145,thorben-marx,no
3,2,12,0,3,66.0,4,45,13.95349979,Shaffer Union Elementary,1,19.07.1979,276.674779,josue,no
2,1,13,0,3,80.0,4,46,7.623099804,Fullerton Elementary,0,05.06.1991,490.0369004,thanos-petsos,no
2,2,13,0,3,70.0,2,47,3.793100119,Cinnabar Elementary,0,05.10.1988,352.4131435,robbie-kruse,no
2,1,11,1,3,68.0,4,48,7.179599762,Santa Barbara Elementary,3,10.11.1984,352.6108238,ludovic-obraniak,no
2,2,12,1,3,69.0,5,49,20.33609962,Rohnerville Elementary,1,05.09.1990,415.2586783,franco-zuculini,no
1,1,12,1,3,69.0,2,50,10.58819962,Pleasant Grove Joint Union Elementary,0,24.01.1983,185.633811,shaun-maloney,no
1,2,13,1,3,71.0,4,51,33.53659821,Mountain Union Elementary,0,07.01.1985,283.9666027,bnel-nicoli,no
1,1,11,0,3,76.0,1,52,29.23830032,South Fork Union Elementary,1,19.09.1983,258.1678982,jussie,no
3,2,12,0,3,73.0,2,53,4.34070015,Jamul-Dulzura Union Elementary,0,11.01.1992,269.2285162,dani-carvajal,no
2,1,13,0,3,81.0,3,54,12.8725996,Live Oak Elementary,1,22.12.1983,257.7764815,jose-fonte,no
1,2,13,0,3,76.0,2,55,5.751900196,Menifee Union Elementary,0,12.09.1983,275.2065431,junior-diaz,no
2,1,12,1,3,61.0,2,56,4.413599968,Lakeside Union Elementary,0,06.06.1991,627.1979352,florent-andre,no
1,2,12,1,3,75.0,2,57,5.482699871,Whisman Elementary,1,15.01.1994,225.5332639,rafidine-abdullah,no
1,1,13,1,3,61.0,2,58,5.597000122,McCabe Union Elementary,0,23.03.1986,156.8247822,frederic-sammaritano,no
2,2,13,1,3,83.0,4,59,5.537499905,Lammersville Elementary,0,17.08.1982,229.1479013,phil-jagielka,no
1,1,12,0,3,78.0,3,60,18.44379997,Lassen View Union Elementary,0,22.06.1989,270.3289545,cedric-mongongu,no
2,2,13,0,3,73.0,2,61,29.16670036,Loleta Union Elementary,0,28.09.1979,241.6431736,fabrice-ehret,no
2,2,12,1,3,83.0,2,62,10.50660038,Junction Elementary,1,03.12.1990,121.2444716,christian-benteke,no
2,2,13,1,3,80.0,4,63,24.02199936,Rosemead Elementary,0,23.09.1991,336.7139959,kevin-vogt,no
2,2,12,1,3,88.0,5,64,12.12709999,Grass Valley Elementary,0,06.03.1989,392.9750158,philipp-wollscheid,no
