rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,defeats,other,gender_mf,english,calworks,rater2,victories,nuts_opened,height,eval
1704,0,female,27.0,1.5,yes,2,9,5,5,1,1,1,2.02212882,25.82979965,0.25,5,37,176.0,4.1
1229,0,male,22.0,10.0,yes,4,18,6,2,1,5,1,4.516129017,17.97509956,0.0,2,50,174.0,4.2
1535,0,male,22.0,15.0,yes,1,12,6,4,5,2,0,3.262233257,7.037000179,0.0,0,3,177.0,4.5
1726,0,female,57.0,0.125,no,1,20,5,4,1,2,1,2.539682627,32.08679962,,1,25,185.0,3.5
1126,12,female,37.0,4.0,yes,5,12,5,2,1,2,1,0.8532423377,2.042200089,0.25,1,4,172.0,4.4
990,0,male,47.0,4.0,yes,4,12,6,3,0,5,1,9.798271179,0.7193999887,0.25,5,30,195.0,4.1
23,0,female,42.0,15.0,no,2,16,6,4,0,1,1,0.0,0.0,,0,7,173.0,4.6
1129,3,male,17.5,15.0,yes,4,14,5,3,1,6,1,12.53731441,25.55929947,,5,4,183.0,3.6
1564,0,male,32.0,1.5,yes,4,20,3,5,2,6,0,28.69198227,20.33609962,0.25,1,30,191.0,3.6
1050,0,male,27.0,10.0,no,4,20,5,4,1,2,0,6.933744431,23.79599953,0.0,2,27,186.0,3.8
1895,0,male,32.0,7.0,no,4,14,6,5,0,1,1,32.39436722,15.41670036,1.0,2,17,172.0,3.1
509,0,female,32.0,1.5,yes,2,14,5,4,1,2,0,36.92946243,7.98759985,0.5,0,0,189.0,3.2
1034,12,female,27.0,4.0,yes,4,14,6,4,1,5,1,44.97186661,0.05059999973,0.0,4,0,172.0,3.6
9012,0,female,27.0,15.0,yes,4,18,1,4,4,3,0,0.0,28.84729958,1.0,0,1,180.0,3.5
1230,0,male,27.0,15.0,yes,2,18,4,2,1,2,0,38.78333664,10.91139984,,1,1,189.0,3.0
1682,0,male,27.0,15.0,yes,2,17,5,4,1,6,1,35.44303894,1.898699999,0.5,0,37,184.0,4.7
965,7,female,32.0,15.0,yes,1,17,5,4,0,6,1,76.66525269,39.21839905,0.0,0,21,192.0,4.2
1536,1,male,22.0,1.5,yes,4,16,4,5,0,5,1,7.857142925,0.4160999954,0.25,2,0,179.0,3.5
807,12,male,57.0,10.0,yes,2,14,4,4,0,3,1,0.0,2.929899931,0.25,1,16,178.0,4.2
503,12,female,22.0,15.0,yes,4,16,1,4,0,4,1,13.69863033,1.709400058,0.25,10,41,181.0,4.2
1276,0,male,27.0,15.0,yes,3,16,5,2,1,3,0,40.49118423,5.825200081,0.25,0,8,187.0,3.5
967,0,female,32.0,1.5,no,4,20,5,5,0,6,0,31.07257843,23.79599953,0.5,0,4,183.0,4.0
320,0,male,27.0,4.0,yes,2,14,4,2,0,2,1,1.47991538,5.482699871,0.5,0,0,171.0,4.4
1793,0,female,37.0,10.0,yes,4,14,5,5,2,6,1,1.383285284,18.79999924,0.25,3,30,175.0,4.1
241,0,female,57.0,15.0,yes,3,18,4,4,1,2,1,49.81398773,7.275899887,0.5,0,3,180.0,3.9
165,0,female,27.0,7.0,yes,2,20,4,5,0,6,1,0.0,16.40239906,0.25,0,0,183.0,4.4
1835,0,male,32.0,4.0,no,4,16,3,4,0,6,1,6.908044338,10.50660038,0.25,0,31,174.0,3.0
1161,12,female,22.0,10.0,yes,4,16,5,5,2,6,1,0.0,16.11650085,0.0,2,30,188.0,4.3
1412,0,male,37.0,15.0,yes,5,14,6,2,0,1,1,25.22556496,5.592100143,0.25,3,22,193.0,5.0
915,0,female,37.0,7.0,no,5,14,6,4,0,6,0,3.678797483,10.59319973,,1,0,181.0,3.5
655,0,male,22.0,15.0,yes,5,14,5,5,0,6,1,29.08583832,12.69200039,0.0,0,36,183.0,4.0
151,0,male,37.0,0.75,yes,4,16,6,3,1,6,1,0.6666666865,28.91570091,,1,30,193.0,3.8
972,0,female,52.0,1.5,no,3,18,5,4,2,6,1,13.69863033,4.34070015,0.0,2,4,188.0,4.4
659,0,male,32.0,0.125,no,4,16,5,5,0,5,0,16.09561729,10.58819962,0.5,1,10,171.0,3.8
1045,0,male,27.0,15.0,no,3,20,4,5,1,4,0,0.0,11.35890007,0.25,3,1,168.0,2.6
432,3,female,27.0,4.0,yes,5,12,5,5,1,6,1,44.08506012,26.43479919,0.0,1,0,180.0,4.4
1143,0,male,27.0,4.0,no,4,16,6,5,0,5,1,15.18723965,13.22719955,0.75,0,0,176.0,4.5
1620,7,male,32.0,15.0,yes,2,14,6,2,0,3,1,0.1164144352,0.4124000072,,10,30,,4.3
1260,0,male,42.0,15.0,yes,2,12,5,3,8,2,1,56.12552643,13.80090046,0.75,2,1,186.0,4.5
1843,0,female,37.0,0.417,no,2,18,6,5,1,5,1,13.51351261,13.22719955,0.0,1,22,191.0,3.1
1698,1,female,37.0,7.0,yes,4,20,1,2,1,5,1,3.375527382,13.95349979,0.0,1,8,179.0,4.3
553,12,male,27.0,15.0,yes,4,18,5,4,1,2,0,3.992740393,4.0,0.25,6,5,187.0,3.5
673,0,female,22.0,4.0,no,3,16,5,3,1,6,1,52.91479874,25.36689949,0.25,12,0,188.0,4.3
321,12,female,27.0,15.0,yes,4,14,5,4,2,1,0,8.842000008,24.90320015,0.25,1,11,171.0,3.8
232,12,female,57.0,4.0,no,4,16,5,4,5,6,1,22.71773338,8.073800087,0.25,1,4,188.0,3.9
632,0,female,27.0,4.0,yes,3,16,6,4,0,6,0,11.94945908,13.54170036,,0,0,193.0,2.8
1772,1,male,32.0,1.5,yes,1,20,5,4,0,3,1,14.4291935,8.672100067,0.25,1,22,177.0,3.9
928,0,female,32.0,15.0,yes,4,20,6,3,0,2,0,30.32045937,6.725699902,0.0,2,9,181.0,2.9
334,0,male,32.0,7.0,no,4,18,1,4,1,4,0,6.967213154,4.723499775,0.25,1,1,185.0,3.6
86,0,male,32.0,4.0,yes,3,14,3,4,2,6,0,13.28413296,18.54809952,,0,7,181.0,4.2
751,0,male,27.0,10.0,no,3,16,5,4,2,4,1,7.857142925,6.684500217,1.0,0,0,172.0,3.4
210,0,male,27.0,7.0,yes,2,17,1,5,0,4,1,80.1232605,36.94509888,0.25,5,1,192.0,3.5
513,0,male,22.0,15.0,yes,2,20,1,3,1,5,1,5.010019779,14.49890041,0.25,0,0,190.0,3.7
1621,7,female,57.0,15.0,no,1,17,6,3,0,4,1,46.95946121,2.507400036,0.25,0,7,175.0,5.0
873,0,female,27.0,10.0,yes,4,16,5,2,0,5,1,12.40875912,28.84729958,,1,7,185.0,4.4
987,0,female,27.0,4.0,yes,4,16,5,3,1,1,1,39.07563019,2.51850009,,1,16,185.0,3.6
267,0,female,42.0,15.0,yes,2,16,4,5,0,6,1,0.0,7.508500099,1.0,2,0,172.0,4.7
1433,0,female,32.0,1.5,no,2,17,4,3,0,2,1,20.53388023,0.0,0.25,0,24,185.0,3.9
1285,2,female,42.0,7.0,yes,2,12,1,4,0,6,0,53.41640091,20.92740059,0.25,0,5,181.0,3.4
1115,0,male,27.0,15.0,yes,4,17,5,5,1,6,1,2.485630035,16.09199905,0.25,0,41,191.0,3.2
154,2,female,52.0,1.5,yes,4,20,4,4,6,3,1,3.262233257,17.42020035,0.25,1,11,173.0,4.0
67,0,female,27.0,15.0,no,3,17,6,5,1,2,1,16.71460533,1.924200058,0.25,0,49,184.0,4.5
1954,2,male,42.0,4.0,yes,4,18,4,4,0,6,1,50.85763168,15.61180019,0.25,0,19,183.0,2.5
1177,0,female,22.0,1.5,yes,2,18,4,5,0,6,1,5.333333492,13.98849964,1.0,1,0,175.0,4.4
916,0,female,27.0,7.0,yes,2,16,1,1,1,1,1,19.85645866,22.42989922,0.25,6,14,182.0,4.1
774,12,female,27.0,1.5,yes,3,18,6,3,0,6,1,5.025733948,9.389699936,0.75,0,7,175.0,4.3
1758,12,female,42.0,15.0,no,4,20,1,5,0,6,1,15.45893669,0.5367000103,,0,17,185.0,3.9
275,0,female,27.0,15.0,yes,4,17,5,4,1,4,1,18.43624496,6.89659977,,1,21,191.0,4.5
533,0,male,57.0,15.0,yes,4,9,4,5,1,2,0,0.9592326283,14.79030037,0.25,0,22,181.0,4.5
1691,0,female,32.0,10.0,yes,3,14,3,4,0,2,0,49.64253235,14.41399956,0.0,2,58,186.0,4.0
5,0,female,22.0,4.0,no,3,18,1,5,0,6,0,0.0,6.684500217,,0,0,175.0,3.9
1505,7,female,22.0,0.75,yes,2,20,1,5,0,4,0,15.85902977,15.41670036,0.25,4,51,182.0,4.3
412,0,male,37.0,10.0,yes,4,17,6,4,2,4,0,2.231520176,25.0,0.25,1,8,168.0,4.0
926,1,male,37.0,10.0,no,1,18,1,4,0,6,0,0.0,6.018700123,0.25,2,0,173.0,3.8
170,0,female,42.0,15.0,yes,4,14,5,5,0,6,1,16.21052551,0.6452000141,0.75,0,0,175.0,3.9
729,0,male,27.0,1.5,yes,5,14,4,3,0,1,1,1.937984467,15.45950031,,0,8,177.0,3.9
1875,7,female,52.0,10.0,yes,5,17,5,4,0,3,1,13.06739998,6.993000031,0.0,3,0,184.0,4.7
53,0,male,27.0,15.0,yes,3,14,5,5,2,2,1,58.21665573,2.902400017,0.5,1,11,178.0,3.7
1576,0,male,52.0,0.75,yes,1,18,7,2,2,6,1,7.491856575,12.12709999,,4,58,187.0,3.8
478,0,female,22.0,4.0,yes,4,14,5,5,2,5,1,39.5946312,4.039500237,0.75,0,0,187.0,3.9
1438,0,female,27.0,15.0,yes,4,20,6,4,0,2,1,6.079027653,12.0383997,0.75,1,15,184.0,4.4
1453,7,male,32.0,7.0,yes,2,20,5,5,0,2,1,17.17391396,47.2621994,1.0,2,16,164.0,4.0
1083,0,female,27.0,7.0,yes,1,17,5,4,0,2,1,0.0,32.38100052,0.0,0,5,186.0,4.2
80,0,male,27.0,7.0,yes,2,20,6,3,0,5,1,8.768656731,11.20160007,0.25,2,2,176.0,4.4
1358,0,female,32.0,15.0,yes,2,14,5,2,0,6,1,0.0,26.64229965,,0,30,189.0,4.0
1675,0,male,47.0,15.0,yes,2,16,5,4,0,5,1,13.05732441,5.54129982,,1,0,183.0,4.4
1191,0,female,37.0,4.0,yes,2,14,1,5,0,5,1,20.03454208,29.76390076,0.25,1,4,174.0,3.3
794,0,female,52.0,1.5,yes,3,18,6,4,0,2,0,1.68350172,26.62680054,,0,7,180.0,3.8
1935,0,female,27.0,15.0,yes,4,18,5,5,0,5,0,7.321537495,0.7462999821,0.5,1,30,178.0,4.0
367,0,male,37.0,10.0,yes,1,16,1,4,1,3,1,63.13035583,34.1894989,0.0,0,0,184.0,4.7
1782,1,male,32.0,1.5,yes,4,20,6,5,0,2,1,16.9911499,3.371999979,0.25,3,15,181.0,4.5
657,0,female,27.0,0.75,no,3,14,5,4,1,6,1,32.07255173,9.451199532,,0,1,180.0,3.5
1086,0,female,22.0,4.0,no,3,14,7,4,1,3,1,1.383399248,22.40719986,0.25,1,8,183.0,4.6
1599,12,male,27.0,0.75,yes,3,20,1,2,1,5,1,40.68181992,14.63790035,0.0,1,0,175.0,2.8
1561,0,female,42.0,4.0,yes,4,16,5,4,0,2,0,48.52458954,2.356899977,0.25,1,11,193.0,3.8
876,2,female,42.0,10.0,yes,1,18,1,5,0,2,0,4.91228056,25.92110062,1.0,1,0,195.0,4.2
274,0,female,22.0,15.0,no,3,20,3,4,1,1,0,2.807283878,21.49860001,0.5,1,19,179.0,4.6
758,0,female,37.0,7.0,yes,4,20,4,4,0,6,1,4.969165325,22.22220039,1.0,0,77,188.0,4.2
293,0,male,37.0,7.0,no,2,14,6,1,1,4,0,0.8515815139,15.28120041,1.0,2,0,187.0,4.4
253,0,female,27.0,15.0,yes,2,18,1,3,9,5,1,24.26303864,14.41399956,0.75,3,41,178.0,4.2
1548,0,male,22.0,15.0,yes,5,18,7,4,0,5,1,33.48770905,11.25,0.25,12,11,184.0,4.3
1119,0,male,32.0,4.0,yes,2,12,1,4,0,4,1,85.53971863,46.88819885,0.5,2,22,175.0,4.8
127,1,female,22.0,4.0,yes,4,14,5,5,1,2,1,0.7518796921,22.92770004,0.25,1,0,189.0,4.1
1344,12,male,42.0,15.0,yes,4,16,7,4,1,2,0,22.84569168,28.1753006,0.25,2,2,176.0,4.7
133,0,female,52.0,4.0,no,5,14,1,5,2,2,0,3.315881252,23.69939995,0.25,1,2,173.0,3.9
763,0,male,37.0,10.0,yes,4,14,5,5,1,2,1,36.80131531,21.9958992,0.0,1,0,194.0,4.3
1208,0,male,27.0,10.0,no,3,14,1,5,0,1,1,39.07563019,29.93630028,0.5,1,17,178.0,3.8
880,0,female,32.0,1.5,no,4,17,5,4,1,1,1,21.44469452,13.04300022,,1,0,186.0,3.8
1670,0,female,37.0,10.0,yes,2,14,3,4,0,4,1,20.72543144,2.916100025,0.25,1,16,177.0,4.8
1815,0,male,37.0,1.5,yes,4,14,5,2,1,5,1,0.0,13.99110031,0.25,0,21,175.0,4.6
483,0,male,22.0,15.0,yes,5,17,5,5,0,2,1,42.71844482,71.71309662,0.25,0,30,177.0,3.3
1451,0,male,42.0,7.0,no,4,14,4,4,1,2,0,52.80478668,11.89659977,0.25,2,17,178.0,4.3
1330,12,female,37.0,7.0,yes,4,14,5,4,1,5,1,52.24312592,18.29719925,0.0,3,36,191.0,4.0
645,0,male,27.0,4.0,yes,3,14,1,4,0,3,1,11.37724495,7.178800106,0.25,0,11,184.0,4.5
508,0,female,32.0,15.0,yes,4,14,1,2,0,2,1,32.70749664,0.9689999819,0.25,7,4,190.0,4.5
1603,0,male,22.0,15.0,no,4,18,4,3,0,2,1,33.28894806,6.392300129,0.25,2,4,187.0,4.2
445,2,female,42.0,4.0,yes,2,14,2,3,0,5,1,49.41314316,2.192500114,0.5,1,4,184.0,4.5
126,0,male,22.0,15.0,yes,2,18,1,5,1,2,1,3.061224461,21.64949989,1.0,1,37,183.0,4.4
1417,0,male,37.0,10.0,yes,5,14,2,4,1,2,0,31.82458305,2.024300098,0.75,1,25,192.0,4.3
966,1,male,32.0,4.0,yes,2,18,6,4,7,4,0,2.444794893,18.91110039,0.25,3,36,183.0,4.3
182,0,female,32.0,0.125,yes,4,12,6,5,0,2,1,45.03795242,25.37940025,0.25,1,50,186.0,4.0
604,0,male,32.0,7.0,yes,3,20,2,4,0,4,1,0.0,9.770799637,1.0,3,49,190.0,4.3
123,0,female,37.0,4.0,yes,3,16,4,2,0,1,1,31.07257843,10.69649982,0.0,0,30,174.0,4.5
374,0,female,47.0,1.5,yes,3,18,5,5,2,6,1,0.2685284615,7.805799961,0.0,0,1,178.0,4.3
535,0,male,27.0,7.0,yes,3,17,6,4,0,2,1,32.39436722,11.88119984,0.25,1,0,185.0,3.7
1178,0,female,47.0,7.0,yes,4,20,5,3,0,2,1,15.34977436,7.179599762,0.75,0,4,172.0,4.2
1905,0,female,27.0,15.0,no,2,20,5,4,2,2,1,18.55837631,13.25300026,0.25,1,3,181.0,4.0
515,0,female,22.0,15.0,yes,1,16,1,5,5,2,1,45.10869598,27.16819954,0.25,1,0,188.0,2.2
