tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Posterior,BRK126076,0,6,22.0,4.81608016,0.5,Homo sapiens,Native Californian,3,145,72272,3,0,10,1,7,0
Premolar,BRK126076,0,4,22.0,4.81608016,0.5,Homo sapiens,Native Californian,2,145,65961,7,0,5,1,4,0
Anterior,BRK126087,0,12,47.0,2.50774612,0.5,Homo sapiens,Native Californian,2,106,63313,57,0,5,1,4,0
Posterior,BRK126087,0,12,37.0,2.50774612,0.5,Homo sapiens,Native Californian,4,383,72199,48,0,13,2,3,0
Premolar,BRK126087,0,8,37.0,2.50774612,0.5,Homo sapiens,Native Californian,2,120,72215,28,0,5,2,5,0
Anterior,BRK126089,1,12,27.0,3.54750963,0.75,Homo sapiens,Native Californian,4,324,68379,7,0,13,2,1,0
Posterior,BRK126089,3,12,27.0,3.54750963,0.75,Homo sapiens,Native Californian,2,324,75440,3,0,6,2,5,0
Premolar,BRK126089,0,8,27.0,3.54750963,0.75,Homo sapiens,Native Californian,2,383,64816,7,0,5,2,4,1
Anterior,BRK126092,0,12,37.0,5.09801939,0.75,Homo sapiens,Native Californian,2,120,66050,64,0,5,1,4,0
Posterior,BRK126092,0,12,32.0,5.09801939,0.75,Homo sapiens,Native Californian,4,166,67819,7,0,13,1,3,0
Premolar,BRK126092,1,8,22.0,5.09801939,0.75,Homo sapiens,Native Californian,3,383,64758,34,0,10,2,4,0
Anterior,BRK126094,0,12,22.0,3.42374303,0.75,Homo sapiens,Native Californian,2,106,65870,3,0,6,1,5,0
Posterior,BRK126094,0,12,37.0,3.42374303,0.75,Homo sapiens,Native Californian,4,383,62380,21,0,13,1,3,0
Premolar,BRK126094,0,8,22.0,3.42374303,0.75,Homo sapiens,Native Californian,2,145,68999,8,0,5,1,5,1
Anterior,BRK126100,0,12,37.0,3.08319431,0.25,Homo sapiens,Native Californian,4,324,63578,44,0,13,1,3,0
Posterior,BRK126100,4,12,32.0,3.08319431,0.25,Homo sapiens,Native Californian,3,106,72538,3,0,10,1,7,0
Premolar,BRK126100,3,8,37.0,3.08319431,0.25,Homo sapiens,Native Californian,2,383,65680,44,0,5,2,4,0
Anterior,BRK126104,0,12,42.0,3.05433283,0.75,Homo sapiens,Native Californian,3,383,63461,8,0,10,2,7,1
Posterior,BRK126104,0,12,42.0,3.05433283,0.75,Homo sapiens,Native Californian,3,324,63404,3,0,10,2,7,0
Premolar,BRK126104,0,8,37.0,3.05433283,0.75,Homo sapiens,Native Californian,2,383,67199,21,0,5,1,1,0
Anterior,BRK126107,1,12,32.0,3.05433283,0.25,Homo sapiens,Native Californian,2,106,65078,8,0,5,1,1,0
Posterior,BRK126107,4,12,27.0,3.05433283,0.25,Homo sapiens,Native Californian,2,166,69369,8,0,5,1,5,0
Premolar,BRK126107,0,8,37.0,3.05433283,0.25,Homo sapiens,Native Californian,2,145,63438,44,0,5,1,6,0
Anterior,BRK126113,0,12,27.0,4.35806278,0.75,Homo sapiens,Native Californian,3,166,63321,8,0,10,1,6,0
Posterior,BRK126113,0,12,42.0,4.35806278,0.75,Homo sapiens,Native Californian,3,324,69450,3,0,10,1,6,1
Premolar,BRK126113,1,8,47.0,4.35806278,0.75,Homo sapiens,Native Californian,3,383,64592,8,0,10,2,6,0
Anterior,BRK126117,0,12,27.0,3.48559185,0.25,Homo sapiens,Native Californian,2,145,65193,7,0,5,2,6,0
Posterior,BRK126117,0,12,27.0,3.48559185,0.25,Homo sapiens,Native Californian,2,324,66142,7,0,5,1,5,0
Premolar,BRK126117,0,8,27.0,3.48559185,0.25,Homo sapiens,Native Californian,2,383,69120,44,0,6,2,5,0
Anterior,BRK126118,0,12,27.0,3.54750963,0.25,Homo sapiens,Native Californian,3,166,65110,7,0,10,2,6,0
Posterior,BRK126118,0,12,42.0,3.54750963,0.25,Homo sapiens,Native Californian,4,324,64477,1,0,13,1,3,0
Premolar,BRK126118,1,8,27.0,3.54750963,0.25,Homo sapiens,Native Californian,3,145,64691,48,0,10,2,3,0
Anterior,BRK126121,0,12,27.0,4.94131337,0.25,Homo sapiens,Native Californian,2,383,67421,15,0,5,2,5,0
Posterior,BRK126121,1,12,32.0,4.94131337,0.25,Homo sapiens,Native Californian,4,324,66191,7,0,13,1,3,0
Premolar,BRK126121,0,8,27.0,4.94131337,0.25,Homo sapiens,Native Californian,4,324,72561,7,0,13,2,1,0
Anterior,BRK126124,0,12,32.0,2.81004779,0.75,Homo sapiens,Native Californian,4,324,72157,52,0,13,2,1,0
Posterior,BRK126124,0,12,27.0,2.81004779,0.75,Homo sapiens,Native Californian,2,324,67397,8,0,5,2,5,0
Premolar,BRK126124,0,8,17.5,2.81004779,0.75,Homo sapiens,Native Californian,4,106,66423,8,0,13,1,1,1
Anterior,BRK126125,0,5,32.0,10.0,0.25,Homo sapiens,Native Californian,2,106,63974,37,0,5,1,6,0
Posterior,BRK126125,3,6,32.0,10.0,0.25,Homo sapiens,Native Californian,3,145,63875,15,0,10,2,4,0
Premolar,BRK126125,2,4,37.0,10.0,0.25,Homo sapiens,Native Californian,2,166,63339,52,0,5,2,1,0
Anterior,BRK126243,4,10,37.0,3.16436617,0.75,Homo sapiens,Native Californian,3,120,65037,8,0,10,1,4,0
Posterior,BRK126243,8,12,32.0,3.16436617,0.75,Homo sapiens,Native Californian,2,120,63917,27,0,5,2,4,0
Premolar,BRK126243,4,8,52.0,3.16436617,0.75,Homo sapiens,Native Californian,2,324,68221,44,0,5,2,4,0
Anterior,BRK126244,0,11,42.0,3.45465859,0.75,Homo sapiens,Native Californian,3,145,70904,49,0,10,2,8,0
Posterior,BRK126244,0,12,52.0,3.45465859,0.75,Homo sapiens,Native Californian,3,120,63420,3,0,10,1,2,0
Premolar,BRK126244,0,8,37.0,3.45465859,0.75,Homo sapiens,Native Californian,2,166,64642,44,0,5,2,4,0
Anterior,BRK126247,0,12,22.0,5.44334199,0.25,Homo sapiens,Native Californian,2,383,63966,8,0,5,2,5,0
Posterior,BRK126247,0,12,27.0,5.44334199,0.25,Homo sapiens,Native Californian,3,145,65771,44,0,10,1,7,0
Premolar,BRK126247,0,8,27.0,5.44334199,0.25,Homo sapiens,Native Californian,2,383,69203,3,0,6,2,5,0
Anterior,BRK126248,0,12,47.0,3.85801676,0.25,Homo sapiens,Native Californian,2,383,67694,48,0,5,1,5,0
Posterior,BRK126248,0,12,42.0,3.85801676,0.25,Homo sapiens,Native Californian,3,383,61705,48,0,10,1,8,0
Premolar,BRK126248,0,8,27.0,3.85801676,0.25,Homo sapiens,Native Californian,3,324,63008,8,0,10,2,4,0
Anterior,BRK126250,0,12,32.0,3.48559185,0.25,Homo sapiens,Native Californian,2,324,70417,8,0,6,2,5,0
Posterior,BRK126250,0,11,32.0,3.48559185,0.25,Homo sapiens,Native Californian,3,106,70409,7,0,10,2,4,0
Premolar,BRK126250,0,7,47.0,3.48559185,0.25,Homo sapiens,Native Californian,2,324,72587,7,0,6,2,5,1
Anterior,BRK126251,0,12,37.0,4.07615043,0.75,Homo sapiens,Native Californian,3,324,62539,64,0,10,2,8,0
Posterior,BRK126251,0,12,22.0,4.07615043,0.75,Homo sapiens,Native Californian,2,145,65631,32,0,5,2,5,0
Premolar,BRK126251,0,8,27.0,4.07615043,0.75,Homo sapiens,Native Californian,3,324,65862,8,0,10,1,7,1
Anterior,BRK126252,0,12,52.0,2.87094128,0.25,Homo sapiens,Native Californian,2,166,62356,52,0,5,2,4,0
Posterior,BRK126252,0,12,27.0,2.87094128,0.25,Homo sapiens,Native Californian,2,120,75051,15,0,5,2,4,0
Premolar,BRK126252,0,8,27.0,2.87094128,0.25,Homo sapiens,Native Californian,4,166,67231,102,0,13,2,3,0
Anterior,BRK126256,0,12,32.0,4.41997173,0.25,Homo sapiens,Native Californian,2,324,64501,49,0,5,1,5,0
Posterior,BRK126256,0,12,32.0,4.41997173,0.25,Homo sapiens,Native Californian,4,324,63503,44,0,13,2,1,0
Premolar,BRK126256,0,8,22.0,4.41997173,0.25,Homo sapiens,Native Californian,2,106,72033,8,0,6,1,5,0
Anterior,BRK126259,0,12,22.0,4.22315152,0.25,Homo sapiens,Native Californian,2,166,67322,44,0,5,1,4,0
Posterior,BRK126259,0,11,42.0,4.22315152,0.25,Homo sapiens,Native Californian,2,120,64048,3,0,5,1,4,1
Premolar,BRK126259,0,8,57.0,4.22315152,0.25,Homo sapiens,Native Californian,4,145,69542,44,0,13,2,3,0
Anterior,BRK126260,0,12,32.0,4.90999368,0.25,Homo sapiens,Native Californian,3,145,61382,7,0,10,1,4,1
Posterior,BRK126260,1,12,27.0,4.90999368,0.25,Homo sapiens,Native Californian,2,166,68858,8,0,6,1,5,0
Premolar,BRK126260,0,8,32.0,4.90999368,0.25,Homo sapiens,Native Californian,4,166,72017,3,0,13,2,3,0
Anterior,BRK126261,0,12,57.0,4.25426601,0.25,Homo sapiens,Native Californian,2,145,65151,44,0,5,1,5,0
Posterior,BRK126261,0,12,42.0,4.25426601,0.25,Homo sapiens,Native Californian,4,166,63073,70,0,13,2,3,0
Premolar,BRK126261,0,8,37.0,4.25426601,0.25,Homo sapiens,Native Californian,3,145,63198,7,0,10,2,7,0
Anterior,BRK126264,0,12,42.0,5.035316,0.25,Homo sapiens,Native Californian,2,145,64717,3,0,5,2,4,0
Posterior,BRK126264,0,9,52.0,5.035316,0.25,Homo sapiens,Native Californian,3,145,63719,49,0,10,1,7,0
Premolar,BRK126264,0,8,27.0,5.035316,0.25,Homo sapiens,Native Californian,3,324,63800,3,0,10,2,7,0
Anterior,BRK126266,0,12,32.0,4.94131337,0.5,Homo sapiens,Native Californian,2,145,71357,24,0,5,1,1,0
Posterior,BRK126266,6,12,22.0,4.94131337,0.5,Homo sapiens,Native Californian,2,383,65557,7,0,5,2,1,0
Premolar,BRK126266,2,8,27.0,4.94131337,0.5,Homo sapiens,Native Californian,2,383,67587,55,0,5,1,5,0
Anterior,BRK126271,2,11,37.0,3.20502776,0.5,Homo sapiens,Native Californian,2,106,67470,44,0,5,1,6,0
Posterior,BRK126271,4,12,32.0,3.20502776,0.5,Homo sapiens,Native Californian,3,166,64857,70,0,10,2,6,0
Premolar,BRK126271,4,8,27.0,3.20502776,0.5,Homo sapiens,Native Californian,3,324,61507,72,0,10,1,6,0
Posterior,BRK126291,1,7,32.0,2.81004779,0.5,Homo sapiens,Native Californian,3,324,63792,8,0,10,1,6,0
Anterior,BRK126292,0,12,32.0,4.94131337,0.5,Homo sapiens,Native Californian,2,106,72447,3,0,5,1,6,0
Posterior,BRK126292,0,11,42.0,4.94131337,0.5,Homo sapiens,Native Californian,2,383,62323,8,0,5,1,5,0
Premolar,BRK126292,0,8,32.0,4.94131337,0.5,Homo sapiens,Native Californian,2,324,64667,44,0,6,1,5,0
Anterior,BRK126472,0,12,37.0,3.85801676,0.25,Homo sapiens,Native Californian,3,120,65177,8,0,10,1,6,0
Posterior,BRK126472,0,12,27.0,3.85801676,0.25,Homo sapiens,Native Californian,4,106,66589,7,0,13,1,3,0
Premolar,BRK126472,0,8,42.0,3.85801676,0.25,Homo sapiens,Native Californian,3,106,71985,44,0,10,1,3,0
Anterior,BRK126755,0,7,27.0,3.45465859,0.75,Homo sapiens,Native Californian,2,106,69617,3,0,5,1,5,0
Posterior,BRK126755,0,9,37.0,3.45465859,0.75,Homo sapiens,Native Californian,4,120,63123,48,0,13,1,3,0
Premolar,BRK126755,0,6,27.0,3.45465859,0.75,Homo sapiens,Native Californian,4,145,68395,3,0,13,1,1,0
Anterior,BRK126757,0,12,27.0,4.14023787,0.75,Homo sapiens,Native Californian,4,106,69914,7,0,13,1,1,0
Posterior,BRK126757,0,12,32.0,4.14023787,0.75,Homo sapiens,Native Californian,2,120,71969,8,0,5,2,5,0
Premolar,BRK126757,0,8,17.5,4.14023787,0.75,Homo sapiens,Native Californian,4,120,71548,58,0,13,2,1,0
Anterior,BRK126758,0,12,32.0,3.05433283,0.25,Homo sapiens,Native Californian,2,120,71910,48,1,5,2,6,0
Posterior,BRK126758,0,12,22.0,3.05433283,0.25,Homo sapiens,Native Californian,3,120,62000,55,0,10,2,4,0
Premolar,BRK126758,0,8,32.0,3.05433283,0.25,Homo sapiens,Native Californian,2,145,66167,44,0,5,2,1,1
Anterior,BRK126760,0,10,27.0,3.48559185,0.75,Homo sapiens,Native Californian,3,324,71837,48,0,10,2,4,0
Posterior,BRK126760,0,12,22.0,3.48559185,0.75,Homo sapiens,Native Californian,2,106,67157,7,0,5,2,4,0
Premolar,BRK126760,0,8,32.0,3.48559185,0.75,Homo sapiens,Native Californian,2,324,70615,32,0,5,2,4,0
Anterior,BRK126761,1,12,42.0,4.81608016,0.75,Homo sapiens,Native Californian,3,106,64550,3,1,10,2,8,0
Posterior,BRK126761,1,12,42.0,4.81608016,0.75,Homo sapiens,Native Californian,3,166,71498,44,0,10,2,2,1
Premolar,BRK126761,0,8,32.0,4.81608016,0.75,Homo sapiens,Native Californian,2,120,68916,8,0,5,2,4,0
Anterior,BRK126764,0,12,32.0,2.99309106,0.75,Homo sapiens,Native Californian,2,106,70185,16,0,5,2,5,0
Posterior,BRK126764,0,12,57.0,2.99309106,0.75,Homo sapiens,Native Californian,3,145,63487,3,0,10,1,7,0
Premolar,BRK126764,0,8,47.0,2.99309106,0.75,Homo sapiens,Native Californian,2,324,71308,7,0,6,1,5,0
Anterior,BRK126765,0,11,42.0,4.04495405,0.5,Homo sapiens,Native Californian,2,324,72421,69,0,5,1,5,0
Posterior,BRK126765,1,11,37.0,4.04495405,0.5,Homo sapiens,Native Californian,3,106,69005,3,0,10,1,8,1
Premolar,BRK126765,0,8,37.0,4.04495405,0.5,Homo sapiens,Native Californian,3,383,61846,8,0,10,1,4,0
Anterior,BRK126766,0,12,27.0,3.54750963,0.75,Homo sapiens,Native Californian,2,383,65813,7,0,6,1,5,0
Posterior,BRK126766,0,12,37.0,3.54750963,0.75,Homo sapiens,Native Californian,3,120,68486,8,0,10,1,4,0
Premolar,BRK126766,0,8,32.0,3.54750963,0.75,Homo sapiens,Native Californian,2,120,62513,70,0,6,1,5,0
Anterior,BRK126767,0,12,32.0,4.06776118,0.75,Homo sapiens,Native Californian,3,145,67405,64,0,10,1,8,1
Posterior,BRK126767,0,12,37.0,4.06776118,0.75,Homo sapiens,Native Californian,2,106,71050,8,0,5,1,5,0
Premolar,BRK126767,0,8,27.0,4.06776118,0.75,Homo sapiens,Native Californian,3,383,73726,45,0,10,1,7,0
Anterior,BRK126768,1,11,47.0,5.06666429,0.25,Homo sapiens,Native Californian,2,120,72462,8,0,5,1,4,0
Posterior,BRK126768,6,10,37.0,5.06666429,0.25,Homo sapiens,Native Californian,2,383,62737,1,0,5,1,4,0
Premolar,BRK126768,1,7,27.0,5.06666429,0.25,Homo sapiens,Native Californian,4,383,62703,44,0,13,2,3,1
Anterior,BRK126773,0,12,27.0,5.44334199,0.75,Homo sapiens,Native Californian,2,120,68205,8,0,5,2,5,0
Posterior,BRK126773,5,12,22.0,5.44334199,0.75,Homo sapiens,Native Californian,4,145,64063,26,0,13,2,1,0
Premolar,BRK126773,0,8,52.0,5.44334199,0.75,Homo sapiens,Native Californian,2,106,62984,8,0,6,2,5,0
Anterior,BRK126774,1,12,27.0,2.93195822,0.25,Homo sapiens,Native Californian,2,120,72512,44,0,5,2,4,0
Posterior,BRK126774,4,12,37.0,2.93195822,0.25,Homo sapiens,Native Californian,2,145,71647,52,0,5,2,4,0
Premolar,BRK126774,3,8,27.0,2.93195822,0.25,Homo sapiens,Native Californian,4,120,67280,73,0,13,2,3,0
Anterior,BRK126776,1,12,17.5,5.31768598,0.5,Homo sapiens,Native Californian,3,120,68627,72,0,10,2,4,1
Posterior,BRK126776,2,12,32.0,5.31768598,0.5,Homo sapiens,Native Californian,2,120,70243,57,0,6,2,5,0
Premolar,BRK126776,0,8,22.0,5.31768598,0.5,Homo sapiens,Native Californian,4,383,71282,27,0,13,2,3,0
Anterior,HTB0802,0,12,32.0,6.474995012,1.0,Papio,East Africa,2,166,62240,40,0,5,1,5,0
Posterior,HTB0802,0,12,22.0,6.474995012,1.0,Papio,East Africa,4,324,66456,70,0,13,2,3,0
Premolar,HTB0802,0,8,42.0,6.474995012,1.0,Papio,East Africa,3,120,66746,8,0,10,1,7,0
Anterior,HTB0828,0,12,32.0,2.429595478,1.0,Papio,South Africa,2,383,63933,7,0,5,2,4,0
Posterior,HTB0828,0,12,37.0,2.429595478,1.0,Papio,South Africa,3,166,72231,7,0,10,1,7,0
Premolar,HTB0828,0,8,42.0,2.429595478,1.0,Papio,South Africa,3,106,68023,3,0,10,1,7,0
Anterior,HTB0890,0,12,27.0,3.21217946,1.0,Papio,East Africa,2,324,69880,44,0,5,2,1,0
Posterior,HTB0890,0,12,37.0,3.21217946,1.0,Papio,East Africa,2,120,65763,3,0,5,1,1,1
Premolar,HTB0890,0,8,37.0,3.21217946,1.0,Papio,East Africa,2,166,71381,44,0,5,2,5,0
Anterior,HTB0900,0,12,22.0,2.72587272,1.0,Papio,East Africa,2,106,68098,44,0,5,1,6,0
Posterior,HTB0900,0,12,32.0,2.72587272,1.0,Papio,East Africa,3,106,64485,3,0,10,2,6,0
Premolar,HTB0900,0,8,32.0,2.72587272,1.0,Papio,East Africa,3,383,73544,7,0,10,1,6,0
Anterior,HTB1025,1,12,52.0,3.35840919,1.0,Papio,East Africa,3,120,71407,7,0,10,2,6,0
Posterior,HTB1025,0,12,47.0,3.35840919,1.0,Papio,East Africa,2,106,68437,1,0,5,1,6,0
Premolar,HTB1025,1,8,32.0,3.35840919,1.0,Papio,East Africa,2,324,67918,54,0,5,2,5,0
Anterior,HTB1027,0,12,32.0,3.35840919,0.0,Papio,East Africa,2,106,66696,3,0,6,1,5,1
Posterior,HTB1027,0,12,27.0,3.35840919,0.0,Papio,East Africa,3,166,71001,3,0,10,2,6,0
Premolar,HTB1027,0,8,42.0,3.35840919,0.0,Papio,East Africa,4,106,69971,7,0,13,1,3,0
Anterior,HTB1028,0,12,42.0,2.43523526,0.0,Papio,East Africa,3,120,71621,8,0,10,2,3,0
Posterior,HTB1028,0,12,27.0,2.43523526,0.0,Papio,East Africa,2,324,72363,8,0,5,1,5,1
Premolar,HTB1028,0,8,32.0,2.43523526,0.0,Papio,East Africa,4,324,70482,27,0,13,1,3,0
Anterior,HTB1043,1,12,47.0,2.87155209,1.0,Papio,East Africa,4,120,63032,8,0,13,2,1,0
Posterior,HTB1043,0,12,22.0,2.87155209,1.0,Papio,East Africa,4,145,61655,31,0,13,1,1,0
Premolar,HTB1043,0,8,32.0,2.87155209,1.0,Papio,East Africa,2,324,72405,44,0,5,2,5,0
Anterior,HTB1151,0,12,32.0,2.38690817,1.0,Papio,East Africa,4,324,66860,7,0,13,1,1,0
Posterior,HTB1151,0,12,22.0,2.38690817,1.0,Papio,East Africa,2,383,70821,8,0,5,2,6,0
Premolar,HTB1151,0,8,32.0,2.38690817,1.0,Papio,East Africa,3,145,70912,40,0,10,1,4,0
Anterior,HTB1152,0,12,37.0,2.33861853,1.0,Papio,East Africa,2,383,71266,4,0,5,2,1,0
Posterior,HTB1152,0,12,27.0,2.33861853,1.0,Papio,East Africa,3,324,70128,32,0,10,1,4,1
Premolar,HTB1152,0,8,32.0,2.33861853,1.0,Papio,East Africa,2,166,62802,111,0,5,2,4,0
Anterior,HTB1153,0,6,57.0,2.29036872,1.0,Papio,East Africa,2,166,72090,64,0,5,1,4,0
Posterior,HTB1153,0,6,22.0,2.29036872,1.0,Papio,East Africa,3,166,62638,8,0,10,2,8,0
Premolar,HTB1153,0,4,32.0,2.29036872,1.0,Papio,East Africa,3,166,70813,32,0,10,1,2,1
Anterior,HTB1154,0,12,22.0,2.67736152,1.0,Papio,East Africa,2,383,64105,7,0,5,2,4,0
Posterior,HTB1154,0,12,57.0,2.67736152,1.0,Papio,East Africa,2,383,63172,8,0,5,1,5,0
Premolar,HTB1154,0,8,32.0,2.67736152,1.0,Papio,East Africa,3,324,64188,31,0,10,2,7,0
Anterior,HTB1212,1,12,22.0,4.778975048,1.0,Papio,Central Africa,2,166,66506,64,0,6,1,5,0
Posterior,HTB1212,0,12,37.0,4.778975048,1.0,Papio,Central Africa,2,106,70649,112,0,5,2,5,0
Premolar,HTB1212,0,8,27.0,4.778975048,1.0,Papio,Central Africa,3,383,69278,7,0,10,1,8,0
Anterior,HTB1214,0,12,47.0,2.62887685,1.0,Papio,East Africa,3,383,63016,49,0,10,2,4,1
Posterior,HTB1214,0,12,22.0,2.62887685,1.0,Papio,East Africa,2,106,71431,44,0,6,1,5,0
Premolar,HTB1214,0,8,27.0,2.62887685,1.0,Papio,East Africa,3,106,73700,7,0,10,2,4,0
Anterior,HTB1215,0,12,37.0,2.18171291,1.0,Papio,East Africa,2,145,63784,7,0,6,1,5,0
Posterior,HTB1215,0,12,37.0,2.18171291,1.0,Papio,East Africa,3,383,68155,3,0,10,2,8,0
Premolar,HTB1215,0,8,22.0,2.18171291,1.0,Papio,East Africa,2,383,69765,44,0,5,1,5,0
Anterior,HTB1216,2,12,22.0,3.16346606,1.0,Papio,East Africa,3,166,67116,22,0,10,2,7,0
Posterior,HTB1216,0,12,27.0,3.16346606,1.0,Papio,East Africa,2,324,63552,7,0,5,1,4,0
Premolar,HTB1216,0,8,22.0,3.16346606,1.0,Papio,East Africa,2,166,69724,122,0,5,2,4,0
Anterior,HTB1217,0,11,22.0,2.96878123,1.0,Papio,East Africa,4,324,63180,7,0,13,1,3,0
Posterior,HTB1217,0,12,27.0,2.96878123,1.0,Papio,East Africa,2,106,68551,44,0,5,2,5,0
Premolar,HTB1217,1,8,32.0,2.96878123,1.0,Papio,East Africa,4,166,71563,7,0,13,1,1,0
Anterior,HTB1218,0,12,37.0,2.43523526,1.0,Papio,East Africa,2,120,62927,8,0,6,2,5,0
Posterior,HTB1218,0,12,22.0,2.43523526,1.0,Papio,East Africa,2,106,70045,15,0,5,2,4,0
Premolar,HTB1218,0,8,27.0,2.43523526,1.0,Papio,East Africa,2,166,64931,7,0,5,2,4,1
Anterior,HTB1219,0,12,42.0,2.76002868,1.0,Papio,East Africa,4,383,66332,8,0,13,2,3,0
Posterior,HTB1219,0,12,27.0,2.76002868,1.0,Papio,East Africa,3,383,71829,102,0,10,1,4,0
Premolar,HTB1219,0,8,27.0,2.76002868,1.0,Papio,East Africa,2,120,63545,3,0,6,1,5,0
Anterior,HTB1220,0,12,42.0,2.77440906,1.0,Papio,East Africa,4,106,67348,48,0,13,2,3,0
Posterior,HTB1220,0,12,22.0,2.77440906,1.0,Papio,East Africa,2,383,67553,44,0,5,1,5,1
Premolar,HTB1220,0,8,27.0,2.77440906,1.0,Papio,East Africa,4,145,68189,3,0,13,1,3,0
Anterior,HTB1221,0,12,42.0,3.16346606,1.0,Papio,East Africa,3,145,71423,57,0,10,2,7,0
Posterior,HTB1221,0,12,32.0,3.16346606,1.0,Papio,East Africa,2,324,61994,3,0,5,2,4,0
Premolar,HTB1221,0,8,22.0,3.16346606,1.0,Papio,East Africa,3,120,61762,44,0,10,1,7,0
Anterior,HTB1222,0,12,42.0,2.62887685,0.0,Papio,East Africa,3,383,70268,8,0,10,1,7,0
Posterior,HTB1222,0,12,22.0,2.62887685,0.0,Papio,East Africa,2,324,68544,8,0,5,1,1,0
Premolar,HTB1222,0,8,22.0,2.62887685,0.0,Papio,East Africa,2,106,69377,71,0,5,1,1,0
Anterior,HTB1223,0,12,22.0,2.87155209,1.0,Papio,East Africa,2,324,63958,8,0,5,1,5,0
Posterior,HTB1223,0,12,32.0,2.87155209,1.0,Papio,East Africa,2,145,71290,8,0,5,2,6,0
Premolar,HTB1223,0,8,52.0,2.87155209,1.0,Papio,East Africa,3,145,68635,8,0,10,1,6,0
Anterior,HTB1225,0,12,22.0,2.85690736,1.0,Papio,East Africa,3,120,66787,44,0,10,2,6,0
Posterior,HTB1225,0,12,27.0,2.85690736,1.0,Papio,East Africa,3,145,67504,8,0,10,1,6,0
Premolar,HTB1225,0,8,32.0,2.85690736,1.0,Papio,East Africa,2,166,61945,34,0,5,1,6,0
Anterior,HTB1226,0,12,22.0,2.53199324,1.0,Papio,East Africa,2,383,67645,64,0,5,2,5,0
Posterior,HTB1226,0,12,27.0,2.53199324,1.0,Papio,East Africa,2,383,70094,44,0,6,2,5,0
Premolar,HTB1226,0,8,42.0,2.53199324,1.0,Papio,East Africa,3,383,66316,7,0,10,2,6,0
Anterior,HTB1426,0,12,27.0,3.2920468,0.0,Pan,Ebolwa,4,166,68874,44,0,13,1,3,0
Posterior,HTB1426,0,12,42.0,3.2920468,0.0,Pan,Ebolwa,3,166,63883,44,0,10,2,3,0
Premolar,HTB1426,0,8,22.0,3.2920468,0.0,Pan,Ebolwa,2,145,70011,58,0,5,2,5,0
Anterior,HTB1497,0,11,32.0,2.00186723,1.0,Papio,East Africa,4,145,61572,101,0,13,1,3,0
Posterior,HTB1497,0,12,27.0,2.00186723,1.0,Papio,East Africa,4,166,65458,3,0,13,2,1,0
Premolar,HTB1497,0,8,27.0,2.00186723,1.0,Papio,East Africa,4,120,67991,7,0,13,1,1,0
Anterior,HTB1503,0,12,22.0,2.09782262,0.0,Papio,East Africa,2,145,69393,44,0,5,2,5,0
Posterior,HTB1503,0,12,37.0,2.09782262,0.0,Papio,East Africa,4,145,71365,32,0,13,1,1,0
Premolar,HTB1503,0,8,22.0,2.09782262,0.0,Papio,East Africa,2,383,66324,64,0,5,2,6,0
Anterior,HTB1701,0,12,37.0,5.35897499,0.0,Pan,French Cameroons,3,324,63057,44,0,10,2,4,0
Posterior,HTB1701,0,12,27.0,5.35897499,0.0,Pan,French Cameroons,2,166,70722,3,0,5,2,1,1
Premolar,HTB1701,0,8,32.0,5.35897499,0.0,Pan,French Cameroons,3,120,69013,8,0,10,1,4,0
Anterior,HTB1703,0,12,47.0,4.0457765,0.0,Pan,French Cameroons,2,145,71472,8,0,5,2,4,1
Posterior,HTB1703,0,12,37.0,4.0457765,0.0,Pan,French Cameroons,2,324,66472,48,0,5,1,4,0
Premolar,HTB1703,0,8,22.0,4.0457765,0.0,Pan,French Cameroons,3,383,67702,153,0,10,2,8,1
Anterior,HTB1706,0,12,27.0,3.33164782,0.0,Pan,Ebolwa,3,166,65169,44,0,10,1,2,0
Posterior,HTB1706,0,12,32.0,3.33164782,0.0,Pan,Ebolwa,2,120,63024,44,0,5,1,4,0
Premolar,HTB1706,0,7,42.0,3.33164782,0.0,Pan,Ebolwa,2,166,67785,8,0,5,1,5,0
Anterior,HTB1707,0,12,37.0,3.33164782,0.0,Pan,Ebolwa,3,166,68791,8,0,10,1,7,0
Posterior,HTB1707,0,9,47.0,3.33164782,0.0,Pan,Ebolwa,2,145,69625,44,0,6,2,5,0
Premolar,HTB1707,0,7,22.0,3.33164782,0.0,Pan,Ebolwa,2,120,61960,102,0,5,2,5,0
Anterior,HTB1708,0,12,27.0,4.28424336,0.0,Pan,Ebolwa,3,106,64345,44,0,10,1,8,0
Posterior,HTB1708,0,12,27.0,4.28424336,0.0,Pan,Ebolwa,3,106,63255,27,0,10,1,4,0
Premolar,HTB1708,0,8,32.0,4.28424336,0.0,Pan,Ebolwa,2,324,69138,7,0,6,2,5,0
Anterior,HTB1713,0,12,22.0,4.0457765,0.0,Pan,Ebolwa,3,120,75135,44,0,10,2,4,0
Posterior,HTB1713,0,12,47.0,4.0457765,0.0,Pan,Ebolwa,2,106,70508,76,0,6,2,5,0
Premolar,HTB1713,0,8,32.0,4.0457765,0.0,Pan,Ebolwa,3,166,70599,111,0,10,2,8,1
Anterior,HTB1718,0,12,27.0,3.49014071,0.0,Pan,Ebolwa,2,106,66415,44,0,5,2,5,1
