rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,defeats,other,gender_mf,english,calworks,rater2,victories,nuts_opened,height,eval
253,12,female,27.0,7.0,yes,4,14,6,2,0,2,1,31.07257843,18.54809952,1.0,10,0,175.0,4.0
274,3,female,42.0,15.0,yes,4,16,5,4,0,6,1,18.26123238,20.92740059,0.25,0,1,184.0,3.8
275,7,female,27.0,10.0,yes,4,12,7,3,0,1,1,34.70020676,28.34250069,0.25,0,0,186.0,3.4
287,1,male,27.0,1.5,no,2,18,5,2,1,5,1,33.28894806,43.49760056,1.0,0,30,191.0,2.9
288,1,male,32.0,4.0,no,4,20,6,4,1,6,1,33.48770905,15.45950031,0.75,0,13,181.0,4.5
325,1,female,27.0,7.0,yes,3,14,1,3,1,2,1,38.15875244,11.28979969,1.0,0,15,182.0,4.0
328,3,female,32.0,10.0,yes,4,14,1,4,0,2,0,36.92946243,25.92110062,0.25,0,0,174.0,3.8
344,3,male,27.0,4.0,yes,2,18,7,2,0,5,1,32.98949051,58.75220108,0.0,1,4,176.0,4.3
353,1,female,17.5,0.75,no,5,14,4,5,1,2,1,58.21665573,10.91139984,0.25,0,10,168.0,3.4
354,1,female,32.0,10.0,yes,4,18,1,5,0,6,1,17.00364685,14.97679996,1.0,1,5,176.0,3.4
367,7,female,32.0,7.0,yes,2,17,6,4,0,2,1,17.65935326,27.16819954,0.25,0,51,184.0,3.3
369,7,male,37.0,15.0,yes,2,20,6,4,0,1,1,7.321537495,46.88819885,0.5,1,3,182.0,4.3
390,7,female,37.0,10.0,no,1,20,5,3,1,2,1,31.19815636,17.70260048,0.0,0,4,196.0,4.4
392,12,female,32.0,10.0,yes,2,16,5,5,0,4,1,16.61744499,25.55929947,0.5,0,50,183.0,4.6
423,7,male,52.0,15.0,yes,2,20,6,4,3,4,1,58.08103561,26.84140015,,2,36,183.0,4.2
432,7,female,42.0,15.0,yes,1,12,1,3,2,5,1,55.89254379,22.92770004,0.25,0,6,173.0,4.0
436,1,male,52.0,15.0,yes,2,20,6,3,2,1,1,5.485232353,19.83119965,0.0,0,3,192.0,3.3
483,2,male,37.0,15.0,yes,3,18,6,5,1,4,1,14.4291935,21.25880051,,0,4,182.0,4.4
513,12,female,22.0,4.0,no,3,12,3,4,0,5,1,22.84569168,40.36700058,,0,7,184.0,2.3
516,12,male,27.0,7.0,yes,1,18,6,2,0,6,1,38.78333664,40.55260086,,0,41,175.0,3.5
518,1,male,27.0,4.0,yes,3,18,5,5,0,2,1,64.24632263,14.15439987,0.0,4,27,174.0,4.7
520,12,male,47.0,15.0,yes,4,17,6,5,0,5,1,25.22556496,15.76010036,0.0,1,30,173.0,3.9
526,12,female,42.0,15.0,yes,4,12,1,1,0,5,1,5.382436275,8.672100067,0.0,1,17,183.0,4.0
528,7,male,27.0,4.0,no,3,14,3,4,1,2,1,6.079027653,28.91570091,0.0,2,14,185.0,4.3
553,7,female,32.0,7.0,yes,4,18,4,5,2,2,1,0.0,23.45680046,0.25,2,16,189.0,3.8
576,1,male,32.0,0.417,yes,3,12,3,4,0,2,1,0.0,21.76469994,,0,7,184.0,3.8
611,3,male,47.0,15.0,yes,5,16,5,4,0,2,1,34.88917923,13.99110031,1.0,1,5,190.0,4.0
625,12,male,37.0,15.0,yes,2,20,5,4,0,5,1,13.05732441,29.93630028,0.25,0,8,175.0,4.6
635,7,male,22.0,4.0,yes,2,17,6,4,0,5,1,36.0251236,22.22220039,0.25,5,24,184.0,3.5
646,1,male,27.0,4.0,no,2,14,4,5,0,3,1,34.65346527,32.08679962,0.0,1,25,190.0,4.7
657,7,female,52.0,15.0,yes,5,16,1,3,1,4,1,28.69198227,21.5189991,1.0,0,0,171.0,4.2
659,1,male,27.0,4.0,no,3,14,3,3,1,4,1,1.795332193,29.44680023,0.0,0,0,185.0,3.4
666,1,female,27.0,10.0,yes,4,16,1,4,1,6,1,30.63328552,14.79030037,0.25,0,0,184.0,3.9
679,1,male,32.0,7.0,yes,3,14,7,4,1,5,1,59.0334549,25.37940025,0.25,2,0,186.0,4.5
729,7,male,32.0,7.0,yes,2,18,4,1,1,2,1,13.55932236,21.04330063,0.0,2,0,188.0,4.7
755,3,male,22.0,1.5,no,1,14,3,2,1,2,0,5.010019779,23.69939995,0.75,0,0,191.0,3.5
758,7,male,22.0,4.0,yes,3,18,6,4,1,4,0,0.9592326283,19.90410042,,1,0,173.0,3.7
770,7,male,42.0,15.0,yes,4,20,6,4,1,4,0,0.6666666865,48.3443985,0.75,0,0,176.0,4.0
786,2,female,57.0,15.0,yes,1,18,5,4,1,6,0,38.51203537,16.81609917,0.25,1,3,173.0,4.1
797,7,female,32.0,4.0,yes,3,18,5,2,0,2,1,0.0,25.34250069,1.0,2,0,176.0,4.4
811,1,male,27.0,4.0,yes,1,16,4,4,0,2,1,17.17391396,10.59319973,0.25,1,0,178.0,4.2
834,7,male,32.0,7.0,yes,4,16,1,4,1,6,0,9.887005806,10.27779961,0.0,0,58,173.0,4.5
858,2,male,57.0,15.0,yes,1,17,4,4,1,5,0,19.39163589,25.25799942,0.0,0,4,175.0,3.8
885,7,female,42.0,15.0,yes,4,14,5,2,0,6,1,36.48936081,26.90159988,0.25,1,21,174.0,3.1
893,7,male,37.0,10.0,yes,1,18,5,3,1,3,1,39.39999771,18.79999924,,0,9,172.0,3.7
927,3,male,42.0,15.0,yes,3,17,6,1,1,4,0,28.67762184,10.69120026,0.25,0,2,185.0,3.9
928,1,female,52.0,15.0,yes,3,14,4,4,0,3,1,13.69863033,13.69859982,,1,30,175.0,4.0
933,2,female,27.0,7.0,yes,3,17,5,3,0,3,1,11.34983635,26.49650002,0.25,1,19,180.0,3.3
951,12,male,32.0,7.0,yes,2,12,4,2,1,1,0,3.442623138,8.524600029,0.5,0,13,183.0,3.1
968,1,male,22.0,4.0,no,4,14,2,5,0,1,0,15.43026733,21.26250076,0.25,2,6,180.0,4.0
972,3,male,27.0,7.0,yes,3,18,6,4,0,5,1,17.97378349,19.12969971,0.0,0,11,178.0,4.3
975,12,female,37.0,15.0,yes,1,18,5,5,5,6,1,22.71773338,6.84070015,,1,1,178.0,3.7
977,7,female,32.0,15.0,yes,3,17,1,3,0,2,0,18.43624496,20.52370071,0.5,1,2,183.0,3.4
981,7,female,27.0,7.0,no,2,17,5,5,0,2,0,16.17171478,52.21989822,0.5,1,0,192.0,4.3
986,1,female,32.0,7.0,yes,3,17,5,3,1,2,0,2.02212882,25.82979965,1.0,2,1,190.0,3.7
1002,1,male,32.0,1.5,yes,2,14,2,4,0,6,0,9.62441349,3.990600109,0.25,0,0,185.0,4.2
1007,12,female,42.0,15.0,yes,4,14,1,2,1,5,1,41.46341324,18.53660011,0.0,1,0,189.0,2.2
1011,7,male,32.0,10.0,yes,3,14,5,4,8,2,1,9.8990345,28.1753006,0.0,3,0,175.0,3.0
1035,7,male,37.0,4.0,yes,1,20,6,3,1,2,1,16.08187103,11.39599991,0.25,0,0,189.0,4.3
1050,1,female,27.0,4.0,yes,2,16,5,3,1,6,1,43.4949379,12.27910042,1.0,1,0,184.0,4.6
1056,12,female,42.0,15.0,yes,3,14,4,3,1,1,1,8.786610603,15.61180019,,0,4,191.0,3.5
1057,1,male,27.0,10.0,yes,5,20,6,5,1,5,0,39.02438736,11.92850018,0.25,0,0,173.0,4.6
1075,12,male,37.0,10.0,yes,2,20,6,2,1,6,1,53.89030457,28.71999931,0.25,1,0,170.0,3.7
1080,12,female,27.0,7.0,yes,1,14,3,3,0,2,0,41.13329315,17.42020035,0.25,0,8,183.0,3.8
1125,3,female,27.0,7.0,yes,4,12,1,2,3,2,0,1.383285284,47.2621994,,1,10,186.0,3.6
1131,3,male,32.0,10.0,yes,2,14,4,4,0,5,0,35.44303894,20.67510033,0.25,1,11,185.0,4.4
1138,12,female,17.5,0.75,yes,2,12,1,3,2,2,0,8.639705658,20.55050087,0.5,1,1,182.0,4.1
1150,12,female,32.0,15.0,yes,3,18,5,4,1,6,1,15.34977436,15.28120041,,0,4,186.0,4.3
1163,2,female,22.0,7.0,no,4,14,4,3,0,2,1,19.85645866,10.69649982,0.0,2,2,188.0,4.0
1169,1,male,32.0,7.0,yes,4,20,6,5,8,1,1,3.061224461,19.68910027,1.0,1,1,188.0,4.8
1198,7,male,27.0,4.0,yes,2,18,6,2,1,2,1,9.873188019,14.41399956,0.25,1,0,172.0,3.5
1204,1,female,22.0,1.5,yes,5,14,5,3,0,4,0,16.09561729,11.32219982,0.75,2,0,177.0,3.6
1218,12,female,32.0,15.0,no,3,17,5,1,3,4,0,43.49897766,20.96660042,1.0,5,36,176.0,3.8
1230,12,female,42.0,15.0,yes,2,12,1,2,3,5,1,45.03795242,34.59420013,0.25,2,4,189.0,4.7
1236,7,male,42.0,15.0,yes,3,20,5,4,2,1,0,18.19571877,24.4151001,0.25,1,16,185.0,4.9
1247,12,male,32.0,10.0,no,2,18,4,2,1,4,0,15.48769474,6.49119997,0.25,1,77,178.0,4.3
1259,12,female,32.0,15.0,yes,3,9,1,1,1,5,1,0.9259259105,9.416999817,0.0,0,41,188.0,3.3
1294,7,male,57.0,15.0,yes,5,20,4,5,0,6,1,7.589285851,7.14289999,0.5,0,22,177.0,3.4
1353,12,male,47.0,15.0,yes,4,20,6,4,1,2,0,29.08583832,16.40239906,0.0,2,49,182.0,3.6
1370,2,female,42.0,15.0,yes,2,17,6,3,1,5,1,0.1329787225,11.71049976,0.25,0,37,174.0,4.0
1427,12,male,37.0,15.0,yes,3,17,6,3,0,5,1,50.85763168,7.487500191,0.25,1,31,184.0,3.9
1445,12,male,37.0,15.0,yes,5,17,5,2,2,2,1,11.49635029,7.664199829,0.0,0,11,173.0,4.3
1460,7,male,27.0,10.0,yes,2,20,6,4,5,2,1,13.46153927,32.38100052,0.25,9,5,186.0,3.3
1480,2,male,37.0,15.0,yes,2,16,5,4,3,2,0,4.727272511,12.72729969,0.0,5,8,189.0,3.7
1505,12,female,32.0,15.0,yes,1,14,5,2,0,2,1,21.44469452,14.22119999,0.25,1,0,185.0,3.6
1543,7,male,32.0,10.0,yes,3,17,6,3,1,5,0,12.35368061,37.22689819,0.0,0,1,179.0,4.4
1548,2,male,37.0,15.0,yes,4,18,5,1,4,5,0,30.14888382,7.178800106,0.0,2,0,186.0,4.0
1550,7,female,27.0,1.5,no,2,17,5,5,0,3,1,15.85902977,18.06170082,0.5,1,30,183.0,2.1
1561,3,female,47.0,15.0,yes,2,17,5,2,1,4,0,43.75,12.39900017,0.25,0,13,182.0,3.2
1564,12,male,37.0,15.0,yes,2,17,5,4,1,4,1,0.0,19.46310043,0.75,0,15,188.0,3.5
1573,12,female,27.0,4.0,no,2,14,5,5,0,6,1,0.0,19.1303997,0.25,2,0,183.0,4.1
1575,2,female,27.0,10.0,yes,4,14,1,5,8,5,0,16.65221214,17.47610092,0.25,12,4,172.0,4.6
1599,1,female,22.0,4.0,yes,3,16,1,3,1,2,0,3.22033906,37.4367981,0.0,0,10,178.0,3.8
1622,12,male,52.0,7.0,no,4,16,5,5,5,2,1,0.0,25.0,1.0,3,5,180.0,3.8
1629,2,female,27.0,4.0,yes,1,16,3,5,0,4,1,48.52458954,7.275899887,0.25,1,51,185.0,3.8
1664,7,female,37.0,15.0,yes,2,17,6,4,0,4,1,0.7518796921,11.19400024,0.25,0,3,191.0,4.2
1669,2,female,27.0,4.0,no,1,17,3,1,1,6,1,1.92678237,16.76300049,0.5,0,4,174.0,3.9
1674,12,female,17.5,0.75,yes,2,12,3,5,0,2,1,13.51351261,7.589300156,0.5,1,50,183.0,4.5
1682,7,female,32.0,15.0,yes,5,18,5,4,0,2,1,0.0,26.64229965,0.5,1,36,190.0,4.5
1685,7,female,22.0,4.0,no,1,16,3,5,1,6,1,16.71460533,26.16760063,0.0,0,6,178.0,4.4
1697,2,male,32.0,4.0,yes,4,18,6,4,0,5,0,5.943536282,10.25259972,0.75,1,3,186.0,4.4
1716,1,female,22.0,1.5,yes,3,18,5,2,1,6,1,36.17437744,10.30949974,1.0,0,4,202.0,4.4
1730,3,female,42.0,15.0,yes,2,17,5,4,1,3,1,44.97186661,13.04300022,0.0,4,7,177.0,4.5
1731,1,male,32.0,7.0,yes,4,16,4,4,0,4,1,16.66666794,9.756099701,,0,41,185.0,4.3
1732,12,male,37.0,15.0,no,3,14,6,2,1,3,1,15.18723965,26.62680054,0.75,1,27,180.0,4.6
1743,1,male,42.0,15.0,yes,3,16,6,3,2,3,1,34.33779907,13.22719955,0.25,0,30,180.0,4.8
1751,1,male,27.0,4.0,yes,1,18,5,4,5,1,1,0.0,25.36689949,0.25,6,17,195.0,4.3
1757,2,male,37.0,15.0,yes,4,20,7,3,2,1,1,13.06739998,10.17879963,0.75,1,14,172.0,4.0
1763,7,male,37.0,15.0,yes,3,20,6,4,0,5,1,4.278074741,6.684500217,0.0,0,16,172.0,4.0
1766,3,male,22.0,1.5,no,2,12,3,3,0,6,1,39.5946312,11.22169971,,2,7,175.0,3.9
1772,3,male,32.0,4.0,yes,3,20,6,2,0,2,1,21.66837311,10.02270031,0.25,1,5,173.0,3.3
1776,2,male,32.0,15.0,yes,5,20,6,5,4,2,1,3.262233257,7.026299953,0.25,3,8,185.0,4.5
1782,12,female,52.0,15.0,yes,1,18,5,5,1,2,1,7.857142925,3.571399927,,0,24,175.0,4.5
1784,12,male,47.0,15.0,no,1,18,6,5,0,6,1,39.57446671,6.808499813,0.25,1,25,192.0,4.5
1791,3,female,32.0,15.0,yes,4,16,4,4,0,5,1,10.12780285,23.19750023,1.0,1,0,183.0,2.5
1831,7,female,32.0,15.0,yes,3,14,3,2,4,2,1,27.52179146,8.151499748,0.0,1,0,168.0,4.3
1840,7,female,27.0,7.0,yes,4,16,1,2,0,2,1,14.0,3.225800037,0.75,0,0,181.0,4.5
1844,12,male,42.0,15.0,yes,3,18,6,2,3,6,1,8.842000008,41.77339935,0.75,5,0,187.0,4.7
1856,7,female,42.0,15.0,yes,2,14,3,2,1,1,1,6.405846596,17.97509956,0.25,1,0,188.0,3.5
1876,12,male,27.0,7.0,yes,2,17,5,4,1,5,1,2.395209789,20.63489914,0.5,2,0,178.0,4.5
1929,3,male,32.0,10.0,yes,4,14,4,3,0,6,1,5.957447052,31.33049965,0.25,1,0,176.0,3.8
1935,7,male,47.0,15.0,yes,3,16,4,2,0,2,1,8.173913002,26.43479919,0.0,1,0,180.0,4.5
1938,1,male,22.0,1.5,yes,1,12,2,5,1,2,1,15.45893669,5.54129982,0.25,1,3,181.0,4.3
1941,7,female,32.0,10.0,yes,2,18,5,4,0,5,1,0.0,21.9958992,,0,0,180.0,3.9
1954,2,male,32.0,10.0,yes,2,17,6,5,1,2,1,0.0,1.754400015,0.75,1,0,176.0,4.3
1959,2,male,22.0,7.0,yes,3,18,6,2,2,6,1,0.0,13.54170036,0.25,2,58,176.0,4.2
9010,1,female,32.0,15.0,yes,3,14,1,5,0,2,1,31.82458305,14.70940018,0.5,1,4,188.0,5.0
