rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
355,no,47,female,more,1.154256,2.9,upper,yes,yes,19,20,23,1,N,185.0,12,9ac5e209-cf05-47a5-a394-9c733e12d8f6,1.0,1.0,Manzanita Elementary,1960
394,yes,51,male,more,-1.024997,3.8,upper,yes,no,29,16,84,1,N,184.0,14,cc6bb97b-148a-434d-86be-1a4b7c05363f,0.0,0.0,Banta Elementary,1960
134,yes,37,female,more,1.970023,3.7,upper,yes,yes,51,14,58,6,N,181.0,14,b1203ed6-31a9-42e9-b3a1-61384a0d18a2,0.0,0.0,Wiseburn Elementary,1985
337,no,73,female,more,-0.0680143,3.6,upper,yes,no,76,16,88,1,N,174.0,14,c6117094-afdd-4f97-9496-9df675e1485d,1.0,0.0,Woodside Elementary,2005
45,no,33,female,more,0.2168924,3.3,upper,yes,yes,17,26,38,1,y,194.0,17,621bf4fc-6499-4c5d-af7b-25ab04eeb70e,1.0,1.0,Winton Elementary,1953
428,no,43,female,more,-0.7277681,3.6,upper,no,yes,9,20,33,1,N,185.0,20,5940aa1c-da60-4873-b97f-e4d89f2d1a85,0.0,0.0,Los Gatos Union Elementary,1950
66,no,58,female,more,-0.0836015,4.6,upper,yes,yes,16,24,31,2,N,183.0,14,606ec9ab-33fe-4f7e-9330-c0c5d30928c1,1.0,0.0,Golden Feather Union Elementary,1963
284,no,62,female,more,-0.0566766,4.1,lower,yes,yes,18,101,85,3,N,171.0,14,ba55d704-303e-4928-9c5a-9c2838360e3d,1.0,0.0,Hawthorne Elementary,1971
86,no,52,male,more,0.274908,3.9,lower,yes,yes,12,29,51,2,N,180.0,20,7a8f85f2-03e4-4714-995d-c15403d9d38b,1.0,1.0,Perris Elementary,2004
243,yes,43,female,more,-0.3218485,4.6,lower,yes,yes,28,15,71,1,N,172.0,18,d6ab955d-3293-4ce7-9390-bc93ff535cbc,1.0,0.0,Harmony Union Elementary,1965
187,no,50,male,more,-0.5719836,4.7,lower,yes,yes,31,164,6,6,N,185.0,9,4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1.0,1.0,Reeds Creek Elementary,2004
160,no,50,female,more,-0.6779634,3.9,upper,yes,yes,67,25,16,1,N,177.0,17,c82105bb-8520-4727-b430-daec6fdef0dc,0.0,1.0,South Bay Union Elementary,2008
13,no,48,female,more,-1.450494,4.0,upper,yes,yes,20,29,26,5,N,183.0,16,2a29612d-37ba-41fa-b45f-004677aa5908,0.0,1.0,Cucamonga Elementary,1975
36,no,52,female,more,-0.4899626,4.7,lower,yes,no,18,36,34,1,N,180.0,16,2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,0.0,1.0,Buellton Union Elementary,1953
29,yes,42,male,more,-0.7277681,3.4,upper,yes,no,60,10,4,1,N,194.0,12,c5f16c37-1a33-4562-9996-0f8262566ab2,1.0,0.0,Vallecitos Elementary,2005
171,no,33,male,more,1.769452,3.5,upper,yes,yes,27,23,46,1,N,180.0,17,c9912952-1990-4415-8cd6-b5b96d6e4267,1.0,0.0,Bishop Union Elementary,2004
143,no,47,male,more,-0.9823852,3.0,upper,no,yes,47,82,4,1,N,183.0,20,3b9eb1ad-94e8-4ece-9e83-bdaec18ce17d,1.0,0.0,Shasta Union Elementary,2005
371,no,33,male,more,0.5766805,4.8,upper,yes,yes,28,16,86,5,N,181.0,18,5d7b19c5-4d3a-4fc7-be3b-390f623433e0,1.0,0.0,Rincon Valley Union Elementary,2004
317,no,52,male,more,-0.7326927,3.6,upper,yes,yes,16,168,39,1,N,181.0,14,65856aa0-65ac-4bbe-835c-61ccafe631be,1.0,0.0,Fieldbrook Elementary,1959
222,no,52,male,more,1.070944,4.8,lower,yes,yes,38,13,23,6,N,175.0,17,fa246754-e497-43c2-b08f-7b8daea1b410,0.0,0.0,West Fresno Elementary,1999
96,no,34,male,more,-1.090389,3.8,upper,no,yes,44,292,75,1,N,183.0,20,a4ad1191-04ac-455e-aff5-2c63a910dc59,1.0,0.0,Columbia Union Elementary,2004
52,no,51,male,more,1.774334,4.2,upper,yes,yes,28,17,65,5,N,190.0,16,cf8cc387-399a-46fe-9313-9f73def19457,1.0,0.0,Cold Spring Elementary,1964
241,no,52,female,more,-0.0566766,4.6,upper,yes,yes,30,13,80,1,N,175.0,12,bb6d86fb-97e8-406f-b440-8dbc6e8e7771,0.0,0.0,Orinda Union Elementary,1989
405,no,34,male,more,-0.7330914,4.5,upper,yes,yes,47,272,38,6,y,177.0,12,b60fd095-b0c5-4946-ab0a-4901ce69f617,1.0,0.0,Holt Union Elementary,1950
352,no,47,female,more,-0.2581899,4.5,lower,yes,no,19,19,72,3,N,178.0,16,373083c9-9167-4342-aeef-ada22adbfb20,1.0,0.0,Savanna Elementary,2004
179,no,63,male,more,0.2394859,4.0,lower,yes,no,18,14,33,1,N,178.0,16,1566f86d-93ed-408b-a7b8-90d409419736,1.0,0.0,Cascade Union Elementary,1998
42,no,62,female,more,0.5885687,2.6,upper,yes,yes,15,15,21,1,N,186.0,17,417336ae-daf7-42ca-ae3d-7ebc05e0c43f,1.0,1.0,Belmont-Redwood Shores Elementary,1965
361,no,38,male,more,0.2168924,4.4,upper,yes,yes,89,22,82,1,N,182.0,14,3208209a-6dbd-4582-ba9a-63a144f479f2,0.0,0.0,West Side Union Elementary,1998
207,no,45,male,more,1.15588,3.8,upper,yes,yes,40,108,18,2,N,185.0,14,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1.0,0.0,Lawndale Elementary,1995
283,no,43,male,more,0.6318343,3.4,upper,no,yes,25,20,68,1,N,180.0,18,2154a0f3-a816-47af-b00c-16d398859afa,1.0,0.0,Vineland Elementary,1965
255,no,47,female,more,-0.5835869,4.1,lower,yes,yes,18,45,56,1,N,180.0,18,71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,0.0,0.0,Golden Feather Union Elementary,1998
385,no,52,female,more,-0.7668921,4.8,upper,yes,yes,10,21,85,1,N,188.0,17,2a4a5564-46af-455d-ac9d-673d538c2e7f,1.0,0.0,Pleasant Valley Elementary,1954
5,no,61,female,more,0.7244775,4.0,lower,yes,no,23,27,50,1,N,180.0,16,087aef1b-10d8-4753-a39d-25591695d5fa,0.0,0.0,Three Rivers Union Elementary,1983
257,yes,58,male,more,0.2418185,3.3,upper,yes,yes,13,12,43,1,N,186.0,16,52655f97-f8e7-48eb-9269-d5ee71ad6db4,0.0,0.0,McSwain Union Elementary,1956
418,no,62,female,more,-0.3953965,4.0,lower,yes,yes,9,103,71,1,N,170.0,18,15a5a588-84f1-47b6-8ff7-3b5dd3065df8,0.0,0.0,Susanville Elementary,1979
101,no,60,male,more,1.349395,3.8,upper,yes,no,69,157,36,6,y,190.0,20,c0112282-2a3d-4efe-af95-387d581e0a98,1.0,0.0,Westmorland Union Elementary,1958
227,no,45,female,more,-0.6563948,3.0,lower,yes,no,24,34,10,1,N,176.0,16,314782d8-515f-44b4-ba28-8365f8811ae1,1.0,0.0,Pond Union Elementary,2004
398,no,35,female,more,1.154256,4.3,upper,yes,yes,12,27,23,1,N,178.0,16,9175e447-1bf7-4667-bb18-dd7aacb6f4ef,0.0,0.0,Le Grand Union Elementary,1995
214,no,52,female,more,-0.0018324,3.8,upper,yes,no,22,51,74,1,N,188.0,20,f21d665c-a1a5-47e4-a82b-fd8cf0b24f43,0.0,0.0,Terra Bella Union Elementary,1997
172,no,38,male,more,0.540917,4.5,upper,yes,yes,7,40,27,5,y,185.0,17,01793098-f0e2-4ef8-a0eb-706a0584332d,0.0,0.0,Standard Elementary,1989
99,no,42,male,more,-1.090389,2.8,upper,yes,yes,14,45,48,2,N,186.0,16,bafce4bd-e4e4-4d73-8424-2a9343c52f7f,0.0,0.0,Columbine Elementary,1953
293,no,34,female,more,-0.5040575,3.5,upper,yes,yes,42,97,20,1,N,189.0,12,4f60135c-1cb1-4fe2-9178-b628b4c417e3,0.0,0.0,Cuddeback Union Elementary,1998
216,no,63,female,more,-0.4899626,4.1,upper,yes,yes,18,77,79,1,y,180.0,14,16d05f08-7a7f-4b5e-ac3f-b7a64a5ec349,1.0,0.0,Cajon Valley Union Elementary,2008
62,no,36,female,more,-0.0836015,4.7,upper,yes,yes,15,11,20,1,N,177.0,20,d0480270-621b-4343-80db-a5252e9d0a29,0.0,0.0,National Elementary,1979
48,no,45,male,more,0.0294137,2.8,lower,no,yes,35,13,50,3,N,178.0,18,14bf8206-4d05-43c0-84e6-984bbe11a47f,1.0,0.0,Etna Union Elementary,2005
33,no,46,male,more,0.0294137,4.8,lower,yes,yes,13,33,27,1,N,174.0,12,ecae14cf-e3fd-4699-80a4-5aa81bfd8076,1.0,0.0,Fort Ross Elementary,2005
268,no,52,female,more,0.5766805,3.4,upper,yes,yes,24,52,92,2,N,184.0,18,d75a8088-c158-4ab0-a3b8-7927d6e80961,1.0,1.0,Douglas City Elementary,1957
328,no,46,male,more,0.2418185,4.1,upper,yes,yes,23,19,26,2,N,192.0,17,a8d07b3c-a7d4-49c9-b2b9-07c268f706fc,1.0,1.0,Pleasant View Elementary,1999
201,no,41,female,more,-0.0102077,4.1,upper,yes,no,10,28,1,6,N,178.0,17,2f391d00-fce2-4b0b-9e09-e98753d78adb,0.0,1.0,Soledad Unified,1957
416,no,51,male,more,0.4203998,4.2,upper,yes,yes,25,14,49,1,N,186.0,14,28836691-af28-443e-9b0f-aa6a75dd4f43,1.0,0.0,Gratton Elementary,1986
28,no,46,female,single,-1.181626,4.7,upper,yes,yes,160,17,77,4,N,187.0,14,ecae14cf-e3fd-4699-80a4-5aa81bfd8076,1.0,0.0,Dunham Elementary,1971
363,no,56,female,more,1.154256,3.7,upper,yes,yes,21,29,94,1,N,178.0,18,30a1bff8-ce7b-4ea8-bfd0-579a06f06269,0.0,1.0,Old Adobe Union Elementary,2004
231,no,32,female,more,0.540917,4.3,lower,yes,no,10,42,24,3,N,185.0,20,512ef0df-48a3-4796-9919-471f50f25df1,1.0,0.0,Pacific Elementary,1953
261,no,43,female,more,0.0294137,3.1,upper,yes,yes,166,67,82,1,N,192.0,14,55ceb008-47a1-41ef-82f8-5527e474f4bb,1.0,0.0,Wheatland Elementary,1958
289,no,37,male,more,-1.079558,4.2,upper,no,no,17,34,18,1,N,178.0,14,a77a0634-aabe-420d-8348-0a7372b161d2,1.0,0.0,Helendale Elementary,1961
163,no,51,male,single,-1.181626,3.4,upper,yes,no,36,17,37,4,N,182.0,20,b95563e8-9d70-4aee-8c29-b2d677981d92,1.0,0.0,Sunnyvale Elementary,2004
396,no,50,female,more,-0.7330914,4.2,lower,yes,yes,10,67,64,1,N,192.0,14,e726e53d-6183-4ec0-b300-896df7bca3c2,1.0,0.0,Big Springs Union Elementary,1953
139,no,50,female,more,-0.0566766,3.4,upper,yes,yes,34,18,19,1,N,184.0,16,24c1cc74-742c-4c92-860a-7a2fa7659727,1.0,0.0,Franklin Elementary,2003
63,no,57,female,more,-0.0620358,2.3,upper,yes,yes,11,45,65,2,N,189.0,14,52655f97-f8e7-48eb-9269-d5ee71ad6db4,1.0,0.0,Newhall Elementary,1964
136,no,37,female,more,-0.054344,4.5,lower,yes,yes,46,24,67,1,y,180.0,20,84e4310e-79bb-469f-a212-a280f0defc2f,1.0,0.0,Newcastle Elementary,1985
129,no,39,male,more,-0.0680143,5.0,lower,yes,yes,24,246,71,1,y,189.0,20,30a1bff8-ce7b-4ea8-bfd0-579a06f06269,0.0,1.0,Arcohe Union Elementary,1996
442,yes,52,female,more,-0.5324199,3.6,lower,yes,no,111,86,45,1,N,187.0,14,05a92b52-f72a-42f9-936c-9258bf385bf3,1.0,1.0,Monroe Elementary,1988
9,no,58,female,single,-0.6779634,3.9,upper,yes,yes,21,14,66,5,N,178.0,16,512ef0df-48a3-4796-9919-471f50f25df1,1.0,0.0,Tipton Elementary,1955
327,no,52,male,more,0.9889485,4.4,upper,yes,no,18,27,15,2,N,170.0,12,cc5900ac-23f3-4768-99c4-faf9c29e9382,0.0,0.0,Kings River Union Elementary,1987
431,no,51,female,more,-0.5583452,4.9,lower,no,yes,77,62,49,1,N,182.0,14,af2dd336-540d-4ded-ae2e-6d21383207fc,1.0,0.0,Gold Trail Union Elementary,1997
65,no,57,male,more,-0.717645,4.3,upper,yes,yes,18,15,33,5,N,181.0,14,352a4090-79aa-4827-b4b0-f1bffd883940,0.0,0.0,Twin Hills Union Elementary,1985
301,no,52,male,more,-0.0102077,4.2,upper,no,yes,54,16,28,6,N,181.0,16,8cc63a40-be0d-4ffe-bf7f-45d515c40b6c,1.0,0.0,Adelanto Elementary,1995
15,no,52,male,more,0.2899157,4.4,upper,no,no,20,22,52,1,y,190.0,20,14d4cd1a-7cba-4495-91d7-47fd9d0990e6,0.0,0.0,Monte Rio Union Elementary,1977
157,no,60,male,more,-1.181626,4.6,upper,yes,yes,17,12,53,1,N,190.0,16,4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,1.0,0.0,Latrobe Elementary,2004
41,no,31,female,more,0.274908,4.7,upper,yes,yes,35,36,26,6,N,190.0,16,9bd7345e-fc32-41f1-a8c6-ee371715652e,0.0,0.0,Forestville Union Elementary,1999
427,no,42,female,more,-0.7668921,3.6,upper,yes,yes,34,100,93,1,N,189.0,18,ce47cbea-65c1-46b1-9520-f23d669514e8,0.0,0.0,Julian Union Elementary,1983
376,no,52,female,more,-1.024997,4.4,upper,yes,no,23,23,5,6,N,170.0,14,2fbeb59b-f93e-4073-8132-de082fdbda03,1.0,0.0,El Centro Elementary,1955
217,no,46,female,single,0.7244775,3.6,upper,yes,yes,15,68,6,2,N,188.0,16,a12939e3-640d-42c5-87ed-83c1358c4698,1.0,0.0,Lakeside Union Elementary,1998
280,no,73,female,more,-0.2377786,3.8,upper,yes,yes,17,73,19,3,N,183.0,18,d02dae2a-18e0-4019-84a0-e1f2d1b6360f,0.0,0.0,Cottonwood Union Elementary,2005
404,no,47,male,more,-0.4899626,3.5,upper,yes,yes,16,27,20,6,N,186.0,18,a77a0634-aabe-420d-8348-0a7372b161d2,0.0,0.0,Fortuna Union Elementary,1967
400,no,62,female,more,-0.3218485,4.1,upper,yes,no,25,26,64,1,N,187.0,14,0939d037-9073-4b45-beef-4b1a9cb29fc6,1.0,1.0,Rescue Union Elementary,1963
338,no,47,female,more,-0.2586962,3.5,upper,yes,yes,16,18,39,1,y,185.0,17,2f391d00-fce2-4b0b-9e09-e98753d78adb,0.0,1.0,Central Union Elementary,1970
237,yes,47,female,more,0.2168924,4.5,upper,yes,yes,61,38,24,1,N,188.0,16,28c7542a-c3f8-419b-80a0-8f4c706e2c61,0.0,0.0,Bennett Valley Union Elementary,1964
208,no,33,female,more,-0.0102077,3.6,upper,yes,yes,24,15,29,1,N,175.0,16,5defc8cd-7312-4744-9ac0-ff39228637ed,1.0,0.0,Sundale Union Elementary,1974
213,no,38,male,more,1.774334,3.9,lower,yes,yes,36,302,35,1,N,194.0,14,e1937dac-e29c-4679-b93e-9d6284fd9da1,1.0,0.0,Capay Joint Union Elementary,1988
296,no,52,male,more,-0.7326927,3.5,upper,yes,yes,22,135,38,6,N,185.0,14,b502be75-8bea-4412-9b7d-813e7bba3685,1.0,1.0,Pleasant Grove Joint Union Elementary,1954
425,no,43,male,more,0.2418185,3.9,lower,yes,yes,372,21,31,6,N,188.0,17,b74b7a54-edf6-4d3f-92d3-8dc119424956,1.0,0.0,Chawanakee Jt. Elementary,1969
252,no,33,female,more,-1.069162,3.5,upper,yes,no,63,15,94,3,N,176.0,20,790f5896-c569-4e73-b88b-b931b27dc799,1.0,0.0,San Pasqual Union Elementary,1964
453,no,39,female,more,0.8846435,3.1,lower,yes,yes,27,27,85,2,N,180.0,12,e893554b-e41b-44f5-9247-2f1b1ca49f52,0.0,0.0,San Carlos Elementary,1972
426,no,54,male,more,-0.0680143,4.6,upper,yes,yes,51,13,88,3,N,170.0,14,4f8c5f95-808c-404c-9613-d9ad53bad8c2,1.0,0.0,Pleasant Valley Elementary,1989
304,yes,38,female,more,-0.3953965,4.6,upper,yes,yes,5,68,29,2,N,168.0,14,cfee68d1-90c7-403f-be8d-bd8b7abc1b67,1.0,0.0,Tulare City Elementary,1961
351,no,58,female,more,0.2116939,4.3,upper,yes,yes,80,21,58,1,N,187.0,16,643a52f5-884d-44a3-8591-97c7af7f8357,1.0,1.0,Jefferson Elementary,1984
270,no,40,female,more,0.5885687,3.8,upper,yes,yes,13,34,28,1,y,179.0,20,9861dbfe-d228-40ed-9c0b-ad0a8866adfc,1.0,0.0,Sunol Glen Unified,2005
202,yes,52,male,single,-0.6563948,3.7,upper,yes,yes,49,33,66,1,N,183.0,16,fff115a4-7e00-4376-888b-03c5bdee5f3a,1.0,0.0,McCloud Union Elementary,1964
162,no,35,female,more,-0.0680143,4.2,upper,yes,no,12,11,80,5,N,182.0,16,89f7f011-b480-4c6e-b249-c5a19f5c65d3,0.0,0.0,Richmond Elementary,1988
44,no,60,male,more,0.2168924,4.1,upper,yes,yes,23,15,24,2,N,180.0,16,a28afe06-386d-4288-994d-28b51c745e3b,1.0,0.0,Central Elementary,1968
218,no,52,male,more,0.2168924,4.5,upper,yes,yes,12,21,84,1,N,181.0,20,5013da82-22c7-47fd-a245-d7131d2fab50,1.0,0.0,McCabe Union Elementary,2005
191,no,47,female,more,-0.5872612,4.4,upper,yes,yes,85,70,64,1,N,183.0,20,1ab057fb-ac2e-4650-88bc-ede767006043,0.0,0.0,Antelope Elementary,2003
310,no,42,male,more,0.8808186,4.5,upper,no,yes,20,38,91,1,N,190.0,18,2de720d4-ef3b-4064-9437-2886a4fb5d23,1.0,0.0,Oakley Union Elementary,1954
260,no,47,male,more,0.540917,4.6,upper,yes,yes,19,66,69,2,N,184.0,14,036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1.0,0.0,Hermosa Beach City Elementary,1983
106,yes,40,male,more,0.5502878,3.6,lower,yes,yes,15,39,83,2,N,178.0,18,aea24408-032f-4620-986e-f97f5f47c28a,0.0,1.0,Hanford Elementary,1996
54,no,73,male,more,0.7566829,4.5,upper,yes,yes,22,12,82,1,N,189.0,17,aa6ebb2d-1a1e-4fc2-8f8b-146561327a41,0.0,0.0,San Ysidro Elementary,1964
390,no,47,female,more,0.2168924,3.8,upper,yes,yes,13,40,13,1,N,183.0,14,b8fe046e-0564-4ca6-909e-6177a1343917,1.0,0.0,Pixley Union Elementary,1992
2,no,39,female,more,-0.5872612,4.0,lower,yes,yes,16,79,5,1,N,184.0,18,a7961f82-b7d1-4a3c-a0e2-6f03d8424b4a,0.0,0.0,King City Union Elementary,1980
411,no,51,male,more,-1.024997,4.6,upper,yes,yes,20,537,46,2,N,185.0,17,b0d76a60-3231-40e1-8fbe-d4d020b33e22,1.0,0.0,Goleta Union Elementary,1969
448,no,34,female,more,-0.1111221,3.9,upper,yes,no,51,140,22,1,N,184.0,14,5d7f8090-1b2b-425d-acdf-31cf8ff2f527,1.0,0.0,Kings River-Hardwick Union Elementary,1985
50,no,50,male,more,1.773151,4.1,upper,yes,yes,25,14,72,2,N,172.0,12,e8229c81-5d49-4981-abd0-3f3478f9567f,1.0,1.0,Weaverville Elementary,1971
81,no,57,female,more,-0.0680143,4.6,upper,yes,yes,15,8,37,1,N,186.0,16,9bf41690-b2cc-4709-964d-7c21b856bbf8,0.0,0.0,Wasco Union Elementary,1966
206,no,52,female,more,-0.0252444,3.1,lower,yes,no,26,20,78,1,N,174.0,16,a28afe06-386d-4288-994d-28b51c745e3b,1.0,0.0,Lakeside Union Elementary,1979
35,no,29,female,more,-0.3260148,3.7,upper,yes,yes,7,84,50,2,N,190.0,14,95165b45-dc58-4a62-bb78-afd606f1e34a,0.0,0.0,Maple Elementary,1984
264,no,34,male,more,-0.717645,4.5,upper,yes,yes,23,19,50,1,N,188.0,14,b502be75-8bea-4412-9b7d-813e7bba3685,0.0,0.0,Norris Elementary,1995
367,no,33,male,single,0.2316134,4.2,upper,yes,yes,16,18,27,1,N,189.0,20,204f52c9-ca1f-4474-a4c9-ec189e17161e,1.0,0.0,Franklin-McKinley Elementary,1958
92,no,42,male,more,-0.5719836,4.6,upper,yes,yes,8,44,77,2,N,178.0,16,b60fd095-b0c5-4946-ab0a-4901ce69f617,0.0,0.0,Ocean View Elementary,2005
340,no,50,female,more,-0.3260148,2.2,upper,yes,yes,15,15,42,1,N,178.0,14,f1d9d03c-16e7-467d-8734-070773d65aed,0.0,0.0,Pacific Union Elementary,2005
439,no,35,female,more,-0.2586962,4.4,upper,yes,yes,11,14,20,2,N,164.0,12,a5e829ad-603c-4eb6-b078-c82074eae0a3,0.0,0.0,Liberty Elementary,1957
53,no,54,female,more,1.070944,4.7,upper,yes,yes,27,49,36,5,N,191.0,16,14bf8206-4d05-43c0-84e6-984bbe11a47f,0.0,0.0,Jamul-Dulzura Union Elementary,1999
346,yes,45,female,more,-0.5583452,4.0,lower,yes,yes,29,574,27,2,N,188.0,17,15a5a588-84f1-47b6-8ff7-3b5dd3065df8,0.0,0.0,Santa Paula Elementary,1954
265,no,47,female,more,-0.7326927,2.8,upper,yes,no,98,48,21,1,N,175.0,14,cc6bb97b-148a-434d-86be-1a4b7c05363f,1.0,0.0,Orange Center Elementary,1968
242,no,33,female,more,-0.6563948,3.8,upper,yes,no,7,26,9,1,N,187.0,18,14d4cd1a-7cba-4495-91d7-47fd9d0990e6,1.0,1.0,Turlock Joint Elementary,1988
14,no,52,female,more,-0.0018324,4.9,upper,yes,no,100,82,77,3,N,192.0,16,8e023aef-67dd-4d6b-bcf3-b12c776379b4,0.0,0.0,Alisal Union Elementary,1998
316,no,33,male,more,0.5766805,3.0,upper,no,yes,11,34,28,1,N,182.0,20,ebe32dfe-f98a-490f-a017-f2872a47a1af,1.0,0.0,Janesville Union Elementary,1950
89,no,50,male,more,-0.0102077,4.5,upper,yes,yes,57,111,10,1,N,183.0,14,ee53e6ab-48ea-4636-8141-e636a103cbb5,1.0,0.0,Rosedale Union Elementary,1975
388,no,51,male,more,0.7245926,3.7,upper,yes,no,17,65,10,1,N,183.0,17,203a6897-eaef-44f2-ac30-f8e9d95fa886,1.0,0.0,Guerneville Elementary,1985
274,yes,47,female,more,-0.3218485,3.8,upper,yes,no,28,14,5,2,N,188.0,20,9ac5e209-cf05-47a5-a394-9c733e12d8f6,1.0,0.0,Lammersville Elementary,1991
167,no,52,male,more,0.2394859,3.8,lower,yes,yes,25,19,70,1,N,183.0,14,11c943dd-a2f9-4e88-814c-7812318b5999,0.0,0.0,Chowchilla Elementary,1989
329,no,59,male,more,-1.450494,3.1,upper,yes,yes,16,25,73,2,N,180.0,20,323a09e0-4da8-499c-b80f-5802dbf08cb5,0.0,0.0,New Jerusalem Elementary,1959
456,no,61,male,more,-0.1111221,4.3,upper,yes,no,70,22,32,6,N,175.0,16,e260bb95-bce4-410d-b0de-baf551b2b5a5,1.0,0.0,Menifee Union Elementary,1955
135,no,32,male,more,-0.054344,4.6,lower,yes,yes,29,45,34,4,N,178.0,18,6487b006-6591-4302-b387-45b630b259e6,1.0,1.0,Twain Harte-Long Barn Union Elementary,1989
307,no,46,female,more,-0.0836015,4.1,upper,no,no,18,25,79,1,N,175.0,17,0939d037-9073-4b45-beef-4b1a9cb29fc6,1.0,1.0,Liberty Elementary,1955
446,no,33,female,more,-0.2581899,3.8,upper,yes,yes,31,64,73,5,N,178.0,18,03f385b7-6b1b-4549-95f3-1d999b1df64a,1.0,1.0,Los Nietos Elementary,2004
320,no,34,female,more,-0.7467875,4.9,upper,yes,yes,5,35,9,1,N,171.0,18,cc6bb97b-148a-434d-86be-1a4b7c05363f,1.0,0.0,Pioneer Union Elementary,1954
244,no,62,female,more,-0.8487269,3.7,upper,yes,yes,8,23,54,1,N,178.0,14,d5862d1f-db68-46d7-b717-dc2a7f78befe,1.0,1.0,Ontario-Montclair Elementary,2005
55,yes,35,male,more,0.2418185,3.6,upper,yes,yes,19,27,15,1,N,188.0,20,71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,1.0,0.0,Mountain View Elementary,2002
364,no,47,female,more,-0.0620358,3.0,lower,yes,yes,40,282,58,2,N,167.0,16,84e4310e-79bb-469f-a212-a280f0defc2f,1.0,0.0,Arvin Union Elementary,1959
51,no,50,female,single,0.9889485,4.9,upper,yes,no,16,16,9,1,N,175.0,12,ac03d866-ecd8-41e4-9938-c4b098048187,0.0,0.0,Terra Bella Union Elementary,2003
175,no,33,male,more,0.2116939,3.4,lower,yes,yes,24,13,79,6,N,191.0,16,422c02a2-c457-4a5a-83be-bc1fb038be39,1.0,0.0,Woodlake Union Elementary,1996
190,no,58,male,more,0.540917,4.5,upper,yes,no,9,14,18,2,N,183.0,20,203a6897-eaef-44f2-ac30-f8e9d95fa886,0.0,0.0,Blue Lake Union Elementary,1966
460,no,54,male,more,-0.6779634,4.0,lower,no,yes,61,98,92,1,N,178.0,20,fc04e88b-4dcb-4ad4-8171-4e21fe5f259e,1.0,0.0,Escondido Union Elementary,1960
188,no,57,male,more,-0.0620358,4.2,upper,yes,yes,59,26,17,1,N,182.0,17,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1.0,0.0,Oak View Union Elementary,1977
170,no,51,female,more,1.509794,4.4,upper,yes,yes,73,316,81,6,N,183.0,16,264b7cb3-a20d-4fe4-9f75-2a0dda8f6300,1.0,0.0,Burton Elementary,1979
59,no,57,female,more,1.775517,4.0,upper,yes,yes,16,23,13,1,N,186.0,14,43bf127a-e9f8-4553-8ed9-5bd8a1da3ac0,1.0,0.0,Pacheco Union Elementary,2003
49,yes,33,female,more,-0.7326927,3.8,upper,yes,yes,15,39,56,4,N,180.0,20,1807eb20-6d3a-4efc-a8c4-8901ef1fca5f,1.0,0.0,Plaza Elementary,1999
345,yes,42,male,more,-0.0836015,4.3,lower,yes,yes,49,68,58,1,N,180.0,18,5b4774fe-d450-46f1-bbcc-c33bfa496261,1.0,0.0,American Union Elementary,1959
236,no,32,male,more,1.415695,3.9,upper,yes,yes,31,28,61,1,N,185.0,16,0662696f-dad0-4850-8d7a-6a843036c294,1.0,1.0,Oxnard Elementary,1954
253,no,32,female,more,-0.6562689,3.3,upper,yes,no,60,41,55,1,N,188.0,18,69ca58fa-5eb3-4e00-8658-df2640b449f6,0.0,0.0,Allensworth Elementary,1959
22,yes,43,female,more,-0.717645,3.7,upper,yes,yes,67,34,83,5,N,187.0,14,0befef59-998c-41d5-a028-cda46345a259,1.0,0.0,Jefferson Elementary,1985
314,no,58,female,single,-0.5665014,4.0,upper,yes,yes,16,21,37,6,N,178.0,14,5d94e05b-6915-4406-9c52-0e12b11f5c0b,0.0,0.0,Merced River Union Elementary,1964
161,no,52,male,more,-0.6562689,4.3,upper,yes,no,18,137,70,1,N,180.0,14,c10c2f4b-5e25-495d-be7f-9678adcb45ed,1.0,0.0,Corning Union Elementary,1964
277,yes,47,female,more,-1.450494,4.2,upper,yes,yes,14,30,9,2,N,184.0,20,1566f86d-93ed-408b-a7b8-90d409419736,0.0,0.0,Richfield Elementary,1969
192,no,64,female,more,1.070944,3.5,lower,yes,yes,15,31,43,1,N,184.0,12,801b0890-5265-4faf-95db-452ce047f74d,1.0,0.0,Grant Elementary,1975
386,no,60,male,more,-0.923957,2.7,upper,yes,yes,10,14,44,5,N,183.0,20,0d84e944-f2f1-4a68-8fc5-719111349ddd,0.0,1.0,Palmdale Elementary,1985
294,no,37,female,more,-0.9823852,3.8,lower,yes,no,95,17,7,1,N,180.0,9,e0080083-9f88-4396-bb69-13c375543c8c,0.0,1.0,Pleasant View Elementary,1955
414,no,47,female,more,1.231394,4.4,lower,yes,no,14,16,66,1,N,186.0,18,f01af761-d426-46f0-ac95-33b120cf9e23,1.0,0.0,Evergreen Union Elementary,2005
