lunch,read,calworks,teachers,math,english,students,school,computer,county,grades,income,rownames,district,expenditure
35,64717,Soquel Elementary,Sonoma,KK-08,1550,75.08000183,20.86330032,1.898699999,855,4718.163086,11.26612473,0.0,636.2000122,655.9000244
264,67397,Pleasant View Elementary,Kern,KK-08,6055,112.6500015,2.648999929,66.85079956,316,5467.673828,14.19699955,12.53731441,660.0,645.7000122
92,63834,Santa Maria-Bonita Elementary,Mendocino,KK-08,9775,30.97999954,15.45950031,67.75180054,78,4981.387695,12.50199986,12.68017483,681.0,688.2000122
340,70813,Kings River Union Elementary,Shasta,KK-08,9028,268.0,6.018700123,20.0,85,5486.029785,12.54988289,4.285714626,651.5999756,666.0
53,62745,Washington Union Elementary,Imperial,KK-08,6257,487.9700012,7.664199829,84.73139954,1306,4974.28125,11.11600018,45.10869598,666.7999878,653.5
346,64766,Le Grand Union Elementary,Nevada,KK-08,586,108.9599991,10.58819962,29.19869995,658,5519.677246,16.27199936,1.937984467,660.7999878,680.2000122
265,61572,Ontario-Montclair Elementary,San Mateo,KK-08,144,27.0,36.47539902,82.39260101,669,4941.787598,14.06200027,35.46537018,673.7999878,668.2999878
242,72058,East Whittier City Elementary,Marin,KK-08,417,68.65000153,7.241399765,89.69960022,46,5390.118164,20.54599953,4.984348774,663.5,648.2999878
14,68189,San Rafael City Elementary,Nevada,KK-08,158,42.06999969,14.52700043,0.7200000286,129,6210.323242,10.52299976,1.764706016,684.0999756,621.2000122
316,70003,Orange Center Elementary,Siskiyou,KK-08,145,20.10000038,0.8260999918,76.27739716,1015,5072.70459,11.42599964,0.9259259105,700.9000244,674.7000122
89,64345,Solvang Elementary,Los Angeles,KK-08,1358,224.5,2.829699993,62.50389862,439,5609.487793,11.11600018,5.382436275,684.5,621.0
274,69914,Johnstonville Elementary,Los Angeles,KK-08,4928,444.5,9.259300232,79.72550201,25,4969.380859,11.61333275,70.01153564,657.7999878,671.5999756
167,66696,South Whittier Elementary,San Diego,KK-08,164,47.95999908,16.5394001,2.435899973,206,5133.827148,10.03499985,15.85902977,644.7999878,647.7000122
329,72348,Chatom Union Elementary,Humboldt,KK-08,576,36.0,14.41399956,2.792099953,19,5589.885254,11.66499996,30.14888382,668.2999878,669.7000122
414,71266,Lemoore Union Elementary,Madera,KK-06,168,6.0,7.85710001,58.54539871,87,5156.856934,14.62300014,9.62441349,652.5999756,652.5999756
135,67587,Manzanita Elementary,San Joaquin,KK-08,150,47.90000153,17.70260048,6.535299778,1435,5257.996582,12.07699966,0.1416430622,630.2999878,651.2999878
307,68197,Wright Elementary,Humboldt,KK-08,1068,18.67000008,11.25,66.94920349,113,5342.233398,13.63000011,1.158301115,637.2999878,639.5999756
404,62356,Luther Burbank Elementary,Santa Clara,KK-06,1255,14.0,2.242199898,36.88999939,50,4559.176758,18.02955437,0.540540576,688.5,642.7000122
320,67967,Lennox Elementary,Merced,KK-08,475,46.0,7.063899994,54.10960007,202,4960.515625,13.46700001,22.84569168,644.2999878,620.4000244
244,61846,Hawthorne Elementary,Calaveras,KK-08,515,102.7799988,14.22119999,2.040800095,800,4715.445801,11.59200001,0.1329787225,652.5,650.7999878
55,65425,Bonsall Union Elementary,Fresno,KK-06,727,5.0,2.032799959,80.9756012,308,5204.6875,15.16699982,4.464285851,657.5999756,629.7999878
364,72199,El Centro Elementary,Kern,KK-08,175,318.5799866,14.70940018,18.38780022,1507,5193.692383,11.23799992,80.1232605,671.0,683.7000122
51,65318,Blue Lake Union Elementary,Sonoma,KK-08,103,130.5,8.979599953,3.621999979,58,5139.9375,11.11600018,3.593908548,626.5,655.7000122
175,66530,Centralia Elementary,San Joaquin,KK-08,275,25.5,8.888899803,35.26789856,1120,5431.177246,7.5,30.07915688,641.4000244,661.2999878
190,65771,Hermosa Beach City Elementary,Los Angeles,KK-08,2141,35.5,7.805799961,23.6420002,140,5098.626953,18.31987572,6.405846596,653.0,673.4000244
418,66852,Romoland Elementary,Lassen,KK-08,18255,8.0,0.5367000103,4.040400028,112,5279.354004,15.74991703,39.57446671,671.2999878,629.5999756
188,70805,Mountain Elementary,Glenn,KK-08,1335,39.0,10.17879963,83.15789795,60,5693.883301,15.68465424,5.943536282,644.2999878,638.7000122
170,63180,Oak Grove Union Elementary,Riverside,KK-08,156,26.34000015,5.033899784,88.03489685,36,6732.066406,13.24800014,14.23616886,654.9000244,631.5
59,64816,Shaffer Union Elementary,Sonoma,KK-08,2903,236.5800018,1.941699982,37.04560089,259,5306.132813,13.71199989,33.28894806,656.5999756,619.2999878
49,63032,Lakeside Union Elementary,Merced,KK-06,160,332.8399963,6.808499813,68.82350159,65,4884.862305,14.65299988,36.92946243,677.5999756,687.4000244
345,69138,Old Adobe Union Elementary,Lassen,KK-08,4340,18.45000076,4.34070015,48.87889862,411,5117.039551,9.630000114,31.07257843,628.5,682.2999878
236,61762,Lowell Joint Elementary,Lassen,KK-08,3005,83.40000153,2.916100025,72.14289856,313,5442.143066,6.577000141,36.0251236,633.2000122,661.7000122
253,71563,Saratoga Union Elementary,Tulare,KK-08,412,27.35000038,10.41189957,94.623703,75,4675.674805,7.385000229,13.73626423,692.2000122,647.7000122
22,69211,Union Elementary,Sonoma,KK-08,11474,87.13999939,6.798500061,8.673100471,265,5429.473633,11.83399963,0.0,664.9000244,648.2000122
314,69013,Lakeside Union Elementary,Fresno,KK-08,27176,24.39999962,9.837900162,51.24209976,404,5859.964844,27.47521591,7.589285851,621.0999756,661.7999878
161,67595,Dunham Elementary,Kern,KK-08,10625,88.55000305,18.44379997,19.00919914,30,4451.256836,11.23799992,0.0,669.7999878,658.2999878
277,71308,Rescue Union Elementary,Kern,KK-08,400,21.0,29.23830032,70.89569855,560,4965.808105,7.331999779,5.524553776,662.0,637.9000244
192,62893,Orinda Union Elementary,Placer,KK-08,3518,924.5700073,7.623099804,13.36919975,1295,5635.786133,16.65411186,8.639705658,680.7999878,657.9000244
386,70094,Woodville Elementary,Merced,KK-08,2409,708.8300171,4.049300194,30.17239952,216,5119.158203,7.304999828,3.678797483,655.4000244,652.7000122
294,71431,Sundale Union Elementary,Ventura,KK-08,984,303.0299988,9.302300453,39.03680038,706,4615.908691,10.3380003,9.375,642.7000122,638.2000122
344,64832,Robla Elementary,Santa Barbara,KK-08,2707,209.8399963,5.982299805,12.57409954,143,5373.206543,20.73905563,58.21665573,653.4000244,672.2000122
258,67819,Pond Union Elementary,Stanislaus,KK-08,11629,201.0,21.76469994,40.5646019,28,4924.619141,15.16699982,9.554140091,666.2000122,616.0
309,66373,Scotia Union Elementary,Sonoma,KK-08,1639,8.5,16.81609917,72.18540192,30,5427.548828,11.33250046,80.42008972,661.2999878,674.2000122
150,72033,Briggs Elementary,Santa Barbara,KK-08,449,227.8500061,13.25300026,10.41419983,165,5245.439941,10.09799957,20.53388023,674.5999756,659.4000244
131,70896,Pacheco Union Elementary,Fresno,KK-08,865,46.65999985,2.024300098,58.53310013,300,5456.197266,7.385000229,3.315881252,623.0,644.5
152,70789,Hanford Elementary,Sonoma,KK-08,8935,37.0,13.37580013,14.0369997,2001,6723.237793,7.021999836,9.871495247,645.2999878,644.0999756
360,62679,Menifee Union Elementary,Sacramento,KK-08,8432,66.56999969,13.75,68.39640045,1058,4840.936035,19.02599907,0.0,633.2000122,651.2000122
100,72744,Mountain Union Elementary,Nevada,KK-06,6518,408.2000122,3.004600048,31.3708992,930,5629.961426,14.18000031,6.47481966,667.7000122,673.2000122
373,75085,Lafayette Elementary,Santa Clara,KK-08,501,33.5,6.725699902,59.72219849,67,4700.432129,20.0890007,22.71773338,676.0999756,679.2999878
88,71696,Santee Elementary,Kern,KK-08,2987,5.0,7.178800106,21.26869965,343,5730.349121,12.43133259,68.71794891,655.0999756,669.5
331,66845,New Jerusalem Elementary,Tulare,KK-08,11885,10.0,28.84729958,34.07889938,45,5254.631836,14.47500038,40.27592087,625.4000244,674.5999756
215,64105,Gerber Union Elementary,Tehama,KK-08,2045,11.5,37.4367981,36.1344986,18,5081.169922,15.16699982,58.90736389,673.2999878,669.2999878
122,68205,Guerneville Elementary,Santa Clara,KK-06,3074,8.0,21.9958992,29.83869934,40,4631.243652,25.03000069,17.72575188,634.2000122,620.5999756
420,62554,Las Lomitas Elementary,San Diego,KK-06,476,107.2099991,1.049299955,0.59799999,50,4819.903809,22.86333466,6.967213154,649.4000244,641.4000244
21,63594,Pacific Union Elementary,San Diego,KK-08,188,70.5,20.96660042,19.5685997,29,5280.023438,15.57199955,0.2223869562,673.0999756,656.9000244
189,66191,Wilsona Elementary,San Diego,KK-08,92,159.2200012,1.924200058,76.79319763,73,6500.449707,15.13099957,0.8532423377,628.9000244,647.2999878
72,63750,Ballard Elementary,Tulare,KK-08,499,65.21250153,1.582299948,57.07220078,403,4897.067871,12.70800018,39.07563019,663.7000122,644.5999756
107,69336,Rio Elementary,Los Angeles,KK-08,564,89.08999634,12.72729969,32.68610001,100,4886.983887,13.52233315,0.0,627.9000244,656.7000122
271,70599,Jamestown Elementary,Monterey,KK-08,118,65.90000153,5.373799801,64.78869629,250,4818.612793,15.38099957,1.37488544,685.7000122,653.7000122
349,63693,Antelope Elementary,Kern,KK-08,158,74.5,28.0991993,7.859300137,60,5408.781738,12.58425045,3.991130829,663.7000122,681.2999878
103,63941,Forestville Union Elementary,Santa Clara,KK-08,548,10.89999962,20.63489914,29.78120041,196,5337.625488,8.522999763,9.8990345,649.0999756,668.0
