rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
295,no,50,female,more,-0.6562689,2.8,upper,yes,no,18,28,49,1,N,178.0,14,3208209a-6dbd-4582-ba9a-63a144f479f2,0.0,0.0,Mother Lode Union Elementary,1957
296,no,50,female,more,-0.6562689,4.0,upper,yes,no,23,29,49,1,y,188.0,9,c5f16c37-1a33-4562-9996-0f8262566ab2,1.0,0.0,Ocean View Elementary,1958
297,no,52,female,more,-0.6563948,4.0,upper,yes,yes,81,89,50,2,N,184.0,18,4f60135c-1cb1-4fe2-9178-b628b4c417e3,1.0,0.0,Lake Elementary,1959
298,no,52,male,more,-0.6563948,3.5,upper,yes,yes,74,82,50,1,N,164.0,18,69ca58fa-5eb3-4e00-8658-df2640b449f6,0.0,0.0,San Mateo-Foster City Elementary,1959
299,no,52,male,more,-0.6563948,3.4,upper,yes,yes,102,122,50,1,N,186.0,16,14d4cd1a-7cba-4495-91d7-47fd9d0990e6,0.0,0.0,Goleta Union Elementary,1960
300,no,52,male,more,-0.6563948,4.0,upper,yes,yes,94,131,50,1,N,183.0,16,087aef1b-10d8-4753-a39d-25591695d5fa,0.0,0.0,Helendale Elementary,1960
301,no,52,female,more,-0.6563948,3.5,upper,yes,yes,89,114,50,5,N,178.0,14,4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,1.0,0.0,Petaluma City Elementary,1961
302,no,52,male,more,-0.6563948,3.8,upper,yes,yes,133,149,50,1,N,176.0,14,9ae62339-ac5d-4e6a-bcad-c0235c043cf9,0.0,0.0,Sunnyvale Elementary,1963
303,no,52,male,more,-0.6563948,4.7,upper,yes,yes,22,23,50,1,y,190.0,16,e893554b-e41b-44f5-9247-2f1b1ca49f52,1.0,0.0,College Elementary,1964
304,no,52,male,more,-0.6563948,3.9,upper,yes,yes,78,98,50,1,N,181.0,20,d75a8088-c158-4ab0-a3b8-7927d6e80961,0.0,0.0,La Mesa-Spring Valley,1964
305,no,52,female,more,-0.6563948,4.5,upper,yes,yes,22,27,50,6,N,189.0,17,15a5a588-84f1-47b6-8ff7-3b5dd3065df8,0.0,0.0,Huntington Beach City Elementary,1964
306,no,52,male,more,-0.6563948,4.2,upper,yes,yes,27,30,50,6,y,188.0,12,e6086759-35ed-4d89-9e47-271e43001fe6,1.0,0.0,Solvang Elementary,1964
307,no,52,male,more,-0.6563948,4.7,upper,yes,yes,27,30,50,1,N,187.0,14,801b0890-5265-4faf-95db-452ce047f74d,0.0,0.0,Soquel Elementary,1965
308,no,52,female,more,-0.6563948,4.0,upper,yes,yes,60,69,50,1,N,183.0,16,b69f0c92-ffd3-41e4-bba0-8c129a93d2fe,1.0,0.0,Capay Joint Union Elementary,1966
309,no,33,male,more,0.7244775,4.8,upper,yes,yes,10,10,51,1,N,192.0,18,c4ca4342-0324-4995-9111-fae627df7fc5,1.0,0.0,Gravenstein Union Elementary,1966
310,no,33,male,more,0.7244775,4.8,upper,yes,yes,10,11,51,5,N,186.0,20,44b8d6dc-2654-4d3e-8ae8-d34908f2fe54,1.0,0.0,Pleasant Valley Elementary,1967
311,no,33,male,more,0.7244775,4.4,upper,yes,yes,10,14,51,1,N,191.0,18,44b8d6dc-2654-4d3e-8ae8-d34908f2fe54,1.0,0.0,Pioneer Union Elementary,1968
312,no,33,male,more,0.7244775,4.7,upper,yes,yes,7,11,51,1,N,184.0,20,9ac5e209-cf05-47a5-a394-9c733e12d8f6,0.0,0.0,Santee Elementary,1969
313,no,33,male,more,0.7244775,4.5,upper,yes,yes,14,14,51,2,N,168.0,18,ce47cbea-65c1-46b1-9520-f23d669514e8,0.0,1.0,Johnstonville Elementary,1970
314,no,57,male,more,0.6318343,4.2,upper,yes,yes,36,41,52,6,N,184.0,20,475f8bb1-e661-4dea-af87-86ca2a261e7f,1.0,1.0,Pleasant Valley Elementary,1971
315,no,57,female,more,0.6318343,4.4,upper,yes,yes,72,88,52,1,N,173.0,12,621bf4fc-6499-4c5d-af7b-25ab04eeb70e,0.0,1.0,Curtis Creek Elementary,1971
316,no,57,male,more,0.6318343,4.1,upper,yes,yes,63,78,52,6,N,180.0,20,828fc4a0-e2fb-4de1-93f7-f828fbdaf97e,0.0,0.0,Fort Jones Union Elementary,1971
317,no,38,female,more,1.070944,4.2,lower,yes,yes,109,157,53,1,N,180.0,14,4f8c5f95-808c-404c-9613-d9ad53bad8c2,1.0,0.0,Mark West Union Elementary,1972
318,no,38,male,more,1.070944,4.8,upper,yes,yes,54,68,53,1,N,180.0,14,8053404b-3274-4b36-a3ed-c3f4cff86dee,1.0,0.0,Alpine Union Elementary,1974
319,no,38,female,more,1.070944,4.4,upper,yes,yes,51,67,53,1,N,174.0,14,ecae14cf-e3fd-4699-80a4-5aa81bfd8076,1.0,0.0,Sebastopol Union Elementary,1975
320,no,38,male,more,1.070944,4.7,upper,yes,yes,61,80,53,2,N,189.0,14,203a6897-eaef-44f2-ac30-f8e9d95fa886,1.0,0.0,Freshwater Elementary,1976
321,no,38,female,more,1.070944,4.2,lower,yes,yes,102,137,53,1,N,188.0,12,fdcd623e-9c2f-4ad2-9d62-6901fea13049,1.0,0.0,Norris Elementary,1977
322,no,38,female,more,1.070944,4.5,upper,yes,yes,58,69,53,4,N,193.0,16,295fe5fe-cf5a-4c14-a7db-ab1d21f1348b,1.0,0.0,Springville Union Elementary,1979
323,no,34,female,more,-1.450494,3.4,lower,yes,yes,46,80,54,1,N,185.0,14,30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1.0,0.0,Moreland Elementary,1979
324,no,34,male,more,-1.450494,3.7,lower,yes,yes,53,90,54,4,N,172.0,18,fa08b044-8623-4659-959e-63953534e08d,1.0,0.0,Maple Elementary,1979
325,no,34,female,more,-1.450494,3.6,upper,yes,yes,19,34,54,3,N,181.0,14,52655f97-f8e7-48eb-9269-d5ee71ad6db4,0.0,1.0,Kings River-Hardwick Union Elementary,1980
326,no,34,male,more,-1.450494,3.9,upper,yes,yes,41,73,54,2,N,177.0,16,2a29612d-37ba-41fa-b45f-004677aa5908,1.0,0.0,Julian Union Elementary,1983
327,no,34,male,more,-1.450494,3.9,upper,yes,yes,25,44,54,1,N,189.0,16,cfee68d1-90c7-403f-be8d-bd8b7abc1b67,0.0,1.0,Cardiff Elementary,1984
328,no,34,female,more,1.15588,3.7,upper,yes,yes,16,20,55,5,N,192.0,14,b69f0c92-ffd3-41e4-bba0-8c129a93d2fe,1.0,0.0,Saucelito Elementary,1985
329,no,34,male,more,1.15588,3.0,lower,yes,yes,20,35,55,1,N,175.0,9,7a5fe584-0426-4d55-b8b9-782fdd635a86,0.0,0.0,Bonsall Union Elementary,1985
330,no,32,female,more,-0.3260148,3.6,lower,yes,yes,69,168,56,2,N,185.0,16,95ad60c1-7c93-4341-9da3-763bbed405b9,1.0,0.0,Cypress Elementary,1985
331,no,32,female,more,-0.3260148,3.6,lower,yes,yes,98,247,56,6,N,186.0,16,0662696f-dad0-4850-8d7a-6a843036c294,1.0,0.0,Lowell Joint Elementary,1985
332,no,32,female,more,-0.3260148,4.3,upper,yes,yes,20,22,56,1,N,193.0,12,512ef0df-48a3-4796-9919-471f50f25df1,1.0,1.0,Newhall Elementary,1985
333,no,32,male,more,-0.3260148,4.5,upper,yes,yes,72,103,56,1,N,176.0,20,d1ef7d2a-2a3e-4130-968c-2fbc045ee618,1.0,0.0,Lagunitas Elementary,1985
334,no,42,female,more,0.8846435,3.9,upper,yes,yes,51,82,57,1,N,191.0,17,16d05f08-7a7f-4b5e-ac3f-b7a64a5ec349,0.0,1.0,Cambrian Elementary,1986
335,no,43,male,more,-0.5583452,4.6,upper,yes,yes,18,35,58,5,N,183.0,18,4ba34db8-9baa-42a5-bed2-a6381f36d03e,0.0,0.0,Richfield Elementary,1986
336,no,43,female,more,-0.5583452,4.1,lower,yes,yes,26,34,58,1,N,183.0,14,769bc77b-f052-4fc6-8516-94a46941667c,0.0,1.0,Fieldbrook Elementary,1987
337,no,43,male,more,-0.5583452,4.2,lower,yes,yes,28,37,58,1,N,175.0,20,2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,0.0,1.0,Dehesa Elementary,1988
338,no,43,female,more,-0.5583452,4.1,lower,yes,yes,13,14,58,1,N,188.0,17,ce47cbea-65c1-46b1-9520-f23d669514e8,1.0,0.0,Cottonwood Union Elementary,1989
339,no,43,female,more,-0.5583452,3.1,lower,yes,yes,174,266,58,1,N,180.0,14,0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,1.0,0.0,Fruitvale Elementary,1989
340,no,43,female,more,-0.5583452,3.6,lower,yes,yes,171,254,58,6,y,190.0,12,65856aa0-65ac-4bbe-835c-61ccafe631be,0.0,0.0,Union Elementary,1989
341,no,43,male,more,-0.5583452,4.2,upper,yes,yes,10,13,58,3,N,183.0,18,6487b006-6591-4302-b387-45b630b259e6,0.0,1.0,Fountain Valley Elementary,1991
342,no,43,female,more,-0.5583452,3.0,lower,yes,yes,166,282,58,6,N,178.0,18,b6b69b9d-a92f-4ad9-aa34-a654185cbcfe,1.0,0.0,Gold Oak Union Elementary,1992
343,no,43,female,more,-0.5583452,4.2,upper,yes,yes,17,17,58,6,N,178.0,18,9294f017-a752-4e3f-9266-06922b940943,1.0,0.0,Buckeye Union Elementary,1993
344,no,35,male,more,-0.3415543,3.4,lower,no,yes,22,42,59,2,N,180.0,20,422c02a2-c457-4a5a-83be-bc1fb038be39,1.0,0.0,Rocklin Unified,1995
345,no,62,female,more,-0.5040575,3.1,upper,yes,yes,9,16,60,1,N,194.0,14,8cc63a40-be0d-4ffe-bf7f-45d515c40b6c,1.0,0.0,Gold Trail Union Elementary,1995
346,no,62,male,more,-0.5040575,2.7,upper,yes,yes,14,19,60,1,N,172.0,18,512ef0df-48a3-4796-9919-471f50f25df1,0.0,0.0,Hydesville Elementary,1996
347,no,52,female,more,0.773524,3.9,upper,yes,yes,70,98,63,2,N,170.0,14,417336ae-daf7-42ca-ae3d-7ebc05e0c43f,1.0,0.0,Saugus Union Elementary,1996
348,no,52,male,more,1.063938,3.9,upper,yes,yes,49,65,64,5,N,186.0,14,b4649c6a-01ed-4f21-be3f-a0f29b97fc1b,1.0,0.0,Loomis Union Elementary,1997
349,no,52,female,more,1.063938,3.6,upper,yes,yes,32,63,64,1,N,194.0,17,18ff52ad-d2e9-4d03-b775-d01403f19b51,1.0,0.0,Placer Hills Union Elementary,1998
350,no,52,female,more,-1.090389,3.7,upper,yes,no,35,43,65,6,N,185.0,14,0befef59-998c-41d5-a028-cda46345a259,0.0,1.0,Dunham Elementary,1998
351,no,52,male,more,-1.090389,3.6,upper,yes,no,59,80,65,1,N,178.0,14,af359589-3ded-40eb-8c8e-8c820ad019de,1.0,0.0,San Carlos Elementary,1998
352,no,52,female,more,-1.090389,4.4,upper,yes,no,45,52,65,1,N,183.0,14,e6086759-35ed-4d89-9e47-271e43001fe6,1.0,0.0,Ready Springs Union Elementary,1999
353,no,52,male,more,-1.090389,4.3,upper,yes,no,34,48,65,1,N,196.0,14,7426e023-5833-4949-b5c7-457d0e2a29d3,1.0,0.0,Coarsegold Union Elementary,1999
354,no,52,female,more,-1.090389,4.1,upper,yes,no,50,66,65,6,N,181.0,14,6fd65cf5-962a-4227-b24b-b2ef6f590a96,1.0,0.0,Cayucos Elementary,1999
355,no,52,male,more,-1.090389,3.7,upper,yes,no,67,100,65,3,N,182.0,20,2a29612d-37ba-41fa-b45f-004677aa5908,0.0,0.0,Richmond Elementary,2002
356,no,64,female,more,-1.069162,3.6,upper,yes,yes,8,16,66,5,N,181.0,12,71a4495b-b507-4fbb-b247-6be543b98550,1.0,0.0,Clay Joint Elementary,2003
357,no,64,male,more,-1.069162,2.8,upper,yes,yes,18,22,66,1,N,175.0,16,a77a0634-aabe-420d-8348-0a7372b161d2,0.0,0.0,Waugh Elementary,2003
358,no,64,female,more,-1.069162,4.0,upper,yes,yes,5,11,66,1,y,183.0,14,28836691-af28-443e-9b0f-aa6a75dd4f43,1.0,0.0,Two Rock Union Elementary,2004
359,no,64,male,more,-1.069162,4.4,upper,yes,yes,5,10,66,1,N,192.0,20,9175e447-1bf7-4667-bb18-dd7aacb6f4ef,0.0,0.0,Belmont-Redwood Shores Elementary,2004
360,no,64,female,more,-1.069162,3.6,upper,yes,yes,16,16,66,6,N,189.0,18,ac03d866-ecd8-41e4-9938-c4b098048187,1.0,0.0,Rescue Union Elementary,2004
361,no,50,female,more,1.415695,3.7,upper,yes,yes,9,10,67,1,N,,16,a75e076f-3028-44a1-af60-ca3b3bcaeed0,0.0,0.0,Alta-Dutch Flat Union Elementary,2004
362,no,60,male,more,-1.422919,2.9,upper,yes,yes,7,10,68,2,N,178.0,17,1566f86d-93ed-408b-a7b8-90d409419736,1.0,0.0,San Pasqual Union Elementary,2004
363,no,60,male,more,-1.422919,2.6,upper,yes,yes,10,16,68,2,N,190.0,16,65856aa0-65ac-4bbe-835c-61ccafe631be,0.0,1.0,Latrobe Elementary,2004
364,no,43,male,single,-0.4899626,4.8,lower,yes,yes,15,28,70,2,y,169.0,18,d0480270-621b-4343-80db-a5252e9d0a29,1.0,0.0,Union Hill Elementary,2005
365,no,43,female,single,-0.4899626,4.9,lower,yes,yes,18,30,70,1,y,171.0,16,8cc63a40-be0d-4ffe-bf7f-45d515c40b6c,1.0,0.0,Twin Hills Union Elementary,2005
366,no,43,male,more,-0.4899626,4.3,lower,yes,yes,11,15,70,1,N,194.0,14,9fa1aab8-97fc-491c-804a-f4676c40ea0f,0.0,0.0,Pacific Union Elementary,2005
367,no,43,male,more,-0.4899626,4.4,lower,yes,yes,10,13,70,1,N,177.0,16,6b68642b-ac9e-40c0-90d9-91bd6ffd92a9,0.0,0.0,Douglas City Elementary,2005
368,no,43,female,single,-0.4899626,4.3,lower,yes,yes,17,18,70,1,N,172.0,16,2154a0f3-a816-47af-b00c-16d398859afa,0.0,1.0,Pleasant Ridge Union Elementary,2005
369,no,43,male,single,-0.4899626,4.7,lower,yes,yes,22,26,70,6,N,198.0,18,949a9e93-0ca1-4643-b4d5-9852ceeeec03,1.0,0.0,Newcastle Elementary,2005
370,no,43,female,single,-0.4899626,4.3,lower,yes,yes,18,30,70,5,N,189.0,16,8d488770-dca3-4c48-bac8-af2e74d1dc4c,1.0,0.0,Mesa Union Elementary,2007
371,no,43,male,more,-0.4899626,4.6,lower,yes,yes,14,14,70,1,N,180.0,18,014c91ae-55d5-4aab-87e7-77c677f8a128,1.0,0.0,Weaverville Elementary,2008
372,yes,50,male,single,-0.5835869,4.9,lower,yes,no,20,22,71,1,N,186.0,17,dfeed816-4de9-4be7-9ea0-775157c7bd76,1.0,0.0,North Cow Creek Elementary,2008
373,yes,50,female,single,-0.5835869,4.8,lower,yes,no,21,25,71,2,N,178.0,18,352a4090-79aa-4827-b4b0-f1bffd883940,0.0,1.0,Nevada City Elementary,2008
374,yes,50,female,single,-0.5835869,4.7,lower,yes,no,23,26,71,1,N,178.0,16,295fe5fe-cf5a-4c14-a7db-ab1d21f1348b,1.0,0.0,Jacoby Creek Elementary,2011
375,yes,50,female,single,-0.5835869,4.8,lower,yes,no,19,22,71,1,N,183.0,14,410395ad-1f39-4a21-93e9-298afee5d7e1,1.0,0.0,Fort Ross Elementary,2012
376,yes,50,female,single,-0.5835869,4.9,lower,yes,no,20,26,71,1,N,180.0,16,347a69b8-232d-4315-8829-4c6a7374bf6b,0.0,0.0,Encinitas Union Elementary,2012
377,yes,50,female,single,-0.5835869,4.8,lower,yes,no,17,20,71,5,N,182.0,18,817abbbf-33b6-4f40-a3e1-e0b38753e896,0.0,0.0,Dixie Elementary,1950
378,yes,50,male,single,-0.5835869,4.8,lower,yes,no,18,22,71,1,N,181.0,14,f21d665c-a1a5-47e4-a82b-fd8cf0b24f43,1.0,0.0,Lakeside Joint Elementary,1950
379,yes,50,male,single,-0.5835869,5.0,lower,yes,no,20,21,71,1,N,185.0,20,0d84e944-f2f1-4a68-8fc5-719111349ddd,0.0,0.0,Hermosa Beach City Elementary,1952
380,yes,50,male,single,-0.5835869,4.5,lower,yes,no,19,21,71,1,y,188.0,12,e8229c81-5d49-4981-abd0-3f3478f9567f,0.0,0.0,Rincon Valley Union Elementary,1953
381,no,52,male,more,0.7566829,3.8,upper,yes,yes,46,65,72,1,N,180.0,14,aa6ebb2d-1a1e-4fc2-8f8b-146561327a41,0.0,1.0,Washington Union Elementary,1953
382,no,52,female,more,0.7566829,3.8,upper,yes,yes,39,62,72,1,N,186.0,16,adec7fbd-3153-4612-846d-2a4183f03202,1.0,0.0,Bennett Valley Union Elementary,1954
383,no,52,male,more,0.7566829,3.8,upper,yes,yes,34,67,72,1,N,185.0,20,a17c35a2-ade1-4a79-a19e-5aa8093af1f0,0.0,1.0,Loma Prieta Joint Union Elemen,1954
384,no,52,male,more,0.7566829,4.0,upper,yes,yes,29,40,72,1,N,179.0,20,3b9eb1ad-94e8-4ece-9e83-bdaec18ce17d,0.0,0.0,Kenwood Elementary,1954
385,no,52,male,more,0.7566829,4.2,upper,yes,yes,27,45,72,6,N,177.0,16,20707557-d86f-471c-bd39-ce12b5d290c3,1.0,0.0,Liberty Elementary,1955
386,no,51,male,more,0.8808186,4.5,lower,yes,yes,372,579,73,1,N,178.0,17,82997735-0e98-4a00-bcf1-f2f0aafb0705,0.0,1.0,Knights Ferry Elementary,1955
387,no,51,male,more,0.8808186,4.5,lower,yes,yes,343,537,73,6,y,191.0,20,c10c2f4b-5e25-495d-be7f-9678adcb45ed,0.0,1.0,Kentfield Elementary,1955
388,no,51,male,more,0.8808186,4.6,lower,yes,yes,380,581,73,1,N,187.0,20,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1.0,0.0,Ballard Elementary,1956
389,no,51,male,more,0.8808186,4.7,lower,yes,yes,322,527,73,2,N,181.0,17,4f60135c-1cb1-4fe2-9178-b628b4c417e3,1.0,0.0,Oak Grove Union Elementary,1957
390,no,38,male,more,-0.5665014,4.1,lower,yes,yes,66,84,74,4,y,178.0,20,529af3c4-1f6c-4ced-ac86-165cb41a1629,1.0,1.0,Ross Valley Elementary,1958
391,no,38,male,more,-0.5665014,3.6,lower,yes,yes,40,79,74,2,N,190.0,18,a28afe06-386d-4288-994d-28b51c745e3b,0.0,0.0,Mountain Elementary,1959
392,no,38,male,more,-0.5665014,4.0,lower,yes,yes,60,92,74,2,N,189.0,14,215f1a41-46c0-40a1-85ef-c155bf665a45,1.0,0.0,Burlingame Elementary,1959
393,no,47,female,more,0.3394037,3.4,lower,yes,yes,38,67,75,1,N,175.0,14,a4ad1191-04ac-455e-aff5-2c63a910dc59,0.0,0.0,Grant Elementary,1960
394,yes,43,male,more,-0.1513687,2.8,lower,yes,yes,93,190,76,1,N,183.0,12,11c943dd-a2f9-4e88-814c-7812318b5999,0.0,1.0,Happy Valley Elementary,1960
395,no,38,male,more,-1.024997,4.1,lower,yes,no,36,60,77,1,N,185.0,16,934b7cd1-b84f-4fae-8981-c0231b37dc5b,0.0,0.0,Bonny Doon Union Elementary,1961
396,no,38,male,more,-1.024997,3.5,lower,yes,no,29,64,77,6,N,173.0,18,347a69b8-232d-4315-8829-4c6a7374bf6b,0.0,1.0,Walnut Creek Elementary,1963
397,no,38,female,more,-1.024997,3.4,lower,yes,no,23,31,77,1,N,182.0,16,c10c2f4b-5e25-495d-be7f-9678adcb45ed,1.0,0.0,Hope Elementary,1964
398,no,38,male,more,-1.024997,4.1,lower,yes,no,36,62,77,1,N,189.0,20,934b7cd1-b84f-4fae-8981-c0231b37dc5b,0.0,0.0,Larkspur Elementary,1964
399,no,38,female,more,-1.024997,4.2,lower,yes,no,30,37,77,2,N,172.0,16,28c7542a-c3f8-419b-80a0-8f4c706e2c61,0.0,1.0,Cupertino Union Elementary,1964
400,no,43,male,more,-0.0252444,4.3,lower,yes,yes,8,13,78,1,N,178.0,16,ff86ae10-c0aa-47ec-8b3d-4d48cafa9039,0.0,0.0,Pacific Elementary,1964
401,no,43,female,more,-0.0252444,4.1,upper,yes,yes,12,15,78,1,N,193.0,14,b502be75-8bea-4412-9b7d-813e7bba3685,1.0,0.0,Los Gatos Union Elementary,1965
402,no,43,female,more,-0.0252444,3.4,upper,yes,yes,65,79,78,1,N,188.0,14,7a8f85f2-03e4-4714-995d-c15403d9d38b,1.0,0.0,Montecito Union Elementary,1966
403,no,57,female,more,-0.7467875,3.5,upper,yes,yes,53,98,79,1,N,177.0,18,026078fb-bbd3-403e-9003-57ef39309521,1.0,0.0,Solana Beach Elementary,1966
404,no,57,female,more,-0.7467875,3.6,upper,yes,yes,58,97,79,3,N,179.0,14,af2dd336-540d-4ded-ae2e-6d21383207fc,0.0,1.0,Menlo Park City Elementary,1967
405,no,51,female,more,0.9889485,3.7,upper,yes,yes,67,78,80,1,N,178.0,16,cef9fb15-e845-46ae-8282-8e7247078df1,0.0,0.0,Reed Union Elementary,1968
406,no,51,male,more,0.9889485,3.0,upper,yes,yes,36,56,80,5,N,178.0,18,afb433da-e4be-42f4-a386-41690af0783e,0.0,1.0,Mill Valley Elementary,1969
407,no,51,male,more,0.9889485,4.6,upper,yes,yes,17,20,80,5,N,177.0,17,5d7b19c5-4d3a-4fc7-be3b-390f623433e0,0.0,1.0,Lafayette Elementary,1970
408,no,45,female,single,-0.5324199,4.0,lower,yes,no,17,20,81,1,N,185.0,17,10497147-ea3a-43a2-8c1d-61e871fbe21a,1.0,0.0,Del Mar Union Elementary,1971
409,no,45,female,more,-0.5324199,4.8,lower,yes,no,13,19,81,1,N,182.0,14,14bf8206-4d05-43c0-84e6-984bbe11a47f,0.0,0.0,Woodside Elementary,1971
410,no,45,male,single,-0.5324199,4.6,lower,yes,no,19,26,81,1,N,190.0,14,512ef0df-48a3-4796-9919-471f50f25df1,0.0,0.0,Moraga Elementary,1971
411,no,57,male,more,-0.7668921,3.4,lower,yes,yes,12,18,82,2,N,168.0,12,89f7f011-b480-4c6e-b249-c5a19f5c65d3,0.0,0.0,Orinda Union Elementary,1972
412,no,57,male,more,-0.7668921,4.4,lower,yes,yes,12,12,82,1,N,175.0,18,f1d9d03c-16e7-467d-8734-070773d65aed,1.0,0.0,Hillsborough City Elementary,1974
413,no,57,male,more,-0.7668921,3.6,lower,yes,yes,16,19,82,1,N,171.0,20,63cdd570-1369-4f2b-9090-d5b6255c51d2,1.0,0.0,Cold Spring Elementary,1975
414,no,57,male,more,-0.7668921,3.8,lower,yes,yes,12,16,82,1,N,188.0,18,a28afe06-386d-4288-994d-28b51c745e3b,1.0,,Portola Valley Elementary,1976
415,no,57,female,more,-0.7668921,3.7,lower,yes,yes,14,16,82,1,N,186.0,17,9ac5e209-cf05-47a5-a394-9c733e12d8f6,0.0,0.0,Saratoga Union Elementary,1977
416,no,57,male,more,-0.7668921,4.7,lower,yes,yes,11,12,82,1,N,188.0,14,1ea0eab0-36ee-4a7f-a855-db0d0c545a87,0.0,1.0,Las Lomitas Elementary,1979
417,no,57,female,more,-0.7668921,4.5,lower,yes,yes,15,17,82,1,N,185.0,18,93ae865d-c378-43e3-ac66-f429add5f358,1.0,0.0,Los Altos Elementary,1979
418,no,57,female,more,-0.7668921,5.0,upper,yes,yes,6,15,82,1,N,186.0,14,e15bc5a6-d4de-4e87-a1c8-e21fb441910c,0.0,0.0,Somis Union Elementary,1979
419,no,57,female,more,-0.7668921,3.8,lower,yes,yes,15,16,82,1,N,190.0,14,c47a9043-7826-4044-9b51-d59a6b6c53e3,0.0,1.0,Plumas Elementary,1980
420,no,57,female,more,-0.7668921,4.1,lower,yes,yes,12,17,82,1,N,185.0,17,036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1.0,0.0,Wheatland Elementary,1983
421,no,47,male,single,1.154256,4.3,lower,yes,no,15,17,83,2,N,178.0,9,f9b78c22-3fa5-4a9d-b697-ca70e5a794a3,0.0,0.0,Sunol Glen Unified,1984
422,no,47,female,single,1.154256,4.4,lower,yes,no,10,10,83,1,N,178.0,18,82997735-0e98-4a00-bcf1-f2f0aafb0705,1.0,0.0,Manzanita Elementary,1985
423,no,47,male,single,1.154256,4.7,lower,yes,no,16,17,83,6,N,192.0,20,0939d037-9073-4b45-beef-4b1a9cb29fc6,1.0,0.0,Thermalito Union Elementary,1985
424,no,47,female,more,1.154256,3.9,lower,yes,no,15,17,83,1,y,191.0,16,7169ffc5-813b-4e4f-8e7f-9c59e92ec66b,1.0,1.0,Golden Feather Union Elementary,1985
425,yes,54,male,more,1.232602,4.8,lower,yes,yes,15,16,84,2,N,178.0,20,5b4774fe-d450-46f1-bbcc-c33bfa496261,0.0,0.0,Palermo Union Elementary,1985
426,yes,54,female,more,1.232602,4.3,lower,yes,yes,21,26,84,2,N,187.0,16,b90659d8-9551-41ca-b0f5-deaff4b679a5,1.0,0.0,Burrel Union Elementary,1985
427,yes,54,female,more,1.232602,4.6,lower,yes,yes,14,18,84,2,N,187.0,14,4be26ab5-1d7e-44bf-bd62-0a66c914394a,1.0,0.0,Holt Union Elementary,1985
428,yes,54,female,more,1.232602,3.8,lower,yes,yes,16,20,84,1,N,183.0,12,6e1bdd21-d51f-4497-a684-654edc44a6c9,1.0,0.0,Vineland Elementary,1986
429,no,58,female,more,1.774334,5.0,lower,yes,no,21,21,85,1,N,180.0,16,14bf8206-4d05-43c0-84e6-984bbe11a47f,0.0,1.0,Orange Center Elementary,1986
430,no,58,female,more,1.774334,4.9,lower,yes,no,18,21,85,4,N,189.0,14,314782d8-515f-44b4-ba28-8365f8811ae1,1.0,0.0,Del Paso Heights Elementary,1987
431,no,58,male,more,1.774334,4.6,lower,yes,no,17,20,85,3,N,172.0,16,b8fe046e-0564-4ca6-909e-6177a1343917,1.0,0.0,Le Grand Union Elementary,1988
432,no,58,male,more,1.774334,4.6,lower,yes,no,19,20,85,2,N,179.0,16,2a4a5564-46af-455d-ac9d-673d538c2e7f,1.0,0.0,West Fresno Elementary,1989
433,no,58,male,more,1.774334,5.0,lower,yes,no,11,13,85,6,N,190.0,18,4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,0.0,1.0,Allensworth Elementary,1989
434,no,58,male,more,1.774334,4.6,lower,yes,no,14,16,85,1,N,180.0,16,bb6d86fb-97e8-406f-b440-8dbc6e8e7771,1.0,0.0,Sunnyside Union Elementary,1989
435,no,58,female,more,1.774334,4.9,lower,yes,no,16,17,85,3,N,182.0,17,5e3b5968-8333-4c18-987b-b413b916f904,0.0,1.0,Woodville Elementary,1991
436,no,42,female,more,1.773151,4.0,lower,yes,yes,22,24,86,5,N,177.0,18,417336ae-daf7-42ca-ae3d-7ebc05e0c43f,1.0,0.0,Pixley Union Elementary,1992
437,no,42,male,more,1.773151,3.9,upper,yes,yes,17,20,86,1,N,186.0,20,934b7cd1-b84f-4fae-8981-c0231b37dc5b,0.0,0.0,Lost Hills Union Elementary,1993
438,no,33,female,more,0.7245926,4.1,lower,yes,yes,67,155,87,1,N,183.0,14,c9912952-1990-4415-8cd6-b5b96d6e4267,1.0,0.0,Buttonwillow Union Elementary,1995
439,no,62,female,more,-1.181626,2.9,lower,yes,yes,28,70,88,4,N,186.0,14,9861dbfe-d228-40ed-9c0b-ad0a8866adfc,0.0,0.0,Lennox Elementary,1995
440,no,62,male,more,-1.181626,2.8,lower,yes,yes,61,149,88,1,N,184.0,18,78dae403-7187-4be7-86de-8a1543649957,0.0,,Lamont Elementary,1996
441,no,62,male,more,-1.181626,2.8,lower,yes,yes,49,137,88,1,N,183.0,17,17e9c042-57f7-4dbd-b484-3216d2baa9f7,0.0,1.0,Westmorland Union Elementary,1996
