rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,m_focal,num_words,income,county,nExp,leagueCountry,n_focal,dyad,help
987,0,female,6,4.0,yes,4,16,5,3,3,120,13.22500038,Tulare,205.0,France,10,1,N
267,0,female,5,15.0,yes,2,16,4,5,4,120,8.258000374,Butte,46916.0,Germany,5,5,y
1433,0,female,11,1.5,no,2,17,4,3,2,145,14.24290085,Tulare,1897.0,Germany,10,3,N
1285,2,female,7,7.0,yes,2,12,1,4,2,120,9.630000114,Monterey,46916.0,Spain,13,3,N
1115,0,male,11,15.0,yes,4,17,5,5,4,106,14.22672749,San Bernardino,1897.0,Germany,5,6,y
154,2,female,9,1.5,yes,4,20,4,4,3,120,11.08100033,Kern,1897.0,Spain,10,7,N
67,0,female,10,15.0,no,3,17,6,5,3,166,9.081999779,Stanislaus,7974.0,Germany,13,6,N
1954,2,male,13,4.0,yes,4,18,4,4,3,106,9.986000061,San Mateo,3011.0,Germany,10,5,y
1177,0,female,12,1.5,yes,2,18,4,5,4,324,13.63000011,Sonoma,46916.0,France,6,4,N
916,0,female,5,7.0,yes,2,16,1,1,4,324,14.60299969,Fresno,1897.0,France,10,6,N
774,12,female,4,1.5,yes,3,18,6,3,2,106,14.29829979,Los Angeles,3011.0,Germany,10,7,N
1758,12,female,6,15.0,no,4,20,1,5,2,120,12.875,Contra Costa,46916.0,England,5,1,N
275,0,female,7,15.0,yes,4,17,5,4,3,324,14.60162544,Los Angeles,1121.0,England,10,5,y
533,0,male,9,15.0,yes,4,9,4,5,2,324,21.09575081,Sacramento,1895.0,France,5,4,N
1691,0,female,6,10.0,yes,3,14,3,4,3,383,13.39000034,Ventura,3011.0,Spain,6,3,N
5,0,female,8,4.0,no,3,18,1,5,2,145,12.5815773,Humboldt,46916.0,England,10,5,N
1505,7,female,5,0.75,yes,2,20,1,5,3,106,10.65600014,Merced,5621.0,Spain,5,2,N
412,0,male,7,10.0,yes,4,17,6,4,4,120,15.0298748,Sonoma,7974.0,Germany,6,4,N
926,1,male,5,10.0,no,1,18,1,4,2,120,21.56599998,Butte,1895.0,Spain,6,6,N
170,0,female,5,15.0,yes,4,14,5,5,2,383,9.630000114,Tulare,46916.0,England,13,4,N
729,0,male,10,1.5,yes,5,14,4,3,2,145,11.42599964,Lassen,3011.0,France,10,6,N
1875,7,female,11,10.0,yes,5,17,5,4,2,166,11.26612473,Merced,1897.0,Germany,5,6,N
53,0,male,5,15.0,yes,3,14,5,5,4,324,6.21600008,Orange,7974.0,Spain,5,6,N
1576,0,male,6,0.75,yes,1,18,7,2,2,120,9.630000114,San Joaquin,5621.0,France,5,5,N
478,0,female,5,4.0,yes,4,14,5,5,2,166,36.17399979,San Diego,3011.0,France,5,3,N
1438,0,female,8,15.0,yes,4,20,6,4,2,383,43.22999954,Humboldt,46916.0,France,5,4,N
1453,7,male,9,7.0,yes,2,20,5,5,3,145,14.86699963,San Mateo,7974.0,Germany,5,8,N
1083,0,female,10,7.0,yes,1,17,5,4,3,383,10.65633297,Humboldt,271.0,Germany,5,6,N
80,0,male,12,7.0,yes,2,20,6,3,4,383,25.06299973,Imperial,46916.0,Germany,10,6,N
1358,0,female,6,15.0,yes,2,14,5,2,2,120,14.07600021,Humboldt,1158.0,England,5,3,N
1675,0,male,5,15.0,yes,2,16,5,4,3,324,10.23966694,Fresno,1938.0,England,6,7,N
1191,0,female,13,4.0,yes,2,14,1,5,2,120,9.781000137,Santa Barbara,7974.0,France,10,3,N
794,0,female,6,1.5,yes,3,18,6,4,2,106,14.65299988,Humboldt,3011.0,France,5,4,y
1935,0,female,10,15.0,yes,4,18,5,5,3,145,11.23799992,Kern,3011.0,England,13,5,N
367,0,male,9,10.0,yes,1,16,1,4,2,324,11.93799973,Monterey,205.0,Spain,10,5,N
1782,1,male,5,1.5,yes,4,20,6,5,2,166,14.17700005,San Benito,46916.0,England,5,1,N
657,0,female,9,0.75,no,3,14,5,4,2,166,13.24300003,Santa Barbara,7974.0,France,10,6,N
1086,0,female,9,4.0,no,3,14,7,4,2,120,11.11600018,Madera,6121.0,England,13,5,N
1599,12,male,7,0.75,yes,3,20,1,2,3,106,5.698999882,Imperial,550.0,England,5,5,N
1561,0,female,7,4.0,yes,4,16,5,4,3,383,14.07600021,Ventura,1938.0,Spain,13,6,N
876,2,female,12,10.0,yes,1,18,1,5,3,383,14.12766743,Sonoma,550.0,England,6,7,N
274,0,female,8,15.0,no,3,20,3,4,2,145,21.63172722,San Mateo,1897.0,England,5,5,N
758,0,female,12,7.0,yes,4,20,4,4,3,106,7.385000229,San Diego,1938.0,England,10,4,N
293,0,male,7,7.0,no,2,14,6,1,2,324,11.33250046,Siskiyou,1895.0,England,10,5,N
253,0,female,5,15.0,yes,2,18,1,3,3,166,8.977999687,Ventura,1895.0,France,5,3,N
1548,0,male,8,15.0,yes,5,18,7,4,4,145,27.94775009,Monterey,1897.0,France,13,4,N
1119,0,male,11,4.0,yes,2,12,1,4,2,145,35.81000137,Kern,204.0,Germany,5,7,N
127,1,female,9,4.0,yes,4,14,5,5,2,145,11.23799992,Tehama,2306.0,Spain,10,3,N
1344,12,male,8,15.0,yes,4,16,7,4,2,145,23.66737556,Kings,46916.0,Spain,10,7,N
133,0,female,9,4.0,no,5,14,1,5,3,166,8.864999771,Sonoma,46916.0,England,5,6,N
763,0,male,7,10.0,yes,4,14,5,5,2,106,8.279000282,Riverside,46916.0,Germany,5,6,N
1208,0,male,11,10.0,no,3,14,1,5,2,383,15.40407085,Tulare,6121.0,England,6,1,N
880,0,female,4,1.5,no,4,17,5,4,4,383,12.93400002,Fresno,2475.0,England,6,5,N
1670,0,female,6,10.0,yes,2,14,3,4,3,324,14.01000023,Santa Clara,46916.0,England,5,4,N
1815,0,male,8,1.5,yes,4,14,5,2,3,106,15.77099991,Shasta,7974.0,England,5,1,N
483,0,male,9,15.0,yes,5,17,5,5,3,120,10.05599976,Tulare,1897.0,Germany,5,6,N
1451,0,male,7,7.0,no,4,14,4,4,3,324,25.62199974,Santa Clara,6121.0,England,13,1,N
1330,12,female,13,7.0,yes,4,14,5,4,3,120,7.5,Kern,46916.0,Germany,13,5,N
645,0,male,7,4.0,yes,3,14,1,4,2,145,13.40062523,Sonoma,1897.0,Spain,5,7,N
508,0,female,5,15.0,yes,4,14,1,2,2,383,13.63000011,Santa Clara,6121.0,Spain,5,7,N
1603,0,male,5,15.0,no,4,18,4,3,3,145,7.385000229,Sacramento,13.0,England,13,5,N
445,2,female,11,4.0,yes,2,14,2,3,2,383,8.279000282,Tulare,145.0,France,6,2,N
126,0,male,8,15.0,yes,2,18,1,5,4,106,17.50799942,Monterey,7974.0,Germany,5,3,N
1417,0,male,12,10.0,yes,5,14,2,4,2,166,14.06200027,Sonoma,46916.0,France,10,7,N
966,1,male,9,4.0,yes,2,18,6,4,3,166,10.97099972,San Mateo,46916.0,France,5,5,N
182,0,female,5,0.125,yes,4,12,6,5,2,324,10.26399994,Los Angeles,3011.0,Spain,10,5,N
604,0,male,5,7.0,yes,3,20,2,4,2,383,11.61333275,Placer,598.0,France,13,5,N
123,0,female,5,4.0,yes,3,16,4,2,4,106,7.763999939,Los Angeles,18.0,Germany,10,7,N
374,0,female,8,1.5,yes,3,18,5,5,2,106,12.64000034,Placer,3011.0,Germany,10,4,N
535,0,male,11,7.0,yes,3,17,6,4,3,324,15.56725025,Fresno,3011.0,Germany,10,1,N
1178,0,female,8,7.0,yes,4,20,5,3,2,145,9.630000114,Tulare,27.0,Germany,6,5,N
1905,0,female,8,15.0,no,2,20,5,4,3,145,16.32099915,Orange,112.0,Germany,10,4,N
515,0,female,7,15.0,yes,1,16,1,5,2,145,14.22672749,Merced,692.0,Germany,10,6,N
