tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Posterior,BRK125661,0,12,31.0,4.25426601,0.75,Homo sapiens,Native Californian,15850.0,4.1,female,English,0.0,4,2,Carla,0
Premolar,BRK125661,0,8,19.0,4.25426601,0.75,Homo sapiens,Native Californian,300.0,3.5,male,English,1.0,1,2,Cindy,1
Anterior,BRK125666,0,6,27.0,4.94131337,0.25,Homo sapiens,Native Californian,6450.0,3.4,female,English,0.0,2,4,Cleo,1
Posterior,BRK125666,0,6,31.0,4.94131337,0.25,Homo sapiens,Native Californian,16260.0,4.1,female,English,0.0,2,3,Dora,1
Premolar,BRK125666,0,4,19.0,4.94131337,0.25,Homo sapiens,Native Californian,2770.0,4.2,female,English,1.0,3,2,Hilda,0
Anterior,BRK125670,1,10,50.0,4.81608016,0.5,Homo sapiens,Native Californian,800.0,4.3,male,English,0.0,2,4,Isbell,1
Posterior,BRK125670,0,7,64.0,4.81608016,0.5,Homo sapiens,Native Californian,20000.0,4.1,male,English,0.0,3,2,Betsy,0
Premolar,BRK125670,0,6,14.0,4.81608016,0.5,Homo sapiens,Native Californian,730.0,3.4,female,Finnish,0.0,2,4,Alma,0
Anterior,BRK125675,1,12,24.0,5.00397466,0.5,Homo sapiens,Native Californian,99.0,3.5,male,English,0.0,1,3,Inez,1
Posterior,BRK125675,4,12,23.0,5.00397466,0.5,Homo sapiens,Native Californian,5060.0,3.6,male,Chinese,1.0,3,2,Beulah,1
Premolar,BRK125675,0,9,24.0,5.00397466,0.5,Homo sapiens,Native Californian,800.0,3.7,male,Russian,0.0,2,3,Gladys,0
Anterior,BRK125676,0,9,25.0,4.97264041,0.75,Homo sapiens,Native Californian,23040.0,3.0,male,English,1.0,5,3,Camille,0
Posterior,BRK125676,0,12,20.0,4.97264041,0.75,Homo sapiens,Native Californian,6870.0,4.6,male,English,1.0,3,2,Celia,1
Premolar,BRK125676,0,8,20.0,4.97264041,0.75,Homo sapiens,Native Californian,300.0,4.0,male,English,0.0,2,2,Edith,0
Anterior,BRK125678,0,12,59.0,5.44334199,0.75,Homo sapiens,Native Californian,500.0,4.8,female,English,0.0,1,2,Fern,0
Posterior,BRK125678,1,11,30.0,5.44334199,0.75,Homo sapiens,Native Californian,200.0,4.6,female,English,0.0,1,2,Ginger,0
Premolar,BRK125678,2,8,26.0,5.44334199,0.75,Homo sapiens,Native Californian,20430.0,3.4,female,English,0.0,1,3,Agnes,1
Anterior,BRK125679,0,12,25.0,4.31652929,0.75,Homo sapiens,Native Californian,1180.0,4.4,male,English,0.0,3,3,Carmen,1
Posterior,BRK125679,0,12,17.0,4.31652929,0.75,Homo sapiens,Native Californian,6190.0,3.6,male,English,0.0,3,3,Eloise,0
Premolar,BRK125679,0,8,34.0,4.31652929,0.75,Homo sapiens,Native Californian,570.0,3.8,male,English,,1,2,Belle,1
Anterior,BRK125800,0,10,24.0,3.63455838,0.75,Homo sapiens,Native Californian,66.0,3.7,female,English,0.0,1,2,Babe,0
Posterior,BRK125800,0,12,32.0,3.63455838,0.75,Homo sapiens,Native Californian,70.0,4.7,female,English,1.0,1,2,Bob,0
Premolar,BRK125800,0,7,23.0,3.63455838,0.75,Homo sapiens,Native Californian,2700.0,4.5,female,English,0.0,2,3,David,1
Anterior,BRK125802,0,7,32.0,4.97264041,0.75,Homo sapiens,Native Californian,12770.0,5.0,male,English,0.0,3,4,Frederic,1
Posterior,BRK125802,2,11,21.0,4.97264041,0.75,Homo sapiens,Native Californian,2130.0,3.8,female,English,1.0,3,3,Allen,0
Premolar,BRK125802,1,8,24.0,4.97264041,0.75,Homo sapiens,Native Californian,10400.0,4.1,female,English,0.0,3,2,Alicia,1
Anterior,BRK125810,0,12,25.0,4.16980327,0.75,Homo sapiens,Native Californian,410.0,4.3,male,Portuguese,0.0,2,4,Diana,0
Posterior,BRK125810,1,12,40.0,4.16980327,0.75,Homo sapiens,Native Californian,130.0,4.4,female,English,0.0,1,4,Bob,1
Premolar,BRK125810,0,8,26.0,4.16980327,0.75,Homo sapiens,Native Californian,160.0,4.7,female,English,0.0,1,4,Danny,1
Anterior,BRK125811,0,10,21.0,4.62847197,0.75,Homo sapiens,Native Californian,4180.0,3.9,female,English,1.0,3,2,Elena,0
Posterior,BRK125811,0,11,24.0,4.62847197,0.75,Homo sapiens,Native Californian,3020.0,4.8,male,English,0.0,3,4,Gloria,1
Premolar,BRK125811,0,7,42.0,4.62847197,0.75,Homo sapiens,Native Californian,4730.0,4.3,male,English,0.0,1,2,Juan,0
Anterior,BRK125821,0,12,19.0,5.035316,0.75,Homo sapiens,Native Californian,1310.0,4.6,male,Chinese,0.0,2,3,Kate,1
Posterior,BRK125821,0,12,57.0,5.035316,0.75,Homo sapiens,Native Californian,6.0,3.8,female,French,0.0,1,2,Bonnie,0
Premolar,BRK125821,0,8,59.0,5.035316,0.75,Homo sapiens,Native Californian,58.0,5.0,female,English,1.0,1,3,Charley,1
Anterior,BRK125822,0,12,42.0,4.13857528,0.25,Homo sapiens,Native Californian,1.0,4.9,male,English,0.0,1,2,Floyd,0
Posterior,BRK125822,0,12,38.0,4.13857528,0.25,Homo sapiens,Native Californian,4.0,4.6,female,English,0.0,1,2,Florence,1
Premolar,BRK125822,0,8,52.0,4.13857528,0.25,Homo sapiens,Native Californian,290.0,4.6,female,English,0.0,1,3,Chantal,0
Anterior,BRK125827,0,12,19.0,3.48066219,0.75,Homo sapiens,Native Californian,20020.0,5.0,male,English,1.0,4,3,Hugo,1
Posterior,BRK125827,0,12,23.0,3.48066219,0.75,Homo sapiens,Native Californian,230.0,4.6,female,Danish,0.0,1,2,Jerry,0
Premolar,BRK125827,0,8,21.0,3.48066219,0.75,Homo sapiens,Native Californian,3620.0,4.9,female,English,1.0,2,2,Bob,0
Anterior,BRK125832,0,6,22.0,10.4,0.75,Homo sapiens,Native Californian,66730.0,4.0,female,Dutch,0.0,5,3,Andrew,0
Posterior,BRK125832,2,6,31.0,10.4,0.75,Homo sapiens,Native Californian,96.0,3.9,female,English,0.0,3,2,Emily,1
Premolar,BRK125832,0,4,33.0,10.4,0.75,Homo sapiens,Native Californian,1650.0,4.1,female,English,0.0,2,2,Erin,0
Anterior,BRK126049,0,12,27.0,3.75801123,0.5,Homo sapiens,Native Californian,7550.0,2.9,male,English,0.0,3,3,Opal,0
Posterior,BRK126049,0,11,28.0,3.75801123,0.5,Homo sapiens,Native Californian,700.0,2.8,male,English,,2,3,Bertha,1
Premolar,BRK126049,0,8,20.0,3.75801123,0.5,Homo sapiens,Native Californian,8260.0,2.8,female,English,1.0,3,2,Fran,0
Anterior,BRK126054,0,6,22.0,3.05433283,0.25,Homo sapiens,Native Californian,200.0,4.0,male,English,0.0,1,3,Danny,1
Posterior,BRK126054,0,5,33.0,3.05433283,0.25,Homo sapiens,Native Californian,1650.0,3.3,female,German,0.0,2,2,Bonnie,1
Premolar,BRK126054,0,4,19.0,3.05433283,0.25,Homo sapiens,Native Californian,160.0,3.0,female,English,0.0,1,3,Earl,1
Anterior,BRK126076,0,6,21.0,4.81608016,0.5,Homo sapiens,Native Californian,3870.0,3.6,female,Dutch,0.0,2,2,Georges,1
Posterior,BRK126076,0,6,22.0,4.81608016,0.5,Homo sapiens,Native Californian,94.0,3.8,female,English,1.0,3,3,Bret,1
Premolar,BRK126076,0,4,30.0,4.81608016,0.5,Homo sapiens,Native Californian,8130.0,3.9,female,English,0.0,2,2,Floyd,1
Anterior,BRK126087,0,12,58.0,2.50774612,0.5,Homo sapiens,Native Californian,1430.0,4.7,male,English,0.0,1,2,Irene,0
Posterior,BRK126087,0,12,31.0,2.50774612,0.5,Homo sapiens,Native Californian,1260.0,4.7,male,English,1.0,1,4,Lili,1
Premolar,BRK126087,0,8,,2.50774612,0.5,Homo sapiens,Native Californian,250.0,3.9,male,,1.0,1,2,Claudette,0
Anterior,BRK126089,1,12,26.0,3.54750963,0.75,Homo sapiens,Native Californian,4980.0,4.4,female,English,0.0,2,4,Isabel,1
Posterior,BRK126089,3,12,22.0,3.54750963,0.75,Homo sapiens,Native Californian,5.0,3.6,male,Dutch,0.0,1,2,Alex,0
Premolar,BRK126089,0,8,29.0,3.54750963,0.75,Homo sapiens,Native Californian,20510.0,4.2,female,English,0.0,4,2,Charley,1
Anterior,BRK126092,0,12,18.0,5.09801939,0.75,Homo sapiens,Native Californian,12620.0,3.4,male,Portuguese,0.0,2,2,Frances,0
Posterior,BRK126092,0,12,,5.09801939,0.75,Homo sapiens,Native Californian,170.0,4.0,female,,1.0,1,4,Gaston,0
Premolar,BRK126092,1,8,19.0,5.09801939,0.75,Homo sapiens,Native Californian,18590.0,4.2,male,English,0.0,3,3,Ivan,0
Anterior,BRK126094,0,12,52.0,3.42374303,0.75,Homo sapiens,Native Californian,10210.0,4.4,female,English,1.0,3,2,Jeanne,1
Posterior,BRK126094,0,12,13.0,3.42374303,0.75,Homo sapiens,Native Californian,350.0,4.5,male,English,0.0,1,4,Cindy,0
Premolar,BRK126094,0,8,34.0,3.42374303,0.75,Homo sapiens,Native Californian,2650.0,3.2,female,English,0.0,3,2,Dennis,1
Anterior,BRK126100,0,12,19.0,3.08319431,0.25,Homo sapiens,Native Californian,,4.3,male,English,0.0,3,4,Katrina,1
Posterior,BRK126100,4,12,48.0,3.08319431,0.25,Homo sapiens,Native Californian,91.0,3.3,female,English,0.0,1,3,Ophelia,0
Premolar,BRK126100,3,8,35.0,3.08319431,0.25,Homo sapiens,Native Californian,10690.0,3.2,female,English,0.0,3,2,Rita,1
Anterior,BRK126104,0,12,27.0,3.05433283,0.75,Homo sapiens,Native Californian,25960.0,4.1,female,English,1.0,3,3,Wilma,0
Posterior,BRK126104,0,12,28.0,3.05433283,0.75,Homo sapiens,Native Californian,51.0,4.3,female,English,0.0,1,3,Humberto,0
Premolar,BRK126104,0,8,14.0,3.05433283,0.75,Homo sapiens,Native Californian,1110.0,4.5,male,English,0.0,1,2,Dolly,1
Anterior,BRK126107,1,12,12.0,3.05433283,0.25,Homo sapiens,Native Californian,4360.0,3.7,female,English,0.0,2,2,Gustav,0
Posterior,BRK126107,4,12,24.0,3.05433283,0.25,Homo sapiens,Native Californian,20370.0,4.3,male,English,1.0,2,2,Ike,0
Premolar,BRK126107,0,8,20.0,3.05433283,0.25,Homo sapiens,Native Californian,7110.0,4.4,male,English,0.0,1,2,Irene,1
Anterior,BRK126113,0,12,21.0,4.35806278,0.75,Homo sapiens,Native Californian,24000.0,4.2,female,English,1.0,1,3,Isaac,1
Posterior,BRK126113,0,12,28.0,4.35806278,0.75,Homo sapiens,Native Californian,75000.0,4.0,male,English,1.0,2,3,Sandy,0
Premolar,BRK126113,1,8,49.0,4.35806278,0.75,Homo sapiens,Native Californian,1590.0,3.4,female,English,1.0,3,3,Easy,0
Anterior,BRK126117,0,12,22.0,3.48559185,0.25,Homo sapiens,Native Californian,5350.0,4.5,female,Korean,0.0,3,2,King,1
Posterior,BRK126117,0,12,24.0,3.48559185,0.25,Homo sapiens,Native Californian,150.0,3.9,female,English,0.0,1,2,Able,1
Premolar,BRK126117,0,8,51.0,3.48559185,0.25,Homo sapiens,Native Californian,58.0,3.1,male,Italian,0.0,1,2,Barbara,0
Anterior,BRK126118,0,12,26.0,3.54750963,0.25,Homo sapiens,Native Californian,15.0,4.0,female,English,0.0,1,3,Florence,0
Posterior,BRK126118,0,12,29.0,3.54750963,0.25,Homo sapiens,Native Californian,19321.0,3.8,female,English,0.0,3,4,Carol,1
Premolar,BRK126118,1,8,28.0,3.54750963,0.25,Homo sapiens,Native Californian,3230.0,3.4,female,English,0.0,3,3,Edna,1
Anterior,BRK126121,0,12,28.0,4.94131337,0.25,Homo sapiens,Native Californian,24260.0,2.9,male,English,0.0,4,2,Hazel,1
Posterior,BRK126121,1,12,45.0,4.94131337,0.25,Homo sapiens,Native Californian,2030.0,4.5,male,English,0.0,3,4,Connie,0
Premolar,BRK126121,0,8,52.0,4.94131337,0.25,Homo sapiens,Native Californian,14730.0,4.0,female,English,0.0,1,4,Diane,0
Anterior,BRK126124,0,12,23.0,2.81004779,0.75,Homo sapiens,Native Californian,6200.0,3.8,female,Finnish,1.0,3,4,Ione,1
Posterior,BRK126124,0,12,36.0,2.81004779,0.75,Homo sapiens,Native Californian,1540.0,4.3,male,French,0.0,2,2,Flossy,1
Premolar,BRK126124,0,8,,2.81004779,0.75,Homo sapiens,Native Californian,,3.4,female,,0.0,4,4,Audrey,0
Anterior,BRK126125,0,5,54.0,10.0,0.25,Homo sapiens,Native Californian,540.0,3.4,female,English,0.0,3,2,Helene,0
Posterior,BRK126125,3,6,32.0,10.0,0.25,Homo sapiens,Native Californian,430.0,3.3,female,,0.0,1,3,Debra,1
Premolar,BRK126125,2,4,21.0,10.0,0.25,Homo sapiens,Native Californian,510.0,4.3,male,Chinese,0.0,3,2,Gracie,0
Anterior,BRK126243,4,10,36.0,3.16436617,0.75,Homo sapiens,Native Californian,53270.0,4.4,female,French,0.0,4,3,Donna,1
Posterior,BRK126243,8,12,22.0,3.16436617,0.75,Homo sapiens,Native Californian,35.0,4.6,female,English,0.0,1,2,Ethel,0
Premolar,BRK126243,4,8,46.0,3.16436617,0.75,Homo sapiens,Native Californian,15850.0,4.2,male,English,0.0,4,2,Carla,1
Anterior,BRK126244,0,11,18.0,3.45465859,0.75,Homo sapiens,Native Californian,300.0,4.0,female,Chinese,0.0,1,3,Cindy,0
Posterior,BRK126244,0,12,,3.45465859,0.75,Homo sapiens,Native Californian,6450.0,3.3,male,,0.0,2,3,Cleo,0
Premolar,BRK126244,0,8,23.0,3.45465859,0.75,Homo sapiens,Native Californian,16260.0,4.4,male,German,0.0,2,2,Dora,0
Anterior,BRK126247,0,12,24.0,5.44334199,0.25,Homo sapiens,Native Californian,2770.0,2.3,female,English,0.0,3,2,Hilda,0
Posterior,BRK126247,0,12,48.0,5.44334199,0.25,Homo sapiens,Native Californian,800.0,3.5,male,English,0.0,2,3,Isbell,1
Premolar,BRK126247,0,8,27.0,5.44334199,0.25,Homo sapiens,Native Californian,20000.0,4.7,male,Romanian,0.0,3,2,Betsy,0
Anterior,BRK126248,0,12,16.0,3.85801676,0.25,Homo sapiens,Native Californian,730.0,3.9,male,English,0.0,2,2,Alma,0
Posterior,BRK126248,0,12,23.0,3.85801676,0.25,Homo sapiens,Native Californian,99.0,4.0,female,German,0.0,1,3,Inez,0
Premolar,BRK126248,0,8,32.0,3.85801676,0.25,Homo sapiens,Native Californian,5060.0,4.3,male,English,0.0,3,3,Beulah,0
Anterior,BRK126250,0,12,35.0,3.48559185,0.25,Homo sapiens,Native Californian,800.0,3.8,female,English,0.0,2,2,Gladys,0
Posterior,BRK126250,0,11,11.0,3.48559185,0.25,Homo sapiens,Native Californian,23040.0,3.8,male,English,0.0,5,3,Camille,1
Premolar,BRK126250,0,7,50.0,3.48559185,0.25,Homo sapiens,Native Californian,6870.0,4.0,male,English,0.0,3,2,Celia,1
Anterior,BRK126251,0,12,51.0,4.07615043,0.75,Homo sapiens,Native Californian,300.0,4.6,male,,0.0,2,3,Edith,0
Posterior,BRK126251,0,12,16.0,4.07615043,0.75,Homo sapiens,Native Californian,500.0,3.5,male,English,0.0,1,2,Fern,1
Premolar,BRK126251,0,8,25.0,4.07615043,0.75,Homo sapiens,Native Californian,200.0,4.7,male,English,1.0,1,3,Ginger,0
Anterior,BRK126252,0,12,13.0,2.87094128,0.25,Homo sapiens,Native Californian,20430.0,4.2,female,English,1.0,1,2,Agnes,1
Posterior,BRK126252,0,12,21.0,2.87094128,0.25,Homo sapiens,Native Californian,1180.0,3.4,male,English,1.0,3,2,Carmen,1
Premolar,BRK126252,0,8,27.0,2.87094128,0.25,Homo sapiens,Native Californian,6190.0,3.9,female,English,1.0,3,4,Eloise,1
Anterior,BRK126256,0,12,16.0,4.41997173,0.25,Homo sapiens,Native Californian,570.0,4.5,male,English,0.0,1,2,Belle,0
Posterior,BRK126256,0,12,25.0,4.41997173,0.25,Homo sapiens,Native Californian,66.0,4.7,male,English,1.0,1,4,Babe,0
Premolar,BRK126256,0,8,,4.41997173,0.25,Homo sapiens,Native Californian,70.0,3.5,male,,0.0,1,2,Bob,1
Anterior,BRK126259,0,12,45.0,4.22315152,0.25,Homo sapiens,Native Californian,2700.0,3.7,male,English,0.0,2,2,David,1
Posterior,BRK126259,0,11,60.0,4.22315152,0.25,Homo sapiens,Native Californian,12770.0,4.0,male,Spanish,1.0,3,2,Frederic,0
Premolar,BRK126259,0,8,70.0,4.22315152,0.25,Homo sapiens,Native Californian,2130.0,4.1,female,English,0.0,3,4,Allen,1
Anterior,BRK126260,0,12,11.0,4.90999368,0.25,Homo sapiens,Native Californian,10400.0,4.4,female,English,0.0,3,3,Alicia,1
Posterior,BRK126260,1,12,48.0,4.90999368,0.25,Homo sapiens,Native Californian,410.0,4.2,male,English,1.0,2,2,Diana,0
Premolar,BRK126260,0,8,25.0,4.90999368,0.25,Homo sapiens,Native Californian,130.0,4.5,male,English,0.0,1,4,Bob,0
Anterior,BRK126261,0,12,54.0,4.25426601,0.25,Homo sapiens,Native Californian,160.0,3.8,male,English,1.0,1,2,Danny,0
Posterior,BRK126261,0,12,41.0,4.25426601,0.25,Homo sapiens,Native Californian,4180.0,3.1,female,English,0.0,3,4,Elena,1
Premolar,BRK126261,0,8,27.0,4.25426601,0.25,Homo sapiens,Native Californian,3020.0,3.7,male,English,0.0,3,3,Gloria,0
Anterior,BRK126264,0,12,28.0,5.035316,0.25,Homo sapiens,Native Californian,4730.0,3.9,male,English,0.0,1,2,Juan,0
Posterior,BRK126264,0,9,15.0,5.035316,0.25,Homo sapiens,Native Californian,1310.0,4.0,female,English,0.0,2,3,Kate,0
Premolar,BRK126264,0,8,22.0,5.035316,0.25,Homo sapiens,Native Californian,6.0,3.3,female,English,0.0,1,3,Bonnie,0
Anterior,BRK126266,0,12,50.0,4.94131337,0.5,Homo sapiens,Native Californian,58.0,3.1,male,English,0.0,1,2,Charley,0
Posterior,BRK126266,6,12,33.0,4.94131337,0.5,Homo sapiens,Native Californian,1.0,4.0,male,English,1.0,1,2,Floyd,1
Premolar,BRK126266,2,8,20.0,4.94131337,0.5,Homo sapiens,Native Californian,4.0,4.3,male,English,1.0,1,2,Florence,0
Anterior,BRK126271,2,11,21.0,3.20502776,0.5,Homo sapiens,Native Californian,290.0,3.7,female,English,0.0,1,2,Chantal,0
Posterior,BRK126271,4,12,40.0,3.20502776,0.5,Homo sapiens,Native Californian,20020.0,3.4,female,English,0.0,4,3,Hugo,0
Premolar,BRK126271,4,8,50.0,3.20502776,0.5,Homo sapiens,Native Californian,230.0,4.3,female,English,0.0,1,3,Jerry,1
Posterior,BRK126291,1,7,21.0,2.81004779,0.5,Homo sapiens,Native Californian,3620.0,3.7,female,German,1.0,2,3,Bob,0
Anterior,BRK126292,0,12,25.0,4.94131337,0.5,Homo sapiens,Native Californian,66730.0,4.2,male,English,1.0,5,2,Andrew,1
Posterior,BRK126292,0,11,12.0,4.94131337,0.5,Homo sapiens,Native Californian,96.0,2.2,female,English,0.0,3,2,Emily,0
Premolar,BRK126292,0,8,24.0,4.94131337,0.5,Homo sapiens,Native Californian,1650.0,3.0,male,English,0.0,2,2,Erin,1
Anterior,BRK126472,0,12,35.0,3.85801676,0.25,Homo sapiens,Native Californian,7550.0,4.3,male,English,0.0,3,3,Opal,0
Posterior,BRK126472,0,12,45.0,3.85801676,0.25,Homo sapiens,Native Californian,700.0,4.6,female,English,0.0,2,4,Bertha,1
Premolar,BRK126472,0,8,24.0,3.85801676,0.25,Homo sapiens,Native Californian,8260.0,3.5,female,English,0.0,3,3,Fran,0
Anterior,BRK126755,0,7,19.0,3.45465859,0.75,Homo sapiens,Native Californian,200.0,4.6,male,English,0.0,1,2,Danny,1
Posterior,BRK126755,0,9,18.0,3.45465859,0.75,Homo sapiens,Native Californian,1650.0,3.7,male,English,0.0,2,4,Bonnie,1
Premolar,BRK126755,0,6,24.0,3.45465859,0.75,Homo sapiens,Native Californian,160.0,3.8,female,English,0.0,1,4,Earl,0
Anterior,BRK126757,0,12,46.0,4.14023787,0.75,Homo sapiens,Native Californian,3870.0,3.6,female,English,1.0,2,4,Georges,1
Posterior,BRK126757,0,12,16.0,4.14023787,0.75,Homo sapiens,Native Californian,94.0,4.4,male,English,0.0,3,2,Bret,1
Premolar,BRK126757,0,8,,4.14023787,0.75,Homo sapiens,Native Californian,8130.0,4.1,female,,0.0,2,4,Floyd,0
Anterior,BRK126758,0,12,12.0,3.05433283,0.25,Homo sapiens,Native Californian,1430.0,4.3,female,Vietnamese,0.0,1,2,Irene,1
Posterior,BRK126758,0,12,,3.05433283,0.25,Homo sapiens,Native Californian,1260.0,4.0,female,,0.0,1,3,Lili,1
Premolar,BRK126758,0,8,,3.05433283,0.25,Homo sapiens,Native Californian,250.0,4.8,male,Spanish,0.0,1,2,Claudette,0
Anterior,BRK126760,0,10,18.0,3.48559185,0.75,Homo sapiens,Native Californian,4980.0,3.5,male,Swedish,1.0,2,3,Isabel,1
Posterior,BRK126760,0,12,25.0,3.48559185,0.75,Homo sapiens,Native Californian,5.0,3.6,female,English,0.0,1,2,Alex,0
Premolar,BRK126760,0,8,27.0,3.48559185,0.75,Homo sapiens,Native Californian,20510.0,3.8,female,English,0.0,4,2,Charley,1
Anterior,BRK126761,1,12,24.0,4.81608016,0.75,Homo sapiens,Native Californian,12620.0,4.7,female,English,1.0,2,3,Frances,0
Posterior,BRK126761,1,12,,4.81608016,0.75,Homo sapiens,Native Californian,170.0,4.9,male,,0.0,1,3,Gaston,0
Premolar,BRK126761,0,8,30.0,4.81608016,0.75,Homo sapiens,Native Californian,18590.0,4.3,male,English,0.0,3,2,Ivan,1
Anterior,BRK126764,0,12,51.0,2.99309106,0.75,Homo sapiens,Native Californian,10210.0,3.3,female,,0.0,3,2,Jeanne,0
Posterior,BRK126764,0,12,24.0,2.99309106,0.75,Homo sapiens,Native Californian,350.0,3.4,male,English,0.0,1,3,Cindy,0
Premolar,BRK126764,0,8,32.0,2.99309106,0.75,Homo sapiens,Native Californian,2650.0,3.6,male,English,0.0,3,2,Dennis,1
Anterior,BRK126765,0,11,,4.04495405,0.5,Homo sapiens,Native Californian,,4.0,female,,0.0,3,2,Katrina,0
Posterior,BRK126765,1,11,46.0,4.04495405,0.5,Homo sapiens,Native Californian,91.0,3.9,male,English,0.0,1,3,Ophelia,0
Premolar,BRK126765,0,8,22.0,4.04495405,0.5,Homo sapiens,Native Californian,10690.0,4.3,male,Dutch,0.0,3,3,Rita,1
Anterior,BRK126766,0,12,21.0,3.54750963,0.75,Homo sapiens,Native Californian,25960.0,3.3,male,Other,0.0,3,2,Wilma,0
Posterior,BRK126766,0,12,20.0,3.54750963,0.75,Homo sapiens,Native Californian,51.0,3.7,male,Chinese,0.0,1,3,Humberto,1
Premolar,BRK126766,0,8,52.0,3.54750963,0.75,Homo sapiens,Native Californian,1110.0,3.6,female,English,0.0,1,2,Dolly,0
Anterior,BRK126767,0,12,41.0,4.06776118,0.75,Homo sapiens,Native Californian,4360.0,4.4,male,English,0.0,2,3,Gustav,1
Posterior,BRK126767,0,12,37.0,4.06776118,0.75,Homo sapiens,Native Californian,20370.0,4.0,male,English,0.0,2,2,Ike,1
Premolar,BRK126767,0,8,16.0,4.06776118,0.75,Homo sapiens,Native Californian,7110.0,2.1,female,German,0.0,1,3,Irene,0
Anterior,BRK126768,1,11,26.0,5.06666429,0.25,Homo sapiens,Native Californian,24000.0,3.2,female,English,0.0,1,2,Isaac,1
Posterior,BRK126768,6,10,21.0,5.06666429,0.25,Homo sapiens,Native Californian,75000.0,3.5,male,English,0.0,2,2,Sandy,1
Premolar,BRK126768,1,7,20.0,5.06666429,0.25,Homo sapiens,Native Californian,1590.0,4.1,female,English,1.0,3,4,Easy,0
Anterior,BRK126773,0,12,50.0,5.44334199,0.75,Homo sapiens,Native Californian,5350.0,4.6,female,English,0.0,3,2,King,1
Posterior,BRK126773,5,12,21.0,5.44334199,0.75,Homo sapiens,Native Californian,150.0,3.8,female,Russian,0.0,1,4,Able,0
Premolar,BRK126773,0,8,47.0,5.44334199,0.75,Homo sapiens,Native Californian,58.0,3.8,male,Romanian,0.0,1,2,Barbara,1
Anterior,BRK126774,1,12,33.0,2.93195822,0.25,Homo sapiens,Native Californian,15.0,3.8,female,Standard_Hindi,0.0,1,2,Florence,0
Posterior,BRK126774,4,12,49.0,2.93195822,0.25,Homo sapiens,Native Californian,19321.0,4.2,female,English,0.0,3,2,Carol,1
Premolar,BRK126774,3,8,57.0,2.93195822,0.25,Homo sapiens,Native Californian,3230.0,3.9,female,French,0.0,3,4,Edna,0
Anterior,BRK126776,1,12,30.0,5.31768598,0.5,Homo sapiens,Native Californian,24260.0,4.5,female,English,0.0,4,3,Hazel,0
Posterior,BRK126776,2,12,14.0,5.31768598,0.5,Homo sapiens,Native Californian,2030.0,4.5,female,English,0.0,3,2,Connie,1
Premolar,BRK126776,0,8,21.0,5.31768598,0.5,Homo sapiens,Native Californian,14730.0,4.4,female,English,0.0,1,4,Diane,0
Anterior,HTB0802,0,12,,6.474995012,1.0,Papio,East Africa,6200.0,4.4,male,,0.0,3,2,Ione,0
Posterior,HTB0802,0,12,19.0,6.474995012,1.0,Papio,East Africa,1540.0,4.4,female,English,0.0,2,4,Flossy,1
Premolar,HTB0802,0,8,19.0,6.474995012,1.0,Papio,East Africa,,4.5,female,English,0.0,4,3,Audrey,0
Anterior,HTB0828,0,12,33.0,2.429595478,1.0,Papio,South Africa,540.0,4.3,male,English,1.0,3,2,Helene,0
Posterior,HTB0828,0,12,19.0,2.429595478,1.0,Papio,South Africa,430.0,4.6,male,English,0.0,1,3,Debra,0
Premolar,HTB0828,0,8,13.0,2.429595478,1.0,Papio,South Africa,510.0,4.8,male,English,0.0,3,3,Gracie,0
Anterior,HTB0890,0,12,,3.21217946,1.0,Papio,East Africa,53270.0,4.3,male,,1.0,4,2,Donna,0
Posterior,HTB0890,0,12,26.0,3.21217946,1.0,Papio,East Africa,35.0,4.0,male,Dutch,,1,2,Ethel,1
Premolar,HTB0890,0,8,55.0,3.21217946,1.0,Papio,East Africa,15850.0,4.0,male,English,0.0,4,2,Carla,1
Anterior,HTB0900,0,12,42.0,2.72587272,1.0,Papio,East Africa,300.0,3.9,male,English,1.0,1,2,Cindy,1
Posterior,HTB0900,0,12,22.0,2.72587272,1.0,Papio,East Africa,6450.0,3.3,male,English,0.0,2,3,Cleo,1
Premolar,HTB0900,0,8,57.0,2.72587272,1.0,Papio,East Africa,16260.0,4.5,male,English,1.0,2,3,Dora,0
Anterior,HTB1025,1,12,33.0,3.35840919,1.0,Papio,East Africa,2770.0,4.5,female,German,0.0,3,3,Hilda,0
Posterior,HTB1025,0,12,20.0,3.35840919,1.0,Papio,East Africa,800.0,4.5,male,English,0.0,2,2,Isbell,0
Premolar,HTB1025,1,8,33.0,3.35840919,1.0,Papio,East Africa,20000.0,2.5,female,English,1.0,3,2,Betsy,0
Anterior,HTB1027,0,12,22.0,3.35840919,0.0,Papio,East Africa,730.0,4.3,female,English,0.0,2,2,Alma,1
Posterior,HTB1027,0,12,,3.35840919,0.0,Papio,East Africa,99.0,4.5,female,,0.0,1,3,Inez,1
Premolar,HTB1027,0,8,19.0,3.35840919,0.0,Papio,East Africa,5060.0,4.7,male,English,1.0,3,4,Beulah,1
Anterior,HTB1028,0,12,21.0,2.43523526,0.0,Papio,East Africa,800.0,3.5,female,Swedish,0.0,2,3,Gladys,1
Posterior,HTB1028,0,12,17.0,2.43523526,0.0,Papio,East Africa,23040.0,4.5,male,,0.0,5,2,Camille,1
