sockets,prob_male,genus,age,pop,num_amtl,stdev_age,tooth_class,specimen
Premolar,BRK126292,-0.9411220959249583,8,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
Anterior,BRK126472,-0.44856420802835434,12,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Posterior,BRK126472,0.4523339506431387,12,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Premolar,BRK126472,-1.5657590721805144,8,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Anterior,BRK126755,0.6374709026511215,7,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Posterior,BRK126755,-0.5387713176177432,9,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Premolar,BRK126755,1.1478126607335635,6,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Anterior,BRK126757,-2.3942603049004716,12,31.6549759,4.14023787,0.75,Homo sapiens,Native Californian
Posterior,BRK126757,-0.7865657751041687,12,31.6549759,4.14023787,0.75,Homo sapiens,Native Californian
Premolar,BRK126757,-1.686468151234102,8,31.6549759,4.14023787,0.75,Homo sapiens,Native Californian
Anterior,BRK126758,-0.8262294663639526,12,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Posterior,BRK126758,0.24766590110894313,12,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Premolar,BRK126758,-0.1792266254497549,8,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Anterior,BRK126760,-0.25337756894801494,10,26.2982048,3.48559185,0.75,Homo sapiens,Native Californian
Posterior,BRK126760,-0.1591848713800608,12,26.2982048,3.48559185,0.75,Homo sapiens,Native Californian
Premolar,BRK126760,0.20338824061994343,8,26.2982048,3.48559185,0.75,Homo sapiens,Native Californian
Anterior,BRK126761,-1.0085360419431078,12,35.8000964,4.81608016,0.75,Homo sapiens,Native Californian
Posterior,BRK126761,0.7068496408990508,12,35.8000964,4.81608016,0.75,Homo sapiens,Native Californian
Premolar,BRK126761,0.6626659703854839,8,35.8000964,4.81608016,0.75,Homo sapiens,Native Californian
Anterior,BRK126764,0.385037937656101,12,23.2371928,2.99309106,0.75,Homo sapiens,Native Californian
Posterior,BRK126764,0.5565334427512632,12,23.2371928,2.99309106,0.75,Homo sapiens,Native Californian
Premolar,BRK126764,0.2964180008086595,8,23.2371928,2.99309106,0.75,Homo sapiens,Native Californian
Anterior,BRK126765,2.0350733027310675,11,29.7418434,4.04495405,0.5,Homo sapiens,Native Californian
Posterior,BRK126765,-0.0870941710525099,11,29.7418434,4.04495405,0.5,Homo sapiens,Native Californian
Premolar,BRK126765,-0.30708321833457675,8,29.7418434,4.04495405,0.5,Homo sapiens,Native Californian
Anterior,BRK126766,-0.7535275803573779,12,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Posterior,BRK126766,-1.0322626705778368,12,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Premolar,BRK126766,-1.2444717876010754,8,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Anterior,BRK126767,-0.8887973132309185,12,31.2085783,4.06776118,0.75,Homo sapiens,Native Californian
Posterior,BRK126767,-0.07068038165207131,12,31.2085783,4.06776118,0.75,Homo sapiens,Native Californian
Premolar,BRK126767,0.3342951284977145,8,31.2085783,4.06776118,0.75,Homo sapiens,Native Californian
Anterior,BRK126768,0.051142058552161786,11,37.3306024,5.06666429,0.25,Homo sapiens,Native Californian
Posterior,BRK126768,-0.765535277429713,10,37.3306024,5.06666429,0.25,Homo sapiens,Native Californian
Premolar,BRK126768,0.9001845640199633,7,37.3306024,5.06666429,0.25,Homo sapiens,Native Californian
Anterior,BRK126773,0.7394126723009475,12,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Posterior,BRK126773,-0.159648307422017,12,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Premolar,BRK126773,-0.652916144664712,8,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Anterior,BRK126774,0.5484279208297995,12,22.8545663,2.93195822,0.25,Homo sapiens,Native Californian
Posterior,BRK126774,0.18797358748610446,12,22.8545663,2.93195822,0.25,Homo sapiens,Native Californian
Premolar,BRK126774,-1.4481272594150476,8,22.8545663,2.93195822,0.25,Homo sapiens,Native Californian
Anterior,BRK126776,-0.0679802559844049,12,38.8611084,5.31768598,0.5,Homo sapiens,Native Californian
Posterior,BRK126776,0.26203581207438104,12,38.8611084,5.31768598,0.5,Homo sapiens,Native Californian
Premolar,BRK126776,-0.8996947864877538,8,38.8611084,5.31768598,0.5,Homo sapiens,Native Californian
Anterior,HTB0802,0.189843392837443,12,14.23,6.474995012,1.0,Papio,East Africa
Posterior,HTB0802,-1.4548224852577891,12,14.23,6.474995012,1.0,Papio,East Africa
Premolar,HTB0802,1.3361861000121709,8,14.23,6.474995012,1.0,Papio,East Africa
Anterior,HTB0828,1.2479499850594318,12,9.18292308,2.429595478,1.0,Papio,South Africa
Posterior,HTB0828,-0.25251733430296475,12,9.18292308,2.429595478,1.0,Papio,South Africa
Premolar,HTB0828,0.36345433783907316,8,9.18292308,2.429595478,1.0,Papio,South Africa
Anterior,HTB0890,-2.409921965799875,12,17.8945,3.21217946,1.0,Papio,East Africa
Posterior,HTB0890,-1.1563476602653329,12,17.8945,3.21217946,1.0,Papio,East Africa
Premolar,HTB0890,-0.2937789201521298,8,17.8945,3.21217946,1.0,Papio,East Africa
Anterior,HTB0900,-1.0721330214268592,12,15.3185476,2.72587272,1.0,Papio,East Africa
Posterior,HTB0900,0.7143964826306588,12,15.3185476,2.72587272,1.0,Papio,East Africa
Premolar,HTB0900,1.997296530747994,8,15.3185476,2.72587272,1.0,Papio,East Africa
Anterior,HTB1025,-1.176614719429302,12,18.6672857,3.35840919,1.0,Papio,East Africa
Posterior,HTB1025,-0.8374634040851927,12,18.6672857,3.35840919,1.0,Papio,East Africa
Premolar,HTB1025,0.23544836830993032,8,18.6672857,3.35840919,1.0,Papio,East Africa
Anterior,HTB1027,1.6111161484996208,12,18.6672857,3.35840919,0.0,Papio,East Africa
Posterior,HTB1027,-1.2223743125399031,12,18.6672857,3.35840919,0.0,Papio,East Africa
Premolar,HTB1027,0.24903612230694197,8,18.6672857,3.35840919,0.0,Papio,East Africa
Anterior,HTB1028,1.8212988508131087,12,13.7729762,2.43523526,0.0,Papio,East Africa
Posterior,HTB1028,-1.6517591481792673,12,13.7729762,2.43523526,0.0,Papio,East Africa
Premolar,HTB1028,-1.281069206845832,8,13.7729762,2.43523526,0.0,Papio,East Africa
Anterior,HTB1043,-0.42360660646083825,12,16.0913333,2.87155209,1.0,Papio,East Africa
Posterior,HTB1043,-0.520588412855411,12,16.0913333,2.87155209,1.0,Papio,East Africa
Premolar,HTB1043,0.8126012877536446,8,16.0913333,2.87155209,1.0,Papio,East Africa
Anterior,HTB1151,0.24165971982083806,12,13.515381,2.38690817,1.0,Papio,East Africa
Posterior,HTB1151,-1.7749620596421283,12,13.515381,2.38690817,1.0,Papio,East Africa
Premolar,HTB1151,0.5154104029008109,8,13.515381,2.38690817,1.0,Papio,East Africa
Anterior,HTB1152,-0.5775388873556505,12,13.2577857,2.33861853,1.0,Papio,East Africa
Posterior,HTB1152,1.274447216941239,12,13.2577857,2.33861853,1.0,Papio,East Africa
Premolar,HTB1152,-0.6275875364369197,8,13.2577857,2.33861853,1.0,Papio,East Africa
Anterior,HTB1153,-0.6366152831022357,6,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,HTB1153,0.5411316108045314,6,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,HTB1153,0.7629264823369366,4,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,HTB1154,0.4480993639362036,12,15.0609524,2.67736152,1.0,Papio,East Africa
Posterior,HTB1154,-1.6855973173848082,12,15.0609524,2.67736152,1.0,Papio,East Africa
Premolar,HTB1154,0.5380344399282511,8,15.0609524,2.67736152,1.0,Papio,East Africa
Anterior,HTB1212,-1.034308051674399,12,11.167,4.778975048,1.0,Papio,Central Africa
Posterior,HTB1212,0.2352761115882635,12,11.167,4.778975048,1.0,Papio,Central Africa
Premolar,HTB1212,-1.4237344353990602,8,11.167,4.778975048,1.0,Papio,Central Africa
Anterior,HTB1214,0.44632214754306365,12,14.8033571,2.62887685,1.0,Papio,East Africa
Posterior,HTB1214,-0.8065989043073726,12,14.8033571,2.62887685,1.0,Papio,East Africa
Premolar,HTB1214,-1.2826346502605217,8,14.8033571,2.62887685,1.0,Papio,East Africa
Anterior,HTB1215,0.7138201364823995,12,12.7010476,2.18171291,1.0,Papio,East Africa
Posterior,HTB1215,0.2416445216767513,12,12.7010476,2.18171291,1.0,Papio,East Africa
Premolar,HTB1215,-0.6139768013928971,8,12.7010476,2.18171291,1.0,Papio,East Africa
Anterior,HTB1216,1.4511788490210642,12,17.6369048,3.16346606,1.0,Papio,East Africa
Posterior,HTB1216,-0.44065242156974244,12,17.6369048,3.16346606,1.0,Papio,East Africa
Premolar,HTB1216,0.03210767397093466,8,17.6369048,3.16346606,1.0,Papio,East Africa
Anterior,HTB1217,0.2689134476786009,11,16.6065238,2.96878123,1.0,Papio,East Africa
Posterior,HTB1217,-0.6196659341286136,12,16.6065238,2.96878123,1.0,Papio,East Africa
Premolar,HTB1217,0.47113629339992935,8,16.6065238,2.96878123,1.0,Papio,East Africa
Anterior,HTB1218,-0.5334523471647244,12,13.7729762,2.43523526,1.0,Papio,East Africa
Posterior,HTB1218,-0.4116383222162092,12,13.7729762,2.43523526,1.0,Papio,East Africa
Premolar,HTB1218,1.362642639803341,8,13.7729762,2.43523526,1.0,Papio,East Africa
Anterior,HTB1219,-1.040586052512433,12,15.7921905,2.76002868,1.0,Papio,East Africa
Posterior,HTB1219,-2.41278033092949,12,15.7921905,2.76002868,1.0,Papio,East Africa
Premolar,HTB1219,1.6109369950118944,8,15.7921905,2.76002868,1.0,Papio,East Africa
Anterior,HTB1220,2.549327952607003,12,15.5761429,2.77440906,1.0,Papio,East Africa
Posterior,HTB1220,-0.40526926544933184,12,15.5761429,2.77440906,1.0,Papio,East Africa
Premolar,HTB1220,-1.9368380406201853,8,15.5761429,2.77440906,1.0,Papio,East Africa
Anterior,HTB1221,-0.31048397619594376,12,17.6369048,3.16346606,1.0,Papio,East Africa
Posterior,HTB1221,-0.2862229498406692,12,17.6369048,3.16346606,1.0,Papio,East Africa
Premolar,HTB1221,-0.18992384102225704,8,17.6369048,3.16346606,1.0,Papio,East Africa
Anterior,HTB1222,-1.1133880419218483,12,14.8033571,2.62887685,0.0,Papio,East Africa
Posterior,HTB1222,0.5795611424764774,12,14.8033571,2.62887685,0.0,Papio,East Africa
Premolar,HTB1222,0.5245073752860862,8,14.8033571,2.62887685,0.0,Papio,East Africa
Anterior,HTB1223,-1.4944056198193065,12,16.0913333,2.87155209,1.0,Papio,East Africa
Posterior,HTB1223,0.6991967316948878,12,16.0913333,2.87155209,1.0,Papio,East Africa
Premolar,HTB1223,2.052684981945891,8,16.0913333,2.87155209,1.0,Papio,East Africa
Anterior,HTB1225,0.17196033243705985,12,16.307381,2.85690736,1.0,Papio,East Africa
Posterior,HTB1225,-0.33732516206850605,12,16.307381,2.85690736,1.0,Papio,East Africa
Premolar,HTB1225,-0.1420032144075213,8,16.307381,2.85690736,1.0,Papio,East Africa
Anterior,HTB1226,0.6152567669685612,12,14.2881667,2.53199324,1.0,Papio,East Africa
Posterior,HTB1226,-1.7306716055072182,12,14.2881667,2.53199324,1.0,Papio,East Africa
Premolar,HTB1226,0.16439070297730224,8,14.2881667,2.53199324,1.0,Papio,East Africa
Anterior,HTB1426,-0.3904639494628101,12,17.204185,3.2920468,0.0,Pan,Ebolwa
Posterior,HTB1426,1.8478250129560454,12,17.204185,3.2920468,0.0,Pan,Ebolwa
Premolar,HTB1426,-0.17417273380495787,8,17.204185,3.2920468,0.0,Pan,Ebolwa
Anterior,HTB1497,1.6678876111195198,11,11.454619,2.00186723,1.0,Papio,East Africa
Posterior,HTB1497,-1.1037406977820072,12,11.454619,2.00186723,1.0,Papio,East Africa
Premolar,HTB1497,0.5872591668027922,8,11.454619,2.00186723,1.0,Papio,East Africa
Anterior,HTB1503,0.3194002637912288,12,11.9698095,2.09782262,0.0,Papio,East Africa
Posterior,HTB1503,-0.8690472478647824,12,11.9698095,2.09782262,0.0,Papio,East Africa
Premolar,HTB1503,0.17739611463694044,8,11.9698095,2.09782262,0.0,Papio,East Africa
Anterior,HTB1701,1.2125188368316004,12,26.2620552,5.35897499,0.0,Pan,French Cameroons
Posterior,HTB1701,-0.3237917042866007,12,26.2620552,5.35897499,0.0,Pan,French Cameroons
Premolar,HTB1701,-1.6919626491697632,8,26.2620552,5.35897499,0.0,Pan,French Cameroons
Anterior,HTB1703,-0.01756282647744591,12,20.5137914,4.0457765,0.0,Pan,French Cameroons
Posterior,HTB1703,-0.9024230947925126,12,20.5137914,4.0457765,0.0,Pan,French Cameroons
Premolar,HTB1703,-0.3423409386638824,8,20.5137914,4.0457765,0.0,Pan,French Cameroons
Anterior,HTB1706,-0.08158776968512098,12,17.3783748,3.33164782,0.0,Pan,Ebolwa
Posterior,HTB1706,-1.7056522160155172,12,17.3783748,3.33164782,0.0,Pan,Ebolwa
Premolar,HTB1706,-1.615658339320678,7,17.3783748,3.33164782,0.0,Pan,Ebolwa
Anterior,HTB1707,0.48206683552552526,12,17.3783748,3.33164782,0.0,Pan,Ebolwa
Posterior,HTB1707,-0.5227186961696804,9,17.3783748,3.33164782,0.0,Pan,Ebolwa
Premolar,HTB1707,-2.564744341820567,7,17.3783748,3.33164782,0.0,Pan,Ebolwa
Anterior,HTB1708,0.7848440366081351,12,21.5589303,4.28424336,0.0,Pan,Ebolwa
Posterior,HTB1708,0.27236975527423984,12,21.5589303,4.28424336,0.0,Pan,Ebolwa
Premolar,HTB1708,-0.713874824036484,8,21.5589303,4.28424336,0.0,Pan,Ebolwa
Anterior,HTB1713,-1.3168302110582415,12,20.5137914,4.0457765,0.0,Pan,Ebolwa
Posterior,HTB1713,0.8358078963143372,12,20.5137914,4.0457765,0.0,Pan,Ebolwa
Premolar,HTB1713,0.3493506225604296,8,20.5137914,4.0457765,0.0,Pan,Ebolwa
Anterior,HTB1718,2.3826022826840734,12,18.075134,3.49014071,0.0,Pan,Ebolwa
Posterior,HTB1718,0.42018859872493736,12,18.075134,3.49014071,0.0,Pan,Ebolwa
Premolar,HTB1718,0.3877031412620148,8,18.075134,3.49014071,0.0,Pan,Ebolwa
Anterior,HTB1719,-0.16692793010856513,11,24.9556316,5.06022442,0.0,Pan,Ebolwa
Posterior,HTB1719,0.816775867200791,11,24.9556316,5.06022442,0.0,Pan,Ebolwa
Premolar,HTB1719,0.6250852012481537,8,24.9556316,5.06022442,0.0,Pan,Ebolwa
Anterior,HTB1720,1.251725008565195,12,11.630111,2.03288089,0.0,Pan,Ebolwa
Posterior,HTB1720,-0.5213229186372847,12,11.630111,2.03288089,0.0,Pan,Ebolwa
Premolar,HTB1720,-0.4354074729439623,8,11.630111,2.03288089,0.0,Pan,Ebolwa
Anterior,HTB1721,-0.4791031709119801,12,18.4235137,3.56943631,0.0,Pan,Ebolwa
Posterior,HTB1721,0.7908017211789892,12,18.4235137,3.56943631,0.0,Pan,Ebolwa
Premolar,HTB1721,1.498374440296732,8,18.4235137,3.56943631,0.0,Pan,Ebolwa
Anterior,HTB1722,-0.45884049314930064,12,20.6879812,4.08550898,0.0,Pan,Ebolwa
Posterior,HTB1722,-0.42477372779309125,12,20.6879812,4.08550898,0.0,Pan,Ebolwa
Premolar,HTB1722,0.3140772238697992,8,20.6879812,4.08550898,0.0,Pan,Ebolwa
Anterior,HTB1723,-0.24576150001290142,12,24.6943469,5.00049123,0.0,Pan,Ebolwa
Posterior,HTB1723,0.95205365313989,12,24.6943469,5.00049123,0.0,Pan,Ebolwa
Premolar,HTB1723,-2.2517772906190467,8,24.6943469,5.00049123,0.0,Pan,Ebolwa
Anterior,HTB1724,-0.8267050469168946,12,18.4235137,3.56943631,0.0,Pan,Ebolwa
Posterior,HTB1724,-0.7824163339614458,12,18.4235137,3.56943631,0.0,Pan,Ebolwa
Premolar,HTB1724,-2.320356012386145,8,18.4235137,3.56943631,0.0,Pan,Ebolwa
Anterior,HTB1726,-0.9636384443688041,12,25.6120692,4.90072026,0.0,Pan,Ebolwa
Posterior,HTB1726,-0.9151561158459262,12,25.6120692,4.90072026,0.0,Pan,Ebolwa
Premolar,HTB1726,-0.20110465451883033,8,25.6120692,4.90072026,0.0,Pan,Ebolwa
Anterior,HTB1735,1.1129658916602636,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Posterior,HTB1735,-0.24506065119070236,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Premolar,HTB1735,-1.0308137202711538,8,18.9460831,3.68843519,0.0,Pan,Ebolwa
Anterior,HTB1737,-0.056954541213528984,12,27.8297635,5.71763847,0.0,Pan,Ebolwa
Posterior,HTB1737,1.0491736214413494,9,27.8297635,5.71763847,0.0,Pan,Ebolwa
Premolar,HTB1737,-0.9759588161149049,7,27.8297635,5.71763847,0.0,Pan,Ebolwa
Anterior,HTB1738,-0.9105748839214486,12,19.4686525,3.80749511,0.0,Pan,Ebolwa
Posterior,HTB1738,0.5585489592742234,12,19.4686525,3.80749511,0.0,Pan,Ebolwa
Premolar,HTB1738,-0.22153611573080054,8,19.4686525,3.80749511,0.0,Pan,Ebolwa
Anterior,HTB1739,0.6474846907094743,12,21.0363609,4.16498874,0.0,Pan,Ebolwa
Posterior,HTB1739,-0.013646791795296761,12,21.0363609,4.16498874,0.0,Pan,Ebolwa
Premolar,HTB1739,0.701663648089567,8,21.0363609,4.16498874,0.0,Pan,Ebolwa
Anterior,HTB1741,-1.0350781140406409,12,28.352333,5.83722718,0.0,Pan,Ebolwa
Posterior,HTB1741,-0.01208465078826744,12,28.352333,5.83722718,0.0,Pan,Ebolwa
Premolar,HTB1741,-0.21069001436315682,8,28.352333,5.83722718,0.0,Pan,Ebolwa
Anterior,HTB1744,-1.2158909241041307,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Posterior,HTB1744,-1.5634779478686884,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Premolar,HTB1744,0.6857490352746618,8,19.991222,3.92661051,0.0,Pan,Ebolwa
Anterior,HTB1745,-0.3509523822179781,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Posterior,HTB1745,-1.0222802816473295,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Premolar,HTB1745,-0.09617893692333225,8,18.9460831,3.68843519,0.0,Pan,Ebolwa
Anterior,HTB1748,1.1280188573493026,12,33.5780273,7.03383117,0.0,Pan,Ebolwa
Posterior,HTB1748,-2.280737845371923,11,33.5780273,7.03383117,0.0,Pan,Ebolwa
Premolar,HTB1748,-1.4966386899033264,8,33.5780273,7.03383117,0.0,Pan,Ebolwa
Anterior,HTB1758,-0.9228864418952676,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Posterior,HTB1758,1.461178866720329,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Premolar,HTB1758,0.2825869829192965,8,19.991222,3.92661051,0.0,Pan,Ebolwa
Anterior,HTB1768,0.7673172404612268,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Posterior,HTB1768,-1.1401609191262305,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Premolar,HTB1768,-1.1195358752705262,8,19.991222,3.92661051,0.0,Pan,Ebolwa
Anterior,HTB1775,0.4478137167227104,11,26.1346386,5.01978364,0.0,Pan,French Cameroons
Posterior,HTB1775,0.05827433093544655,12,26.1346386,5.01978364,0.0,Pan,French Cameroons
Premolar,HTB1775,0.5487388188641266,7,26.1346386,5.01978364,0.0,Pan,French Cameroons
Anterior,HTB1791,-0.18767099092845213,12,21.5589303,4.28424336,0.0,Pan,Ebolwa
Posterior,HTB1791,0.278143726454627,12,21.5589303,4.28424336,0.0,Pan,Ebolwa
Premolar,HTB1791,0.15811908490510918,8,21.5589303,4.28424336,0.0,Pan,Ebolwa
Anterior,HTB1882,0.7777673890849254,12,17.3783748,3.33164782,0.0,Pan,Ebolwa
Posterior,HTB1882,0.8070082819444706,12,17.3783748,3.33164782,0.0,Pan,Ebolwa
Premolar,HTB1882,-1.6198719943917699,8,17.3783748,3.33164782,0.0,Pan,Ebolwa
Anterior,HTB1888,-2.2472685553408556,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Posterior,HTB1888,1.0017453976515072,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Premolar,HTB1888,1.1877250932619365,8,28.352333,5.83722718,0.0,Pan,French Cameroons
Anterior,HTB1889,-1.0206230195133374,12,29.1361871,6.01663882,0.0,Pan,French Cameroons
Posterior,HTB1889,-1.8598354065456286,12,29.1361871,6.01663882,0.0,Pan,French Cameroons
Premolar,HTB1889,0.09903482100720092,8,29.1361871,6.01663882,0.0,Pan,French Cameroons
Anterior,HTB1890,0.9308382263505294,12,20.5137914,4.0457765,0.0,Pan,French Cameroons
Posterior,HTB1890,1.7975945224343146,12,20.5137914,4.0457765,0.0,Pan,French Cameroons
Premolar,HTB1890,0.516297572101451,8,20.5137914,4.0457765,0.0,Pan,French Cameroons
Anterior,HTB1903,-0.37171669658569495,12,22.0814997,4.40353691,0.0,Pan,French Cameroons
Posterior,HTB1903,-0.8931306215848627,12,22.0814997,4.40353691,0.0,Pan,French Cameroons
Premolar,HTB1903,0.011451291670654416,8,22.0814997,4.40353691,0.0,Pan,French Cameroons
Anterior,HTB1956,-0.2992647038852564,12,29.9200413,6.19608209,0.0,Pan,French Cameroons
Posterior,HTB1956,-1.0150679057288161,12,29.9200413,6.19608209,0.0,Pan,French Cameroons
Premolar,HTB1956,2.0487556508632867,8,29.9200413,6.19608209,0.0,Pan,French Cameroons
Anterior,HTB1957,1.785168402072131,12,23.5217914,4.42495725,0.0,Pan,French Cameroons
Posterior,HTB1957,1.1360486835554284,12,23.5217914,4.42495725,0.0,Pan,French Cameroons
Premolar,HTB1957,-0.9208503978091276,8,23.5217914,4.42495725,0.0,Pan,French Cameroons
Anterior,HTB1958,0.8550193242972788,12,32.010319,6.67473274,0.0,Pan,French Cameroons
Posterior,HTB1958,0.6396264094979018,12,32.010319,6.67473274,0.0,Pan,French Cameroons
Premolar,HTB1958,0.44254562420405297,8,32.010319,6.67473274,0.0,Pan,French Cameroons
Anterior,HTB1959,1.2496652670437771,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Posterior,HTB1959,0.6353711428612774,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Premolar,HTB1959,0.7400142363043355,8,28.352333,5.83722718,0.0,Pan,French Cameroons
Anterior,HTB2001,0.6369062833722101,12,17.9009442,3.45050478,0.0,Pan,French Cameroons
Posterior,HTB2001,0.3407914080021059,12,17.9009442,3.45050478,0.0,Pan,French Cameroons
Premolar,HTB2001,-1.7836111297141835,8,17.9009442,3.45050478,0.0,Pan,French Cameroons
Anterior,HTB2026,0.08362107741055723,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Posterior,HTB2026,-0.5561919588491252,12,19.991222,3.92661051,0.0,Pan,Ebolwa
Premolar,HTB2026,-1.2798409576400205,8,19.991222,3.92661051,0.0,Pan,Ebolwa
Anterior,HTB2027,1.681816619300824,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Posterior,HTB2027,1.7289953408857035,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Premolar,HTB2027,1.359220600295612,8,18.9460831,3.68843519,0.0,Pan,Ebolwa
Anterior,HTB2032,0.2552134168558746,12,17.6396595,3.39106649,0.0,Pan,Ebolwa
Posterior,HTB2032,1.3506251209526567,12,17.6396595,3.39106649,0.0,Pan,Ebolwa
Premolar,HTB2032,0.012053180601825543,8,17.6396595,3.39106649,0.0,Pan,Ebolwa
Anterior,HTB2033,0.20279727689777938,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Posterior,HTB2033,-1.093471370461983,12,18.9460831,3.68843519,0.0,Pan,Ebolwa
Premolar,HTB2033,0.39699130449884,8,18.9460831,3.68843519,0.0,Pan,Ebolwa
Anterior,HTB2034,0.0603859284244171,12,19.4686525,3.80749511,0.0,Pan,Ebolwa
Posterior,HTB2034,-1.3026521168344645,12,19.4686525,3.80749511,0.0,Pan,Ebolwa
Premolar,HTB2034,-0.051197111816596905,8,19.4686525,3.80749511,0.0,Pan,Ebolwa
Anterior,HTB2747,-0.07972956385680847,12,43.6407147,9.02231946,0.0,Pan,French Cameroons
Posterior,HTB2747,1.79756116664464,12,43.6407147,9.02231946,0.0,Pan,French Cameroons
Premolar,HTB2747,0.8942133285134095,8,43.6407147,9.02231946,0.0,Pan,French Cameroons
Anterior,HTB2748,0.011445439091466015,12,17.3783748,3.33164782,0.0,Pan,French Cameroons
Posterior,HTB2748,0.248787309801083,12,17.3783748,3.33164782,0.0,Pan,French Cameroons
Premolar,HTB2748,0.044212378104198057,8,17.3783748,3.33164782,0.0,Pan,French Cameroons
Anterior,HTB2751,-0.20291398479554773,12,32.5328885,6.79442263,0.0,Pan,French Cameroons
Posterior,HTB2751,-1.0824271973882869,10,32.5328885,6.79442263,0.0,Pan,French Cameroons
Premolar,HTB2751,-0.15105187760692926,8,32.5328885,6.79442263,0.0,Pan,French Cameroons
Anterior,HTB2756,-0.7460982566525134,12,19.991222,3.92661051,0.0,Pan,French Cameroons
Posterior,HTB2756,-1.2503155389231464,12,19.991222,3.92661051,0.0,Pan,French Cameroons
Premolar,HTB2756,0.5112218145475347,8,19.991222,3.92661051,0.0,Pan,French Cameroons
Anterior,HTB2771,0.39126465993323495,12,16.8558054,3.2128737,0.0,Pan,French Cameroons
Posterior,HTB2771,-1.786707511368078,12,16.8558054,3.2128737,0.0,Pan,French Cameroons
Premolar,HTB2771,-0.12268463749512722,8,16.8558054,3.2128737,0.0,Pan,French Cameroons
Anterior,HTB2823,0.9957013858999235,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Posterior,HTB2823,1.0592237388963208,12,28.352333,5.83722718,0.0,Pan,French Cameroons
Premolar,HTB2823,1.0258368428852387,8,28.352333,5.83722718,0.0,Pan,French Cameroons
Anterior,HTB3398,0.0389132069014598,12,18.4235137,3.56943631,0.0,Pan,West Africa
Posterior,HTB3398,-0.8450453279691511,12,18.4235137,3.56943631,0.0,Pan,West Africa
Premolar,HTB3398,-1.0836988273580606,8,18.4235137,3.56943631,0.0,Pan,West Africa
Anterior,HTB3411,0.3446049047503575,6,32.5328885,6.79442263,0.0,Pan,West Africa
Posterior,HTB3411,0.379280034365163,6,32.5328885,6.79442263,0.0,Pan,West Africa
Premolar,HTB3411,1.2873311116050654,4,32.5328885,6.79442263,0.0,Pan,West Africa
Anterior,HTB3412,1.0999796503420836,12,15.8106665,2.97561367,0.0,Pan,West Africa
Posterior,HTB3412,-0.1322286565311721,12,15.8106665,2.97561367,0.0,Pan,West Africa
Premolar,HTB3412,-1.2442058788608694,8,15.8106665,2.97561367,0.0,Pan,West Africa
Anterior,HTB3413,-0.31910659701089783,12,17.3783748,3.33164782,0.0,Pan,West Africa
Posterior,HTB3413,0.21723119481052466,12,17.3783748,3.33164782,0.0,Pan,West Africa
Premolar,HTB3413,-0.2020832453894041,8,17.3783748,3.33164782,0.0,Pan,West Africa
Anterior,HTB3418,-0.5778941080776558,12,24.9556316,5.06022442,0.0,Pan,West Africa
Posterior,HTB3418,0.2528848149698989,12,24.9556316,5.06022442,0.0,Pan,West Africa
Premolar,HTB3418,-0.5039577414106104,8,24.9556316,5.06022442,0.0,Pan,West Africa
Anterior,HTB3434,-0.628066083725374,12,15.8106665,2.97561367,0.0,Pan,West Africa
Posterior,HTB3434,0.31145283430343956,12,15.8106665,2.97561367,0.0,Pan,West Africa
