rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,m_focal,num_words,income,county,nExp,leagueCountry,n_focal,dyad,help
1002,1,male,8,1.5,yes,2,14,2,4,2,106,11.93799973,Ventura,1897.0,Germany,5,6,N
1007,12,female,10,15.0,yes,4,14,1,2,2,383,8.258000374,Fresno,7974.0,Germany,5,5,N
1011,7,male,8,10.0,yes,3,14,5,4,2,324,14.22672749,Los Angeles,46916.0,France,6,5,y
1035,7,male,10,4.0,yes,1,20,6,3,3,120,10.47200012,Madera,7974.0,Germany,10,6,y
1050,1,female,5,4.0,yes,2,16,5,3,4,106,14.24290085,Orange,3011.0,England,13,3,N
1056,12,female,7,15.0,yes,3,14,4,3,3,106,14.06599998,Tulare,46916.0,England,10,3,N
1057,1,male,10,10.0,yes,5,20,6,5,2,106,15.96800041,Santa Clara,1897.0,Spain,5,5,N
1075,12,male,9,10.0,yes,2,20,6,2,4,120,10.26399994,Imperial,1895.0,Spain,13,3,N
1080,12,female,11,7.0,yes,1,14,3,3,4,145,10.6024704,San Diego,1897.0,Spain,13,1,N
1125,3,female,8,7.0,yes,4,12,1,2,4,106,10.52299976,Shasta,3011.0,France,13,1,N
1131,3,male,6,10.0,yes,2,14,4,4,2,120,11.23799992,Tulare,7974.0,Germany,5,5,N
1138,12,female,6,0.75,yes,2,12,1,3,4,120,10.05599976,Tehama,3351.0,England,13,1,N
1150,12,female,7,15.0,yes,3,18,5,4,2,120,11.18299961,Tulare,1895.0,France,5,6,N
1163,2,female,13,7.0,no,4,14,4,3,3,120,7.385000229,Fresno,376.0,Germany,10,4,N
1169,1,male,7,7.0,yes,4,20,6,5,2,145,13.57900047,Monterey,46916.0,England,5,1,N
1198,7,male,8,4.0,yes,2,18,6,2,3,324,9.630000114,Tulare,1895.0,England,10,4,N
1204,1,female,9,1.5,yes,5,14,5,3,2,106,15.27400017,Riverside,3011.0,France,5,4,N
1218,12,female,6,15.0,no,3,17,5,1,2,324,14.03425026,Sonoma,1938.0,England,5,4,N
1230,12,female,9,15.0,yes,2,12,1,2,3,106,10.23966694,Los Angeles,1897.0,Spain,10,8,y
1236,7,male,4,15.0,yes,3,20,5,4,3,166,9.484999657,Tehama,46916.0,England,10,2,N
1247,12,male,5,10.0,no,2,18,4,2,2,120,15.0298748,San Mateo,7974.0,Germany,5,4,N
1259,12,female,7,15.0,yes,3,9,1,1,2,106,9.781000137,Siskiyou,,England,5,5,N
1294,7,male,5,15.0,yes,5,20,4,5,3,145,13.19200039,Kern,1897.0,England,10,7,N
1353,12,male,9,15.0,yes,4,20,6,4,2,324,12.2159996,Stanislaus,3011.0,France,6,5,N
1370,2,female,9,15.0,yes,2,17,6,3,2,324,14.07600021,Tuolumne,294.0,Germany,5,5,N
1427,12,male,12,15.0,yes,3,17,6,3,3,106,25.4873333,San Mateo,1897.0,Spain,10,8,y
1445,12,male,9,15.0,yes,5,17,5,2,3,383,14.86699963,El Dorado,7974.0,Germany,10,4,N
1460,7,male,10,10.0,yes,2,20,6,4,2,383,9.972000122,Merced,3011.0,England,6,5,N
1480,2,male,8,15.0,yes,2,16,5,4,3,120,14.57800007,San Joaquin,7974.0,Germany,10,4,y
1505,12,female,12,15.0,yes,1,14,5,2,2,120,7.385000229,Fresno,204.0,Germany,6,5,N
1543,7,male,10,10.0,yes,3,17,6,3,3,145,12.34300041,Sacramento,6121.0,France,10,8,N
1548,2,male,6,15.0,yes,4,18,5,1,2,106,12.43133259,Stanislaus,7974.0,Germany,5,5,N
1550,7,female,7,1.5,no,2,17,5,5,3,383,14.90600014,Merced,46916.0,Spain,10,7,N
1561,3,female,11,15.0,yes,2,17,5,2,2,120,12.66989994,Ventura,7974.0,England,5,4,N
1564,12,male,8,15.0,yes,2,17,5,4,2,383,10.33300018,Humboldt,750.0,England,5,4,N
1573,12,female,6,4.0,no,2,14,5,5,4,383,11.97200012,Humboldt,46916.0,England,13,3,N
1575,2,female,5,10.0,yes,4,14,1,5,2,120,12.82699966,San Diego,7974.0,Germany,5,5,N
1599,1,female,11,4.0,yes,3,16,1,3,4,145,10.03999996,Lake,69.0,England,13,1,N
1622,12,male,5,7.0,no,4,16,5,5,2,106,13.33500004,Humboldt,7974.0,Germany,6,5,N
1629,2,female,8,4.0,yes,1,16,3,5,2,120,9.854000092,Ventura,46916.0,England,5,4,N
1664,7,female,12,15.0,yes,2,17,6,4,2,145,11.42599964,Tehama,550.0,England,5,4,N
1669,2,female,11,4.0,no,1,17,3,1,4,120,15.13099957,Sacramento,136.0,Spain,13,3,N
1674,12,female,4,0.75,yes,2,12,3,5,3,120,14.57800007,San Joaquin,1121.0,Spain,10,4,N
1682,7,female,7,15.0,yes,5,18,5,4,2,120,10.26799965,Siskiyou,1365.0,England,6,5,N
1685,7,female,7,4.0,no,1,16,3,5,4,383,15.59285736,Stanislaus,562.0,England,13,3,N
1697,2,male,8,4.0,yes,4,18,6,4,2,166,11.23799992,Fresno,5621.0,France,5,5,N
1716,1,female,5,1.5,yes,3,18,5,2,4,324,15.05137539,Orange,204.0,Germany,13,3,N
1730,3,female,10,15.0,yes,2,17,5,4,3,120,15.41317654,Orange,7974.0,Germany,10,7,N
1731,1,male,5,7.0,yes,4,16,4,4,2,383,11.08100033,Kings,3011.0,France,5,4,N
1732,12,male,7,15.0,no,3,14,6,2,3,166,10.09799957,Tulare,3011.0,France,10,7,N
1743,1,male,5,15.0,yes,3,16,6,3,3,106,14.29829979,San Diego,1897.0,Spain,10,7,N
1751,1,male,11,4.0,yes,1,18,5,4,2,324,11.80300045,Shasta,46916.0,England,5,1,N
1757,2,male,7,15.0,yes,4,20,7,3,2,120,9.972000122,Merced,1897.0,Spain,5,1,N
1763,7,male,5,15.0,yes,3,20,6,4,2,166,15.4090004,Sutter,46916.0,England,5,5,N
1766,3,male,8,1.5,no,2,12,3,3,2,106,15.2937994,San Diego,46916.0,England,5,6,N
1772,3,male,12,4.0,yes,3,20,6,2,3,106,15.53292847,Los Angeles,1897.0,France,10,6,N
1776,2,male,7,15.0,yes,5,20,6,5,3,383,16.29299927,Kern,3011.0,France,10,6,N
1782,12,female,7,15.0,yes,1,18,5,5,3,120,12.875,Sutter,3011.0,France,10,6,N
1784,12,male,4,15.0,no,1,18,6,5,2,106,16.62299919,San Diego,750.0,Germany,5,6,N
1791,3,female,13,15.0,yes,4,16,4,4,2,324,12.54988289,San Bernardino,170.0,England,5,5,N
1831,7,female,6,15.0,yes,3,14,3,2,2,106,14.25857162,Orange,1897.0,England,6,5,N
1840,7,female,12,7.0,yes,4,16,1,2,3,166,18.32600021,Sonoma,1897.0,Germany,10,6,N
1844,12,male,9,15.0,yes,3,18,6,2,4,106,12.74914265,Shasta,3011.0,Spain,13,3,y
1856,7,female,4,15.0,yes,2,14,3,2,3,120,11.42599964,Tehama,7974.0,Germany,10,3,N
1876,12,male,11,7.0,yes,2,17,5,4,2,324,8.829999924,Tuolumne,7974.0,Germany,5,5,N
1929,3,male,11,10.0,yes,4,14,4,3,4,324,11.17599964,Siskiyou,562.0,France,13,3,N
1935,7,male,7,15.0,yes,3,16,4,2,4,120,14.22799969,Humboldt,7974.0,Germany,13,1,N
1938,1,male,5,1.5,yes,1,12,2,5,4,145,15.02700043,Contra Costa,2475.0,Spain,13,1,N
1941,7,female,8,10.0,yes,2,18,5,4,2,324,10.52099991,Tuolumne,46916.0,England,5,5,N
1954,2,male,5,10.0,yes,2,17,6,5,4,324,18.62599945,Placer,3011.0,France,13,1,N
1959,2,male,6,7.0,yes,3,18,6,2,2,383,22.52899933,Sonoma,7974.0,Germany,5,6,N
9010,1,female,11,15.0,yes,3,14,1,5,3,145,18.29838943,Sonoma,5621.0,France,10,4,N
