tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Anterior,MH24934C,0,9,22.0,2.53199324,0.5,Homo sapiens,East Africa,2,166,70649,49,0,5,2,5,0
Premolar,PMN1497,0,10,42.0,8.74186019,1.0,Papio,French Cameroons,4,166,75085,7,0,5,2,5,0
Posterior,HTB2771,0,8,37.0,2.00186723,0.75,Papio,Alaska,2,383,68379,3,0,5,1,7,1
Anterior,NMNH278707,2,6,32.0,3.60361662,0.75,Homo sapiens,Buriat,3,383,70128,8,0,10,1,5,0
Anterior,BRK126243,0,8,27.0,3.2920468,0.25,Homo sapiens,Native Californian,3,383,66167,3,0,10,1,6,1
Premolar,NMNH380447,0,12,32.0,3.92661051,0.25,Papio,Native Californian,2,383,70730,32,0,5,1,4,0
Anterior,AMNH99.1/75-A,1,12,22.0,2.35589319,0.25,Homo sapiens,Ebolwa,2,166,61382,7,0,10,2,1,1
Posterior,NMNH278702,0,6,37.0,3.35840919,0.0,Papio,Afalou,2,166,69518,7,0,13,2,5,0
Anterior,UVS104,1,7,57.0,15.0,0.0,Homo sapiens,Afalou,2,106,70896,3,0,10,1,3,0
Premolar,MH24893,0,12,22.0,14.6850608,0.0,Homo sapiens,Ebolwa,3,166,70672,48,0,10,2,3,0
Premolar,NMNH380464,0,12,37.0,3.02477635,0.5,Homo sapiens,Afalou,2,120,62380,7,0,5,1,6,1
Premolar,MH1526,4,8,32.0,5.39328887,0.25,Pan,Australian aboriginie,4,383,69682,48,0,10,1,4,0
Anterior,BRK126125,0,8,22.0,3.86877709,0.25,Homo sapiens,Alaska,2,145,67553,64,0,5,1,5,0
Premolar,MH24934A,0,12,57.0,15.0,1.0,Homo sapiens,Ebolwa,2,120,70128,55,0,5,1,3,0
Posterior,BM1932.7.6.1,0,12,37.0,3.48066219,0.25,Papio,East Africa,4,166,67785,64,0,10,2,5,0
Anterior,IPHA.12,0,12,27.0,3.32794049,0.5,Pan,East Africa,2,383,67322,64,0,5,2,8,1
Anterior,MH20914,0,6,27.0,3.4773143,0.75,Pan,Australian aboriginie,2,324,72611,84,0,10,1,3,1
Anterior,BM1971.2353,6,4,32.0,3.10683206,0.0,Homo sapiens,Native Californian,4,324,69369,66,0,13,1,1,0
Posterior,BM1899.11.6.1,0,7,42.0,2.19399907,0.75,Homo sapiens,Sami,2,324,68932,102,0,5,1,7,0
Anterior,IPHA.7,0,6,27.0,3.05433283,0.5,Homo sapiens,Alaska,2,145,68098,8,0,10,2,5,0
Premolar,BRK126121,0,12,22.0,15.0,0.0,Homo sapiens,Yaghan,3,383,63032,3,0,10,1,1,0
Posterior,BM1908.7.17.1,0,8,32.0,5.00397466,1.0,Papio,Borneo,3,145,71365,44,0,10,1,5,0
Posterior,HTB3552,0,8,22.0,3.85801676,0.25,Homo sapiens,Native Californian,2,324,70961,3,0,10,2,4,0
Anterior,MH1670,0,8,37.0,3.63455838,0.0,Pan,Native Californian,2,145,68080,72,0,10,2,4,0
Premolar,BRK126089,0,12,37.0,4.06776118,0.75,Papio,Afalou,3,145,72348,8,0,5,1,7,1
Posterior,IPHA.45,0,8,32.0,3.45465859,0.75,Homo sapiens,Khoi-San,3,106,72405,44,0,6,1,7,0
Posterior,BM1905.5.10.1,0,12,47.0,16.8483619,1.0,Homo sapiens,French Cameroons,3,324,63016,3,0,10,2,4,0
Anterior,BRK126760,0,12,22.0,4.01057301,0.0,Homo sapiens,Australian aboriginie,4,383,62976,28,0,13,2,1,0
Anterior,BRK126768,0,8,57.0,3.35840919,0.75,Homo sapiens,Afalou,2,166,63933,7,0,13,1,5,1
Posterior,BM1925.5.12.1,0,12,37.0,8.23260632,0.5,Pongo,Australian aboriginie,2,106,65391,45,0,5,2,8,0
Premolar,BRK126104,0,4,42.0,2.38690817,0.5,Homo sapiens,Native Californian,3,106,64816,47,0,5,2,2,0
Premolar,BRK126113,0,6,37.0,3.60361662,0.75,Homo sapiens,Borneo,3,120,69278,3,0,10,2,5,0
Premolar,MH4763,0,6,32.0,4.42495725,0.5,Homo sapiens,Afalou,2,106,62745,48,0,10,2,3,0
Premolar,HTB1708,0,12,37.0,3.29146087,0.5,Pan,Ebolwa,3,106,61812,3,0,5,2,8,0
Premolar,BM1908.7.17.1,0,4,27.0,2.95130863,1.0,Homo sapiens,Australian aboriginie,2,106,69104,44,0,10,2,5,0
Premolar,MH12316,0,12,27.0,4.59386268,1.0,Homo sapiens,Australian aboriginie,4,324,66407,111,0,10,2,5,0
Posterior,NMNH331243,0,8,27.0,2.87155209,1.0,Pan,East Africa,2,166,61523,21,0,10,1,5,0
Anterior,UVS58,0,12,22.0,14.6850608,0.25,Homo sapiens,Native Californian,2,145,69161,3,0,10,2,6,0
Premolar,MH5329,1,12,32.0,4.32538295,0.25,Homo sapiens,Native Californian,3,383,66423,34,0,10,2,1,0
Premolar,MH12318,0,8,27.0,11.5228136,0.75,Homo sapiens,Native Californian,2,145,68791,44,0,6,1,7,0
Posterior,HTB2034,0,12,37.0,3.79588028,0.25,Homo sapiens,Central Africa,4,324,65763,48,0,6,2,5,0
Posterior,IPHA.28,0,8,27.0,2.74721254,1.0,Papio,Native Californian,4,120,72561,8,0,10,1,6,0
Posterior,PMN1390,6,12,37.0,6.89761633,0.0,Homo sapiens,Native Californian,3,106,71282,8,0,5,1,1,0
Posterior,HTB1701,0,6,27.0,5.39328887,1.0,Papio,Borneo,2,106,63479,7,0,13,1,1,0
Posterior,BRK126087,0,12,32.0,5.83722718,0.0,Homo sapiens,Alaska,4,120,63800,7,0,10,2,7,0
Posterior,UCD2(16)b,0,6,22.0,1.83988868,0.5,Homo sapiens,Alaska,2,106,65110,44,0,13,2,7,0
Premolar,IPHA.30,0,12,27.0,4.90999368,0.25,Homo sapiens,Khoi-San,4,383,71969,3,0,5,2,5,0
Premolar,BRK126761,2,12,32.0,3.77992193,1.0,Homo sapiens,Ebolwa,3,106,64998,64,0,10,2,5,1
Posterior,BM1939.1006,2,12,27.0,4.16980327,0.0,Homo sapiens,Fuegian,2,120,73726,8,0,5,1,3,0
Anterior,NMNH380466,0,12,32.0,4.00197497,0.0,Homo sapiens,Native Californian,3,383,70979,7,0,5,2,4,0
Anterior,BM1899.7.8.1,0,12,32.0,3.60361662,0.25,Homo sapiens,Afalou,2,324,61911,3,0,13,1,1,0
Anterior,UVS29,0,8,22.0,2.64926405,0.75,Homo sapiens,Australian aboriginie,2,383,71837,8,0,10,2,7,0
Anterior,HTB3413,5,6,22.0,3.92661051,0.0,Homo sapiens,Afalou,2,166,73544,3,0,10,2,5,0
Premolar,HTB3412,0,12,37.0,1.80774282,0.75,Homo sapiens,Yaghan,3,383,70045,54,0,13,2,5,0
Anterior,IPHA.45,0,12,32.0,3.92661051,0.75,Homo sapiens,Buriat,3,383,65722,8,0,6,1,7,0
Premolar,IPHA.49,3,12,22.0,3.97369678,0.25,Pongo,Native Californian,2,324,62984,8,0,10,2,5,0
Posterior,NMNH278712,0,12,42.0,6.96111299,0.0,Homo sapiens,Ebolwa,4,106,63438,44,0,10,1,1,1
Anterior,UCD2(1)b,0,11,27.0,10.5751031,0.0,Homo sapiens,Khoi-San,2,145,64196,27,0,13,1,8,0
Posterior,BM1976.1416,0,7,32.0,3.03626772,0.5,Homo sapiens,East Africa,2,120,66530,31,0,5,2,5,1
Premolar,IPHA.46,1,12,32.0,5.1293812,0.75,Pongo,Chucki,2,106,64626,8,0,5,2,2,0
Anterior,NMNH344712,0,4,42.0,27.9211585,0.25,Pan,Borneo,2,383,69518,44,0,6,1,1,0
Posterior,MH3619,0,4,22.0,2.86641,0.75,Homo sapiens,East Africa,4,106,68999,3,0,13,1,5,0
Anterior,UVS58,0,8,27.0,2.19049743,0.25,Pongo,Australian aboriginie,3,166,70821,7,0,5,1,5,0
Premolar,HTB1216,0,11,47.0,3.56943631,0.25,Pongo,Sami,3,145,68163,3,0,13,2,7,0
Posterior,AMNH99.1/94,0,8,42.0,2.86641,0.25,Homo sapiens,Australian aboriginie,2,106,70821,44,0,5,2,7,0
Premolar,BRK125811,2,5,27.0,5.035316,0.25,Papio,Khoi-San or bushman half-caste,2,120,64758,8,0,5,2,5,0
Posterior,BM1976.1426,0,8,47.0,2.35865298,0.75,Papio,Australian aboriginie,4,120,72587,76,0,5,1,1,0
Anterior,HTB2823,0,12,32.0,4.40412318,0.75,Homo sapiens,Alaska,4,145,64816,3,0,6,1,1,0
Anterior,MH1503,1,8,37.0,7.36905252,0.75,Pan,Australian aboriginie,2,166,75119,44,0,10,1,4,0
Anterior,HTB3537,0,12,42.0,2.98325724,1.0,Homo sapiens,Native Californian,3,120,62174,32,0,10,1,1,0
Posterior,BRK126757,0,12,37.0,2.64926405,0.5,Homo sapiens,Ebolwa,3,120,62042,3,0,6,1,3,0
Premolar,BM1935.10.22.24,0,6,27.0,2.85690736,0.25,Homo sapiens,Khoi-San,3,324,68098,69,0,6,2,7,0
Premolar,BM1868.4.16.2,1,8,27.0,3.33964284,0.5,Homo sapiens,Ebolwa,3,383,65318,32,0,10,2,5,0
Premolar,IPHA.13,0,8,37.0,4.28424336,1.0,Homo sapiens,Native Californian,3,166,71266,44,0,5,2,1,0
Premolar,BM1899.6.10.2,2,4,42.0,6.70718105,0.0,Papio,Khoi-San or bushman half-caste,2,106,66589,7,0,5,1,5,0
Anterior,BM1976.1442,0,12,32.0,4.25426601,1.0,Papio,Borneo,4,106,67421,1,0,5,1,5,0
Posterior,HTB2026,0,12,27.0,3.7220627,1.0,Pongo,Borneo,2,166,72538,8,0,5,1,5,0
Posterior,HTB2001,0,12,37.0,1.93720666,0.25,Pan,Afalou,2,145,61846,44,0,5,1,4,0
Premolar,AMNH99.1/100,0,12,32.0,7.85088419,0.75,Pan,East Africa,2,324,70847,44,0,13,2,5,0
Anterior,BRK125670,0,8,47.0,7.9144902,0.25,Pongo,Australian aboriginie,3,383,63842,49,0,10,1,5,0
Posterior,HTB2823,0,8,22.0,3.20634803,0.75,Papio,West Africa,4,106,70870,8,0,10,2,4,0
Anterior,AMNH99.1/96-A,0,8,32.0,12.6,1.0,Homo sapiens,Khoi-San,3,324,63693,8,0,10,1,8,0
Anterior,AMNH99.1/107,0,12,42.0,4.86831607,0.25,Papio,Alaska,2,383,71050,8,0,6,1,6,0
Posterior,AMNH99.1/60,0,12,32.0,2.67736152,0.75,Homo sapiens,Native Californian,3,383,69179,8,0,5,2,8,0
Anterior,UVS52,0,10,27.0,2.74721254,0.75,Homo sapiens,West Africa,3,166,67199,7,0,10,1,3,0
Anterior,PMN3065,0,12,22.0,3.89582582,0.75,Homo sapiens,West Africa,2,324,70300,3,0,10,1,6,0
Premolar,AMNH99.1/61,0,11,37.0,3.52464829,0.75,Homo sapiens,Borneo,2,383,70425,44,0,5,2,5,0
Posterior,MH22281,8,12,32.0,6.79442263,0.5,Homo sapiens,East Africa,3,145,63123,102,0,13,1,1,0
Premolar,MH3616,0,11,37.0,1.93878354,0.75,Homo sapiens,East Africa,2,145,68726,7,0,5,2,6,0
Anterior,MH11150,0,4,32.0,4.32538295,0.75,Homo sapiens,Ebolwa,3,145,71001,71,0,6,1,4,0
Anterior,MH20325,2,8,27.0,3.7272427,0.25,Papio,Native Californian,2,324,72421,24,0,5,1,4,0
Posterior,MH12328,0,12,32.0,4.16498874,1.0,Homo sapiens,Sami,4,145,66498,15,0,5,2,4,0
Premolar,BRK125822,0,12,27.0,7.2151844,0.5,Pan,Ebolwa,2,106,62976,58,0,10,1,5,0
Anterior,IPHA.28,0,6,27.0,2.43523526,0.0,Homo sapiens,Australian aboriginie,3,324,72587,49,0,10,1,4,0
Posterior,AMNH99.1/84-C,0,12,42.0,15.0,0.25,Pan,Australian aboriginie,2,145,70425,44,0,5,1,1,0
Posterior,NMNH278706,0,12,37.0,3.12946271,0.0,Papio,Afalou,3,383,63073,87,0,10,1,4,0
Posterior,BRK126767,8,12,47.0,4.94131337,0.0,Pan,French Cameroons,3,324,63750,48,0,5,1,8,1
Premolar,BRK126472,0,12,42.0,5.81978104,0.0,Homo sapiens,Khoi-San,4,120,67421,71,0,6,2,3,0
Anterior,MH10289,0,12,32.0,2.00186723,0.25,Homo sapiens,East Africa,2,106,64998,50,0,10,2,5,0
Posterior,MH24893,0,8,27.0,12.6,0.0,Papio,Australian aboriginie,4,324,64188,8,1,10,1,7,0
Posterior,MH12318,0,12,22.0,4.72264949,0.0,Papio,Tasmanien,3,324,62703,3,0,6,1,8,1
Premolar,AMNH99.1/83-A,0,12,27.0,4.65756455,0.0,Homo sapiens,Khoi-San,4,166,69948,40,0,10,2,5,0
Premolar,IPHA.3,0,12,32.0,2.64088713,0.75,Homo sapiens,Borneo,4,106,66050,30,0,5,2,4,0
Premolar,MH1507,0,6,27.0,3.60915514,0.0,Papio,Buriat,3,106,63420,8,0,6,2,8,0
Anterior,BRK125832,0,8,32.0,3.35840919,0.25,Homo sapiens,Native Californian,3,166,69575,4,0,13,2,6,0
Posterior,BM1902.9.2.1,0,6,22.0,4.51398683,1.0,Papio,Chucki,3,383,68551,7,0,10,1,3,0
Premolar,HTB3437,2,8,42.0,2.64926405,1.0,Homo sapiens,Chucki,2,145,72108,7,0,5,2,4,0
Posterior,BRK126758,1,12,32.0,10.0,1.0,Homo sapiens,Ona,3,324,61846,44,0,6,1,4,0
Premolar,MH1702,0,8,57.0,6.16831052,0.25,Pan,Native Californian,2,166,75119,8,0,10,1,5,0
Posterior,MH10291,0,8,27.0,3.92661051,0.5,Homo sapiens,Australian aboriginie,2,106,63792,7,0,5,2,4,0
Anterior,MH1509,1,8,27.0,4.33043687,0.25,Papio,Alaska,2,383,62638,1,0,13,2,4,0
Premolar,BRK126760,2,12,37.0,4.94131337,0.25,Homo sapiens,Central Africa,2,383,64717,7,0,10,1,3,0
Premolar,UVS28,0,12,27.0,18.8440476,0.25,Homo sapiens,Australian aboriginie,2,106,61952,8,0,6,2,5,0
Anterior,BM1976.1427,0,4,27.0,5.3679133,0.75,Homo sapiens,Australian aboriginie,4,383,67991,48,0,10,2,1,0
Premolar,HTB1219,0,12,37.0,3.43363244,0.0,Homo sapiens,Afalou,2,324,68866,8,0,10,2,5,0
Premolar,BRK126260,0,4,22.0,2.41143228,0.75,Homo sapiens,Sami,3,106,66860,7,0,5,2,4,0
Anterior,HTB1791,0,12,27.0,3.92784897,0.25,Papio,Australian aboriginie,2,324,61713,21,0,10,1,4,0
Posterior,MH5563,0,8,27.0,3.21217946,0.25,Papio,Buriat,2,120,68965,8,0,5,1,4,0
Anterior,HTB3539,0,12,22.0,4.93536963,0.75,Papio,Native Californian,4,166,64105,44,0,10,2,6,0
Posterior,NMNH380466,0,10,42.0,15.0,0.25,Homo sapiens,Alaska,3,324,65037,7,0,5,2,1,0
Premolar,UCD2(6)b,0,8,22.0,2.03288089,1.0,Homo sapiens,French Cameroons,2,166,61838,3,0,10,1,5,0
Posterior,BRK126776,0,10,32.0,3.95531929,1.0,Homo sapiens,Borneo,2,120,63594,3,0,5,2,7,1
Premolar,AMNH99.1/75-A,0,6,37.0,4.1148462,0.0,Homo sapiens,Khoi-San,3,106,68544,7,0,5,2,5,0
Anterior,BM1976.1431,0,4,42.0,2.85690736,0.75,Homo sapiens,French Cameroons,3,106,64105,8,0,5,1,3,0
Posterior,NMNH225025,3,12,47.0,3.11717264,0.0,Homo sapiens,Ebolwa,2,145,64691,44,0,13,1,1,0
Anterior,AMNH99.1/107,0,8,27.0,17.258272,1.0,Papio,East Africa,2,324,61457,7,0,5,1,7,0
Anterior,BRK126252,0,6,42.0,3.66420581,0.25,Pan,Borneo,2,383,68981,102,0,10,2,5,0
Anterior,NMNH225032,0,12,32.0,3.32060722,1.0,Pan,Ebolwa,4,145,68908,34,0,5,2,6,0
Premolar,HTB1775,0,8,37.0,9.6,0.75,Homo sapiens,Sami,3,120,69773,22,0,10,1,1,0
Premolar,IPHA.10b,3,6,37.0,2.59401611,1.0,Homo sapiens,East Africa,4,120,65193,8,0,5,1,3,0
Posterior,MH12317,0,9,27.0,3.4773143,0.75,Papio,Chucki,3,106,69708,7,0,13,1,6,0
Premolar,NMNH380450,0,6,52.0,1.89297439,1.0,Homo sapiens,Alaska,2,166,70615,44,0,6,2,1,0
Posterior,HTB1718,0,9,37.0,10.0,0.0,Homo sapiens,East Africa,2,145,70615,48,0,10,1,5,0
Posterior,IPHA.25,0,12,27.0,10.5,0.25,Papio,Alaska,4,324,69450,52,0,10,1,4,0
Premolar,AMNH99.1/103,0,8,52.0,3.35489121,0.0,Pan,Alaska,2,120,67587,64,0,5,2,8,0
Posterior,AMNH99.1/87,1,12,32.0,7.8,0.25,Homo sapiens,Khoi-San,3,383,72462,8,0,10,2,7,0
Posterior,UCD2(8)b,0,8,37.0,4.72264949,0.25,Homo sapiens,Khoi-San,2,383,70623,8,0,10,1,6,0
Anterior,NMNH350097,0,13,52.0,3.88831042,1.0,Homo sapiens,Sami,3,166,62885,3,0,5,1,6,0
Premolar,BRK126773,0,10,27.0,4.41997173,0.75,Papio,Central Africa,2,145,67785,52,0,5,2,5,0
Posterior,BM50a,0,12,57.0,4.9541643,0.5,Homo sapiens,Buriat,2,324,68098,3,0,13,1,4,0
Premolar,HTB1958,0,12,27.0,2.87094128,0.25,Homo sapiens,Australian aboriginie,2,106,62380,7,0,5,1,5,0
Premolar,HTB1225,0,12,27.0,3.09538823,0.75,Pongo,Arabia,3,145,63990,48,0,6,1,3,0
Premolar,AMNH99.1/100,0,12,22.0,3.79588028,0.75,Pan,Native Californian,3,324,62331,8,0,10,2,3,0
Posterior,BRK125610,0,12,22.0,3.33164782,0.25,Homo sapiens,Khoi-San,3,120,65862,7,0,5,1,5,0
Premolar,NMNH278701,0,12,37.0,5.33816474,0.75,Homo sapiens,Australian aboriginie,4,120,64709,103,0,10,1,5,0
Posterior,NMNH278701,0,4,42.0,3.71761878,0.25,Homo sapiens,Native Californian,3,106,69419,8,0,10,1,3,0
Posterior,HTB1223,0,8,32.0,4.90999368,0.25,Homo sapiens,Ona,3,106,66233,8,0,6,1,6,0
Anterior,AMNH99.1/160,0,12,37.0,23.8192059,0.75,Homo sapiens,Alaska,4,106,72538,44,0,5,1,4,0
Posterior,MH4767,0,12,52.0,4.0457765,1.0,Pongo,Native Californian,2,120,66324,44,0,13,1,5,0
Premolar,BM1976.1440,0,12,42.0,3.4773143,0.0,Homo sapiens,Native Californian,4,166,67694,45,0,5,1,3,0
Posterior,NMNH380430,0,10,32.0,4.65756455,0.0,Papio,Buriat,3,120,67967,49,0,5,2,7,0
Posterior,BM1939.1008,0,12,27.0,8.23260632,0.5,Pongo,Ebolwa,2,324,63008,52,0,5,1,5,1
Anterior,BRK125610,0,12,37.0,2.06875973,0.0,Homo sapiens,Australian aboriginie,3,145,62703,7,0,5,2,1,1
Posterior,BRK125661,0,12,22.0,11.8783346,0.0,Homo sapiens,Sami,4,383,70904,8,0,13,1,6,0
Posterior,HTB1025,0,12,32.0,3.4773143,1.0,Pan,Borneo,2,106,64550,64,0,5,1,5,0
Premolar,HTB1152,0,8,22.0,12.6,0.5,Homo sapiens,East Africa,3,324,69914,48,0,10,1,5,1
Posterior,HTB1889,0,4,42.0,3.45050478,0.75,Homo sapiens,Buriat,3,383,69005,44,0,13,1,3,0
Posterior,UVS59,0,6,27.0,15.0,0.75,Pongo,Khoi-San,2,383,71001,3,0,10,1,4,0
Premolar,HTB1701,6,12,32.0,2.76002868,0.25,Pan,Alaska,3,166,69542,3,0,5,1,4,0
Anterior,MH1670,0,12,22.0,4.81608016,0.25,Papio,Native Californian,2,120,63560,8,0,13,1,5,0
Premolar,BM1907.7.8.11,0,4,52.0,3.06608828,0.75,Homo sapiens,East Africa,2,120,66746,3,0,10,2,1,0
Premolar,BM1923.3.4.3,4,12,37.0,4.778975048,0.0,Homo sapiens,Ebolwa,2,120,67116,7,0,13,1,6,0
Anterior,HTB1791,0,6,32.0,2.53199324,0.25,Homo sapiens,East Africa,3,324,62109,7,0,10,2,8,0
Anterior,MH1505,0,12,42.0,4.40353691,1.0,Homo sapiens,Khoi-San,3,324,72181,8,0,10,2,4,0
Anterior,NMNH258483,4,8,37.0,4.72264949,0.0,Homo sapiens,Australian aboriginie,3,324,72405,3,0,5,2,1,0
Premolar,HTB3412,0,12,27.0,4.709013,0.25,Homo sapiens,Alaska,2,106,61929,7,0,5,1,1,0
Anterior,AMNH99.1/105,0,8,32.0,3.71761878,0.5,Homo sapiens,Afalou,2,145,65391,21,0,6,1,4,0
Anterior,BM1902.11.22.1,0,12,27.0,6.55505315,0.5,Homo sapiens,Ebolwa,3,106,72017,32,0,10,1,3,1
Premolar,UVS119,0,8,32.0,2.99309106,0.25,Homo sapiens,Native Californian,2,120,62174,3,0,6,2,3,1
Premolar,NMNH380451,0,13,57.0,4.08156052,0.75,Homo sapiens,East Africa,3,145,67405,16,0,5,1,5,0
Anterior,BM1902.11.22.1,0,10,52.0,3.02477635,0.75,Pan,East Africa,2,120,72199,44,0,5,2,6,0
Premolar,NMNH278703,2,12,57.0,4.08156052,0.25,Homo sapiens,French Cameroons,2,383,72751,4,0,10,2,5,0
Anterior,MH4763,0,8,47.0,3.05433283,0.75,Pongo,Khoi-San,4,120,72041,8,0,10,1,4,0
Anterior,MH19776,0,8,27.0,4.41997173,0.0,Homo sapiens,West Africa,2,383,66324,44,0,10,2,5,0
Posterior,HTB1222,0,12,27.0,3.86877709,0.0,Papio,Native Californian,3,106,65763,31,0,10,2,5,0
Premolar,AMNH99.1/99,0,6,27.0,3.70258313,0.0,Pan,Sami,3,324,69336,7,0,10,2,6,0
Premolar,NMNH330607,0,12,27.0,3.77992193,0.25,Papio,Buriat,4,324,70912,7,0,10,2,5,1
Anterior,HTB3418,0,12,32.0,3.49137561,0.0,Homo sapiens,Arabia,3,106,69161,44,0,10,2,4,0
Anterior,AMNH99.1/64,0,12,37.0,3.33164782,0.75,Homo sapiens,East Africa,2,106,62513,44,0,10,2,3,0
Premolar,BM1976.1428,0,8,22.0,6.19980411,0.5,Homo sapiens,Yaghan,2,324,66530,44,0,13,1,4,0
Posterior,NMNH350098,0,8,32.0,3.16442127,0.25,Pan,Borneo,3,120,61945,8,0,5,2,6,0
Posterior,AMNH99.1/90,0,11,27.0,16.8483619,0.75,Homo sapiens,Buriat,4,166,65391,40,0,13,2,7,0
Anterior,MH3337,3,12,47.0,27.9211585,0.25,Papio,Sami,2,383,72207,7,0,13,1,7,0
Premolar,BRK126049,0,12,22.0,6.67473274,0.25,Homo sapiens,Borneo,2,106,62513,8,0,5,1,4,0
Anterior,BM1900.3.18.1,0,12,32.0,10.4,0.75,Homo sapiens,Afalou,4,106,71647,72,0,13,2,5,0
Posterior,MH3337,0,12,22.0,12.6,0.0,Homo sapiens,Alaska,2,120,68874,7,0,5,1,6,0
Posterior,NMNH329779,0,8,22.0,6.96111299,0.25,Pan,Afalou,2,106,66795,71,0,5,2,3,0
Anterior,AMNH99.1/59-B,7,8,32.0,10.0,1.0,Homo sapiens,Australian aboriginie,4,166,70839,45,0,5,2,2,0
Posterior,MH20912,6,4,47.0,3.80749511,0.75,Papio,Alaska,2,145,71985,72,0,13,1,6,0
Premolar,BM1976.1415,0,8,57.0,2.76002868,0.0,Homo sapiens,East Africa,2,120,61887,8,0,6,2,4,0
Posterior,UCD2(1)b,4,12,37.0,4.87868148,0.25,Homo sapiens,Australian aboriginie,4,166,71365,44,0,13,2,5,0
Posterior,BRK125821,0,12,22.0,21.3584428,1.0,Papio,Alaska,3,383,72157,7,0,5,2,1,0
Posterior,BM1909.6.11,0,12,27.0,16.9965704,0.25,Homo sapiens,Australian aboriginie,4,145,71985,3,0,13,2,7,0
Posterior,MH12320,0,8,22.0,2.41143228,0.75,Homo sapiens,Khoi-San,3,166,68932,8,0,13,1,6,0
Anterior,NMNH380452,0,12,22.0,2.71270581,1.0,Pongo,Native Californian,3,120,69732,71,0,10,2,4,0
Anterior,NMNH380453,8,11,37.0,5.70308472,1.0,Homo sapiens,East Africa,4,106,66837,44,0,5,1,4,0
Premolar,HTB0828,0,12,32.0,4.0457765,0.75,Homo sapiens,East Africa,3,120,71423,32,0,6,2,4,0
Posterior,UCD2(2)b,0,8,32.0,4.62847197,0.25,Homo sapiens,Chucki,3,324,63198,8,0,5,2,7,0
Anterior,HTB1151,0,4,37.0,3.92661051,0.75,Homo sapiens,East Africa,2,166,62893,7,0,5,2,6,0
Premolar,BM1976.1435,0,6,37.0,3.48559185,0.0,Papio,Buriat,2,106,70417,52,0,10,2,5,0
Posterior,UCD2(10.1)b,0,8,42.0,11.5228136,0.25,Homo sapiens,Australian aboriginie,3,120,67645,7,0,5,1,5,0
Anterior,NMNH226090,0,4,17.5,2.26921034,0.0,Pan,Khoi-San or bushman half-caste,2,324,71985,8,0,5,2,5,0
Premolar,BM1976.1418,1,7,42.0,16.4384771,0.25,Homo sapiens,Australian aboriginie,2,145,69336,32,0,10,2,5,0
Posterior,UCD2(1)b,9,12,57.0,4.06776118,1.0,Homo sapiens,Australian aboriginie,3,324,66456,64,0,10,2,5,0
Posterior,HTB1152,0,9,42.0,3.22275136,0.25,Pongo,Buriat,3,166,69161,3,0,5,2,4,0
Anterior,BM1902.9.9.3,0,12,57.0,2.43978021,1.0,Homo sapiens,French Cameroons,3,106,61994,15,0,10,2,4,0
Premolar,IPHA.13,0,12,22.0,4.50357659,0.25,Papio,Ebolwa,2,106,66852,44,0,5,2,7,0
Anterior,MH5327,0,8,32.0,4.61556224,1.0,Homo sapiens,Australian aboriginie,2,383,63438,3,0,5,1,3,0
Posterior,BM1913.10.18.2,0,8,42.0,2.63528098,0.0,Pongo,Alaska,3,106,70003,58,0,6,1,3,0
Premolar,NMNH329779,0,6,32.0,3.20502776,0.5,Homo sapiens,Native Californian,3,324,71381,8,0,10,2,5,1
Anterior,HTB1758,0,12,32.0,3.33164782,0.0,Homo sapiens,Native Californian,2,383,66456,47,0,10,2,7,0
Posterior,PMN3065,0,6,22.0,3.33164782,0.75,Pongo,Alaska,3,383,63008,3,0,10,1,5,1
Posterior,BM1971.2354,0,12,32.0,4.33043687,1.0,Homo sapiens,Australian aboriginie,2,106,67280,7,0,10,2,2,0
Posterior,MH12322,0,4,27.0,3.42374303,0.0,Papio,Australian aboriginie,3,324,71290,64,0,5,2,5,0
Posterior,HTB1737,0,12,37.0,4.55391036,0.75,Pan,Alaska,2,166,63966,3,0,13,2,5,1
Anterior,MH20913,0,12,32.0,3.46891175,0.0,Homo sapiens,Ona,2,166,67421,7,0,10,2,7,0
Premolar,BRK126076,0,12,27.0,6.96111299,0.0,Homo sapiens,Native Californian,2,145,71084,8,0,5,2,4,1
Premolar,MH22282,0,8,32.0,10.0,0.75,Pongo,Alaska,3,120,70714,44,0,6,1,4,0
Premolar,MH4765,1,12,27.0,2.26582834,0.25,Homo sapiens,French Cameroons,3,120,72058,8,0,10,2,3,1
Posterior,BRK126774,0,12,37.0,3.44508735,0.75,Homo sapiens,Tasmanien,2,106,73700,7,0,5,2,4,0
Premolar,NMNH331243,0,8,22.0,3.45465859,0.75,Papio,Native Californian,4,324,68627,44,0,10,2,5,1
Anterior,BM1935.10.22.24,0,12,22.0,3.05433283,1.0,Homo sapiens,Australian aboriginie,3,120,64758,70,0,5,2,5,0
Premolar,BRK126054,0,4,42.0,2.62887685,0.75,Papio,Native Californian,3,324,62000,3,0,10,1,7,0
Anterior,MH5563,5,12,47.0,1.26803942,0.75,Homo sapiens,Native Californian,3,120,67199,52,0,5,2,7,0
Premolar,NMNH380449,0,12,37.0,5.56908606,0.0,Homo sapiens,Afalou,4,106,66050,45,0,6,1,4,1
