rownames,district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math,ndam,eval,gender,language,age,female,category,name,majority_first,native
255,70508,Yreka Union Elementary,Siskiyou,KK-08,1212,68.65000153,18.29719925,47.12469864,107,5475.172852,12.51799965,2.062706232,660.4000244,659.4000244,1650.0,4.1,male,English,41.0,1.0,2,Bonnie,0,yes
256,70599,Alexander Valley Union Elementary,Sonoma,KK-06,119,7.0,4.0,33.59999847,23,5990.794434,18.32600021,28.57143021,661.7000122,658.4000244,160.0,4.6,female,Dutch,18.0,0.0,1,Earl,1,yes
257,66415,Twin Ridges Elementary,Nevada,KK-08,590,35.76250076,7.796599865,30.6779995,78,7203.246582,11.4659996,0.1694915295,673.0999756,647.0999756,3870.0,4.0,female,English,24.0,0.0,2,Georges,1,yes
258,72173,Sundale Union Elementary,Tulare,KK-08,546,27.60000038,13.91940022,54.76190186,60,4777.769043,10.09799957,13.73626423,659.7999878,660.5999756,94.0,3.6,female,English,21.0,0.0,3,Bret,1,yes
259,72207,Three Rivers Union Elementary,Tulare,KK-08,248,11.11999989,7.46269989,21.26869965,51,4302.834961,15.36499977,0.0,667.7999878,652.7999878,8130.0,3.9,female,English,39.0,0.0,2,Floyd,1,no
260,72348,Columbia Union Elementary,Tuolumne,KK-08,461,26.0,14.4708004,48.81209946,150,5630.194824,10.3113327,0.21691975,666.9000244,654.5999756,1430.0,3.5,male,English,28.0,0.0,1,Irene,0,yes
261,65102,Westside Union Elementary,Los Angeles,KK-08,6312,308.6799927,9.837900162,22.69300079,496,4708.625,16.98662567,3.121039391,662.0999756,659.7999878,1260.0,4.0,female,English,22.0,1.0,1,Lili,0,yes
262,65649,Ballico-Cressey Elementary,Merced,KK-08,285,13.98999977,7.241399765,66.20690155,62,5629.961426,9.612000465,47.36842346,661.0999756,661.5999756,250.0,3.0,female,,27.0,0.0,1,Claudette,0,yes
263,68973,Millbrae Elementary,San Mateo,KK-08,2325,115.3000031,2.881700039,15.6559,302,4890.986816,21.11050034,22.70967865,662.0,660.9000244,4980.0,5.0,male,English,23.0,0.0,2,Isabel,1,yes
264,69435,Evergreen Elementary,Santa Clara,KK-08,11885,549.8400269,10.19769955,30.44169998,1790,4929.393066,16.47331238,29.12074089,659.0999756,664.0999756,5.0,3.7,male,English,17.0,0.0,1,Alex,0,yes
265,70730,Harmony Union Elementary,Sonoma,KK-08,564,27.43000031,6.89659977,21.37929916,46,4905.221191,18.36899948,4.43262434,672.4000244,650.7999878,20510.0,4.6,female,Spanish,35.0,1.0,4,Charley,0,yes
266,63362,Panama Buena Vista Union Elementary,Kern,KK-08,12380,620.3800049,12.29520035,31.01889992,1671,5156.856934,16.65411186,4.814216614,660.0999756,663.5999756,12620.0,2.8,female,English,35.0,0.0,2,Frances,1,yes
267,68932,Laguna Salada Union Elementary,San Mateo,KK-08,3772,178.0599976,3.371999979,18.38780022,529,4941.787598,18.54422188,5.249204636,665.4000244,658.2999878,170.0,3.8,male,Chinese,18.0,0.0,1,Gaston,0,yes
268,72371,Sonora Elementary,Tuolumne,KK-08,895,47.58000183,17.55319977,42.44680023,70,5408.781738,14.18000031,1.899441361,662.7000122,661.0,18590.0,3.4,male,English,26.0,0.0,3,Ivan,0,yes
269,66910,Roseville City Elementary,Placer,KK-08,5714,277.6700134,10.53429985,30.06909943,489,4981.387695,18.02955437,8.66293335,664.2999878,659.5,10210.0,4.4,female,,,0.0,3,Jeanne,0,yes
270,71084,Gratton Elementary,Stanislaus,KK-08,105,5.730000019,0.0,0.0,16,4877.086426,13.58600044,10.47619057,662.5,661.2999878,350.0,4.4,female,Dutch,21.0,0.0,1,Cindy,0,yes
271,64196,Susanville Elementary,Lassen,KK-08,1449,76.98999786,16.5279007,42.60089874,125,5111.739258,12.64000034,1.242236018,660.4000244,663.5,2650.0,4.3,female,Chinese,17.0,1.0,3,Dennis,1,yes
272,69872,Bella Vista Elementary,Shasta,KK-08,510,24.5,20.39220047,45.88240051,95,5201.515625,11.10299969,0.0,663.0999756,661.7000122,,3.8,female,English,39.0,1.0,3,Katrina,1,yes
273,71852,Columbine Elementary,Tulare,KK-08,160,8.0,11.25,56.875,39,4138.305664,7.5,9.375,651.4000244,673.4000244,91.0,4.9,female,,,0.0,1,Ophelia,0,yes
274,64626,Hughes-Elizabeth Lakes Union Elementary,Los Angeles,KK-08,433,22.0,9.336099625,25.10370064,50,5743.597168,15.50599957,1.385681391,665.4000244,659.5,10690.0,4.5,male,English,27.0,0.0,3,Rita,0,yes
275,69591,Mountain View Elementary,Santa Clara,KK-08,3186,164.3099976,5.45389986,44.39070129,411,5702.705078,22.84140015,35.34212112,663.5,661.5,25960.0,3.9,female,English,21.0,0.0,3,Wilma,0,yes
276,65045,Sulphur Springs Union Elementary,Los Angeles,KK-06,5010,239.3999939,5.298900127,27.35449982,576,4802.152832,19.82312584,9.64071846,661.7000122,663.4000244,51.0,4.5,male,Turkish,18.0,0.0,1,Humberto,0,yes
277,70680,Forestville Union Elementary,Sonoma,KK-08,717,35.95000076,8.888899803,24.72220039,100,5442.143066,16.34700012,2.231520176,669.4000244,655.7000122,1110.0,2.8,female,English,27.0,0.0,1,Dolly,1,yes
278,63750,Rosedale Union Elementary,Kern,KK-08,3548,170.6499939,3.25999999,14.8508997,335,4522.375488,16.29299927,0.3664036095,658.2999878,667.0,4360.0,3.0,female,English,24.0,0.0,2,Gustav,0,yes
279,69948,Columbia Elementary,Shasta,KK-08,868,45.20000076,16.58989906,29.83869934,78,4965.808105,13.24800014,0.5760368705,662.4000244,663.0,20370.0,3.8,male,English,19.0,0.0,2,Ike,0,yes
280,66795,Colfax Elementary,Placer,KK-08,507,26.64999962,13.20390034,37.08739853,60,5358.326172,14.01000023,0.0,667.0999756,658.4000244,7110.0,4.2,male,Dutch,22.0,0.0,1,Irene,1,yes
281,70425,Mt. Shasta Union Elementary,Siskiyou,KK-08,822,46.65000153,8.073800087,25.60549927,105,5784.625,14.16300011,0.8515815139,668.2999878,657.5,24000.0,3.1,female,English,40.0,0.0,1,Isaac,1,yes
282,70870,Piner-Olivet Union Elementary,Sonoma,KK-06,1792,88.55000305,3.125,20.92630005,143,5072.70459,15.77099991,5.524553776,667.4000244,659.2999878,75000.0,4.2,male,,,0.0,2,Sandy,1,yes
283,65185,Bass Lake Joint Elementary,Madera,KK-08,1202,62.29999924,12.07689953,35.84619904,190,5556.041016,14.48333263,0.0,664.2999878,662.5999756,1590.0,3.9,female,English,25.0,0.0,3,Easy,0,yes
284,62745,Cutten Elementary,Humboldt,KK-06,515,27.35000038,16.11650085,26.21360016,58,5190.310059,14.20899963,0.0,660.2000122,666.7999878,5350.0,4.6,male,English,38.0,0.0,3,King,1,yes
285,61952,Placerville Union Elementary,El Dorado,KK-08,1354,66.56999969,12.0383997,36.48450089,263,5211.485352,15.16699982,2.437223196,666.4000244,661.2999878,150.0,3.9,female,,31.0,0.0,1,Able,1,yes
286,71035,Wright Elementary,Sonoma,KK-06,1252,65.11000061,9.451199532,43.21649933,113,5284.164063,12.58425045,20.76677322,659.4000244,668.2999878,58.0,3.4,female,German,16.0,0.0,1,Barbara,1,yes
287,71522,Evergreen Union Elementary,Tehama,KK-08,823,46.0,13.85179996,55.28549957,127,5331.920898,10.55099964,2.187120438,657.7000122,670.0999756,15.0,3.5,male,English,34.0,0.0,1,Florence,1,yes
288,70847,Old Adobe Union Elementary,Sonoma,KK-06,2231,114.3000031,2.916100025,13.36919975,258,5599.60791,16.95599937,13.62617588,666.2000122,661.7999878,19321.0,4.8,female,English,20.0,0.0,3,Carol,1,yes
289,71019,Wilmar Union Elementary,Sonoma,KK-06,271,14.19999981,4.467400074,25.42959976,81,4881.899414,17.70899963,13.28413296,668.7000122,659.2999878,3230.0,4.7,female,English,49.0,0.0,3,Edna,0,yes
290,66761,Ackerman Elementary,Placer,KK-08,309,15.5,4.207099915,32.68610001,85,4700.432129,16.27199936,1.941747546,671.2999878,657.0,24260.0,4.5,male,English,44.0,0.0,4,Hazel,1,yes
291,69815,Santa Cruz City Elementary,Santa Cruz,KK-06,3005,159.2200012,8.619000435,33.81029892,308,5650.0,17.9008007,23.0615654,666.7000122,661.5999756,2030.0,4.4,female,English,27.0,0.0,3,Connie,1,yes
292,62679,Arcata Elementary,Humboldt,KK-08,966,47.95999908,20.95809937,47.30540085,114,5318.240723,11.83399963,0.6211180091,674.0,654.5999756,14730.0,4.0,female,English,47.0,0.0,1,Diane,0,yes
293,67595,Alta Loma Elementary,San Bernardino,KK-08,7710,327.2999878,4.472199917,15.92990017,814,4709.054199,18.6201992,3.255512238,663.4000244,665.4000244,6200.0,3.9,male,English,28.0,0.0,3,Ione,1,yes
294,66837,Foresthill Union Elementary,Placer,KK-08,762,35.5,10.8107996,30.37319946,54,5143.19043,12.43099976,0.0,663.0999756,665.7999878,1540.0,3.7,female,English,23.0,0.0,2,Flossy,1,yes
295,61929,Mother Lode Union Elementary,El Dorado,KK-08,1708,89.0,8.489500046,29.03980064,206,5133.009766,15.16699982,2.224824429,665.5,663.9000244,,2.8,female,Indonesian,25.0,0.0,4,Audrey,1,yes
296,66613,Ocean View Elementary,Orange,KK-08,9850,489.2999878,3.335000038,30.64369965,1113,5081.455566,20.87574959,18.55837631,663.7000122,665.7999878,540.0,4.3,female,English,19.0,0.0,3,Helene,1,yes
297,62596,Lake Elementary,Glenn,KK-08,129,5.0,9.302300453,50.38759995,10,4016.41626,10.63899994,6.201550484,667.5999756,662.2999878,430.0,4.2,female,English,21.0,0.0,1,Debra,1,yes
298,69039,San Mateo-Foster City Elementary,San Mateo,KK-08,10619,565.5100098,2.538399935,28.37660027,1150,5374.050293,25.02961922,18.45748138,665.9000244,664.0,510.0,4.5,male,English,22.0,0.0,3,Gracie,0,yes
299,69195,Goleta Union Elementary,Santa Barbara,KK-06,4521,236.5800018,3.705199957,31.08279991,494,5427.548828,16.75780106,32.07255173,666.7999878,663.4000244,53270.0,3.8,male,,24.0,0.0,4,Donna,1,yes
300,67736,Helendale Elementary,San Bernardino,KK-08,580,29.44000053,11.89659977,30.17239952,114,5179.644531,15.29699993,3.965517044,656.2000122,674.2000122,35.0,3.7,male,English,27.0,0.0,1,Ethel,1,yes
301,70854,Petaluma City Elementary,Sonoma,KK-06,2569,138.0,5.486400127,24.74710083,326,5400.0,17.3694458,15.33670712,669.7999878,660.9000244,15850.0,4.4,female,English,19.0,0.0,4,Carla,1,yes
302,69690,Sunnyvale Elementary,Santa Clara,KK-08,6022,286.7999878,6.394999981,36.0007019,756,5726.146484,22.09600067,27.66522789,663.9000244,667.4000244,300.0,4.9,male,English,32.0,0.0,1,Cindy,0,yes
303,69179,College Elementary,Santa Barbara,KK-08,670,33.5,0.4160999954,13.8696003,47,5003.870117,22.84199905,12.53731441,670.2999878,661.5,6450.0,3.0,male,English,25.0,0.0,2,Cleo,1,yes
304,68197,La Mesa-Spring Valley,San Diego,KK-08,14708,700.9400024,13.53009987,45.72340012,1962,4969.51123,18.31987572,12.68017483,664.5,667.4000244,16260.0,3.9,male,English,24.0,0.0,2,Dora,1,yes
305,66530,Huntington Beach City Elementary,Orange,KK-08,6601,305.0,1.196799994,15.08860016,706,4747.295898,25.03000069,6.908044338,668.0,664.0,2770.0,2.9,female,Portuguese,18.0,0.0,3,Hilda,0,yes
306,69336,Solvang Elementary,Santa Barbara,KK-08,675,33.70000076,0.0,31.8519001,87,4543.305176,21.95700073,14.96296215,668.7000122,663.4000244,800.0,3.8,male,Spanish,,0.0,2,Isbell,1,yes
307,69849,Soquel Elementary,Santa Cruz,KK-08,2458,124.0699997,6.018700123,24.60350037,193,5229.591309,18.79683304,11.26932526,666.9000244,665.2999878,20000.0,3.8,male,English,27.0,0.0,3,Betsy,1,yes
308,62554,Capay Joint Union Elementary,Glenn,KK-08,144,8.0,4.166699886,44.44440079,14,4507.353027,10.63899994,9.722222328,671.9000244,660.4000244,730.0,4.4,female,English,20.0,0.0,2,Alma,0,yes
309,70714,Gravenstein Union Elementary,Sonoma,KK-08,573,29.60000038,6.993000031,15.20979977,48,5302.62793,17.50799942,3.315881252,671.0,661.2999878,99.0,3.9,male,English,49.0,0.0,1,Inez,0,yes
310,66381,Pleasant Valley Elementary,Nevada,KK-08,721,35.72999954,1.849400043,18.49410057,82,5545.610352,18.59300041,0.6934812665,668.7999878,664.0999756,5060.0,5.0,male,English,49.0,0.0,3,Beulah,0,yes
311,63990,Pioneer Union Elementary,Kings,KK-08,992,46.97000122,3.729799986,22.88310051,160,4615.908691,11.11600018,5.141129017,671.2000122,661.9000244,800.0,4.6,male,English,49.0,0.0,2,Gladys,0,yes
312,68361,Santee Elementary,San Diego,KK-08,8432,360.5,6.392300129,22.98390007,0,5397.689453,14.09766674,4.969165325,663.7000122,669.5,23040.0,4.2,male,English,24.0,0.0,5,Camille,0,yes
313,64113,Johnstonville Elementary,Lassen,KK-08,244,11.0,15.57380009,40.16389847,15,5118.373047,12.64000034,6.967213154,672.0999756,661.2000122,6870.0,3.2,male,Swedish,22.0,1.0,3,Celia,0,yes
314,72553,Pleasant Valley Elementary,Ventura,KK-08,7116,356.8200073,2.598999977,13.27620029,785,5008.070801,20.93642807,7.99606514,667.5,665.7999878,300.0,3.6,male,German,19.0,1.0,2,Edith,1,yes
315,72355,Curtis Creek Elementary,Tuolumne,KK-08,830,46.65999985,10.41189957,32.6086998,95,4906.030273,14.18000031,0.4819277227,662.0999756,671.2999878,500.0,4.2,female,English,24.0,1.0,1,Fern,0,yes
316,70300,Fort Jones Union Elementary,Siskiyou,KK-06,160,10.88000011,13.37580013,53.50320053,38,6870.346191,11.82600021,2.5,666.9000244,666.7999878,200.0,3.7,male,English,49.0,0.0,1,Ginger,0,yes
317,70805,Mark West Union Elementary,Sonoma,KK-06,1588,83.40000153,6.798500061,20.58099937,220,5301.716309,18.67099953,3.841310024,671.2999878,662.4000244,20430.0,3.7,female,English,24.0,0.0,1,Agnes,0,yes
318,67967,Alpine Union Elementary,San Diego,KK-08,2272,108.75,4.049300194,16.06509972,307,5182.365723,17.33200073,1.32042253,667.7000122,666.5999756,1180.0,4.4,male,English,28.0,0.0,3,Carmen,0,yes
319,70938,Sebastopol Union Elementary,Sonoma,KK-08,1425,71.83000183,5.092599869,19.8302002,65,4999.46875,17.50799942,4.91228056,669.7999878,664.5999756,6190.0,4.0,female,English,31.0,0.0,3,Eloise,1,yes
320,62828,Freshwater Elementary,Humboldt,KK-06,245,12.55000019,8.979599953,13.06120014,30,6732.066406,15.57199955,0.0,672.2000122,662.7000122,570.0,4.2,male,English,58.0,0.0,1,Belle,1,yes
321,63693,Norris Elementary,Kern,KK-08,1349,65.21250153,2.001499891,8.673100471,259,4612.989746,15.56725025,0.2223869562,667.0,667.9000244,66.0,3.7,female,,,0.0,1,Babe,0,yes
322,72132,Springville Union Elementary,Tulare,KK-08,400,22.0,13.80090046,29.86429977,65,5478.845703,15.75199986,0.0,669.2000122,666.0,70.0,4.5,female,English,39.0,0.0,1,Bob,1,yes
323,69575,Moreland Elementary,Santa Clara,KK-08,4632,245.1799927,7.037000179,23.6420002,637,5666.713867,20.46999931,17.85405922,669.4000244,666.5999756,2700.0,4.0,female,English,22.0,0.0,2,David,1,yes
324,63610,Maple Elementary,Kern,KK-08,224,9.0,5.35710001,35.26789856,15,4742.51416,9.708999634,4.464285851,660.5,675.7000122,12770.0,3.7,male,English,16.0,0.0,3,Frederic,0,yes
325,63941,Kings River-Hardwick Union Elementary,Kings,KK-08,576,31.0,3.993099928,28.125,92,4907.392578,11.11600018,9.548611641,665.7999878,671.0,2130.0,4.2,female,English,39.0,1.0,3,Allen,0,yes
326,68163,Julian Union Elementary,San Diego,KK-08,451,25.0,8.647500038,11.7517004,75,5700.402344,16.32099915,3.991130829,672.7000122,664.5,10400.0,4.4,male,English,28.0,0.0,3,Alicia,0,yes
327,68007,Cardiff Elementary,San Diego,KK-06,900,50.75,2.101799965,24.3362999,145,5191.834473,21.96699905,20.66666603,668.7999878,668.5,410.0,3.8,male,English,20.0,1.0,2,Diana,0,yes
328,72108,Saucelito Elementary,Tulare,KK-08,118,5.5,8.333299637,51.66669846,10,4451.256836,8.934000015,7.627118587,668.5,669.0999756,130.0,5.0,female,English,20.0,0.0,1,Bob,0,yes
329,67975,Bonsall Union Elementary,San Diego,KK-08,1457,73.12999725,5.982299805,42.9640007,0,5627.527832,19.99699974,27.45367241,666.2000122,671.5999756,160.0,3.5,male,Korean,22.0,0.0,1,Danny,1,yes
330,66480,Cypress Elementary,Orange,KK-06,4734,232.75,2.607800007,19.37249947,586,4922.939941,18.82723045,10.85762596,665.5,672.4000244,4180.0,4.2,female,Chinese,21.0,0.0,3,Elena,0,yes
331,64766,Lowell Joint Elementary,Los Angeles,KK-08,3303,146.5,4.662399769,16.95429993,379,4969.380859,18.1186657,5.025733948,666.0999756,672.0999756,3020.0,4.1,female,English,22.0,0.0,3,Gloria,0,yes
332,64832,Newhall Elementary,Los Angeles,KK-06,6055,286.9200134,5.613399982,30.08510017,540,4829.717285,23.66737556,14.23616886,668.9000244,669.7000122,4730.0,4.0,female,English,30.0,1.0,1,Juan,1,yes
333,65359,Lagunitas Elementary,Marin,KK-08,424,23.29999924,3.537699938,15.3302002,39,6716.692871,22.13899994,0.2358490527,680.9000244,657.7000122,1310.0,4.1,male,Russian,25.0,0.0,2,Kate,0,yes
334,69385,Cambrian Elementary,Santa Clara,KK-08,2801,139.3000031,5.033899784,23.09889984,615,5205.941895,20.54599953,2.070688963,673.2999878,665.4000244,6.0,2.1,female,English,28.0,1.0,1,Bonnie,0,yes
335,71654,Richfield Elementary,Tehama,KK-08,187,9.760000229,17.55319977,44.68090057,37,4357.826172,9.484999657,8.556149483,664.5999756,674.0999756,58.0,3.8,male,English,31.0,0.0,1,Charley,0,yes
336,62794,Fieldbrook Elementary,Humboldt,KK-08,129,6.599999905,13.95349979,27.1317997,17,5195.918945,11.83399963,0.0,670.0999756,669.5,1.0,4.6,female,English,50.0,1.0,1,Floyd,0,no
337,68049,Dehesa Elementary,San Diego,KK-06,188,9.0,6.382999897,36.70209885,41,6002.071777,18.79899979,4.787234306,673.2000122,666.5,4.0,4.3,male,Chinese,20.0,1.0,1,Florence,1,yes
338,69955,Cottonwood Union Elementary,Shasta,KK-08,1212,65.90000153,22.19470024,46.12210083,116,5090.587891,10.55099964,3.960396051,669.2000122,670.7000122,290.0,3.7,female,Swedish,22.0,0.0,1,Chantal,0,yes
339,63479,Fruitvale Elementary,Kern,KK-08,2596,135.3500061,3.004600048,19.53000069,249,5112.390137,15.51900005,1.579352856,669.2000122,670.7999878,20020.0,3.9,female,Other,29.0,0.0,4,Hugo,1,yes
340,69708,Union Elementary,Santa Clara,KK-08,4925,253.8959961,3.821099997,12.17479992,753,5287.35498,21.63172722,3.593908548,672.7999878,668.5999756,230.0,4.4,female,German,33.0,0.0,1,Jerry,1,yes
341,66498,Fountain Valley Elementary,Orange,KK-08,6257,288.6300049,2.163500071,15.51280022,930,4889.47998,21.09575081,8.726226807,671.2000122,671.2999878,3620.0,3.7,male,English,39.0,1.0,2,Bob,1,yes
342,61879,Gold Oak Union Elementary,El Dorado,KK-08,868,45.0,4.723499775,19.00919914,122,5118.130371,15.16699982,0.0,674.5999756,668.0,66730.0,4.5,female,English,28.0,0.0,5,Andrew,0,yes
343,61838,Buckeye Union Elementary,El Dorado,KK-08,3787,186.1000061,3.247999907,8.34430027,934,5119.123047,19.11700058,0.2640612721,674.9000244,668.2999878,96.0,4.7,female,English,39.0,0.0,3,Emily,0,yes
344,75085,Rocklin Unified,Placer,KK-08,6423,306.3800049,2.929899931,14.26599979,855,4792.211426,17.62000084,1.447921515,671.4000244,671.7999878,1650.0,3.3,male,English,22.0,0.0,2,Erin,1,yes
345,61887,Gold Trail Union Elementary,El Dorado,KK-08,678,34.84000015,2.507400036,15.92920017,47,5450.103516,15.16699982,0.1474926174,677.5999756,665.7000122,7550.0,2.6,female,English,39.0,0.0,3,Opal,1,yes
346,62885,Hydesville Elementary,Humboldt,KK-08,162,8.399999619,16.95910072,33.91809845,23,5210.724609,10.64299965,0.0,679.7999878,663.5999756,700.0,3.4,male,English,30.0,0.0,2,Bertha,1,yes
347,64998,Saugus Union Elementary,Los Angeles,KK-06,8529,407.7000122,2.192500114,11.70129967,834,4715.445801,20.73905563,3.705006361,668.9000244,674.5999756,8260.0,3.5,female,Dutch,22.0,0.0,3,Fran,1,yes
348,66845,Loomis Union Elementary,Placer,KK-08,1862,89.08999634,2.829699993,21.08919907,231,4632.068359,21.56599998,0.2685284615,673.0999756,670.7000122,200.0,3.6,male,Dutch,21.0,0.0,1,Danny,0,yes
349,66886,Placer Hills Union Elementary,Placer,KK-08,1452,70.5,2.426000118,10.41419983,183,5028.561523,17.65600014,0.0,679.5999756,664.2000122,1650.0,4.0,female,English,19.0,0.0,2,Bonnie,0,yes
350,70672,Dunham Elementary,Sonoma,KK-06,155,8.0,0.6452000141,12.25809956,32,5695.466797,17.70899963,4.516129017,672.2999878,671.5999756,160.0,3.5,female,Other,18.0,1.0,1,Earl,1,yes
351,69021,San Carlos Elementary,San Mateo,KK-08,2536,127.1100006,2.032799959,2.032799959,343,4504.294922,27.81599998,2.444794893,676.0999756,668.0,3870.0,5.0,male,,,0.0,2,Georges,1,yes
352,66399,Ready Springs Union Elementary,Nevada,KK-08,567,30.07999992,4.895100117,29.02099991,103,5156.437012,18.59300041,0.0,673.9000244,670.2000122,94.0,3.7,female,Spanish,,0.0,3,Bret,1,yes
353,65219,Coarsegold Union Elementary,Madera,KK-08,953,52.59999847,7.98759985,33.9211998,135,5433.51416,14.26299953,0.0,668.0999756,676.5,8130.0,4.3,male,English,16.0,0.0,2,Floyd,0,yes
354,68726,Cayucos Elementary,San Luis Obispo,KK-08,296,15.43000031,5.592100143,25.98679924,42,5254.631836,22.75799942,5.405405521,674.5999756,670.0999756,1430.0,4.7,female,English,27.0,0.0,1,Irene,1,yes
355,64170,Richmond Elementary,Lassen,KK-08,198,9.0,2.450999975,12.74510002,24,4593.196777,12.64000034,0.0,672.7000122,672.2000122,1260.0,4.0,male,English,28.0,0.0,1,Lili,0,yes
356,62109,Clay Joint Elementary,Fresno,KK-08,218,10.10000038,2.242199898,25.1121006,49,4320.678711,11.23799992,6.422018051,669.4000244,675.7000122,250.0,4.5,female,Other,22.0,0.0,1,Claudette,1,yes
357,70995,Waugh Elementary,Sonoma,KK-06,734,36.0,2.024300098,12.82050037,117,4920.777344,16.95599937,6.539509296,676.0999756,669.2999878,4980.0,3.9,male,English,44.0,0.0,2,Isabel,0,yes
358,70979,Two Rock Union Elementary,Sonoma,KK-06,189,11.60000038,2.07249999,32.12440109,50,6905.869141,17.70899963,14.2857151,679.0999756,667.0,5.0,4.6,female,,,0.0,1,Alex,0,yes
359,68866,Belmont-Redwood Shores Elementary,San Mateo,KK-08,2528,138.3099976,1.342100024,2.445600033,482,5729.904297,25.62199974,3.678797483,675.0,671.5,20510.0,4.3,male,German,28.0,0.0,4,Charley,1,yes
360,61978,Rescue Union Elementary,El Dorado,KK-08,2987,154.1699982,2.042200089,11.18179989,290,4825.202148,18.72599983,0.502176106,676.0999756,670.5,12620.0,3.5,female,Turkish,18.0,0.0,2,Frances,1,yes
361,66779,Alta-Dutch Flat Union Elementary,Placer,KK-08,208,11.0,9.389699936,32.86380005,21,5388.17041,13.44299984,0.0,680.5,666.5999756,170.0,2.9,female,English,21.0,0.0,1,Gaston,1,yes
362,68353,San Pasqual Union Elementary,San Diego,KK-08,379,23.10000038,2.902400017,22.16360092,29,5133.827148,15.18000031,22.69129372,670.5,676.5999756,18590.0,3.1,male,,27.0,0.0,3,Ivan,0,no
363,61911,Latrobe Elementary,El Dorado,KK-08,145,9.300000191,6.20690012,0.0,27,5346.15625,19.11700058,0.0,670.5,677.2999878,10210.0,4.7,male,German,33.0,1.0,3,Jeanne,1,yes
364,66407,Union Hill Elementary,Nevada,KK-08,706,37.74000168,2.593699932,23.05480003,103,4789.309082,13.71199989,0.1416430622,676.0,672.5,350.0,4.6,male,English,16.0,0.0,1,Cindy,0,yes
365,70961,Twin Hills Union Elementary,Sonoma,KK-08,878,47.90000153,1.375,15.75,105,5329.782227,17.50799942,2.733485222,681.0,669.7999878,2650.0,4.9,female,English,39.0,0.0,3,Dennis,1,yes
366,62976,Pacific Union Elementary,Humboldt,KK-08,594,33.18000031,12.26889992,25.37820053,75,5371.172852,11.83399963,1.68350172,683.0,668.4000244,,3.7,male,English,17.0,0.0,3,Katrina,1,no
367,71696,Douglas City Elementary,Trinity,KK-08,139,7.349999905,20.86330032,66.90650177,40,5771.383789,13.27299976,0.0,680.0999756,672.2000122,91.0,4.6,male,,,0.0,1,Ophelia,1,yes
368,66373,Pleasant Ridge Union Elementary,Nevada,KK-08,2089,102.7799988,2.51850009,14.0369997,318,4993.634766,16.3560009,0.1436093748,673.7999878,679.2999878,10690.0,3.6,female,English,41.0,1.0,3,Rita,1,yes
369,66852,Newcastle Elementary,Placer,KK-08,326,16.28000069,4.294499874,11.04290009,42,4854.038086,18.62599945,0.0,673.2999878,679.9000244,25960.0,4.3,male,English,27.0,0.0,3,Wilma,0,yes
370,72470,Mesa Union Elementary,Ventura,KK-08,516,21.5,0.9689999819,27.71319962,50,4392.679688,23.7329998,11.04651165,680.5,673.2000122,51.0,4.1,female,English,21.0,0.0,1,Humberto,0,yes
371,71787,Weaverville Elementary,Trinity,KK-08,449,25.5,12.72729969,48.48479843,50,5884.432129,12.93400002,0.0,672.7999878,681.0999756,1110.0,4.2,male,English,25.0,0.0,1,Dolly,1,yes
372,70078,North Cow Creek Elementary,Shasta,KK-08,297,15.35000038,2.356899977,4.040400028,70,4273.993164,13.90600014,0.0,679.0,675.5,4360.0,4.4,male,Portuguese,52.0,0.0,2,Gustav,1,yes
373,66340,Nevada City Elementary,Nevada,KK-08,1579,80.23999786,5.555600166,21.78030014,165,5146.78418,15.42800045,0.06333122402,678.5,677.4000244,20370.0,4.0,female,English,48.0,1.0,2,Ike,1,yes
374,62893,Jacoby Creek Elementary,Humboldt,KK-08,383,20.45000076,6.005199909,10.18280029,49,5351.522949,15.38099957,0.0,682.9000244,673.2000122,7110.0,4.0,female,English,39.0,0.0,1,Irene,1,yes
375,70698,Fort Ross Elementary,Sonoma,KK-08,81,5.099999905,3.614500046,0.0,14,7667.571777,22.52899933,0.0,685.2999878,671.5,24000.0,4.8,female,English,45.0,0.0,1,Isaac,0,yes
376,68080,Encinitas Union Elementary,San Diego,KK-06,5259,262.230011,2.395900011,19.09110069,701,5281.708984,23.80609894,15.05989742,679.0,678.5999756,75000.0,4.3,female,English,19.0,0.0,2,Sandy,0,yes
377,65318,Dixie Elementary,Marin,KK-08,1960,108.9599991,1.941699982,3.730200052,223,5368.50293,24.60300064,1.479591846,684.0999756,674.7000122,1590.0,4.2,female,,,0.0,3,Easy,1,no
378,69492,Lakeside Joint Elementary,Santa Clara,KK-06,151,8.899999619,2.648999929,8.60929966,31,6429.257324,36.17399979,2.649006605,676.7999878,682.2000122,5350.0,4.3,male,English,21.0,0.0,3,King,1,yes
379,64600,Hermosa Beach City Elementary,Los Angeles,KK-08,946,49.16999817,2.17840004,6.535299778,310,5387.458984,33.45500183,1.47991538,683.0999756,676.2000122,150.0,3.9,male,,,0.0,1,Able,1,yes
380,70896,Rincon Valley Union Elementary,Sonoma,KK-06,2707,141.0200043,5.1395998,19.23080063,300,5235.774902,20.4802227,4.469892979,678.7000122,680.7999878,58.0,3.6,male,,,0.0,1,Barbara,1,yes
381,66233,Washington Union Elementary,Monterey,KK-08,919,46.88999939,1.049299955,0.0,141,4829.896484,20.13400078,0.3264417946,680.2000122,679.4000244,15.0,4.5,male,English,52.0,1.0,1,Florence,0,yes
